dates,days,day1,population,susceptibles,isolated,isolatedinfected,infectednotisolated,infected,importedinfections,accumulatedinfected,tested_mit,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths,reff,positive rate,detection rate
2020-11-08,876,876,65207275.5,58273201.4,103355.3,23104.199999999997,50.0,16749.6,0.0,6996484.600000001,12858789.399999999,1955583.0999999999,66723.5,6917374.5,0.0,2.7,97563.6,50.0,2.77,6612.7,1536.4,6612.7,5093.4130000000005,10186.8,10186.8,1020.0,1536.4,5076.3,92682.6,0.2,0.23234079876601085,0.9999978421023102,4.247992235160937e-08,0.1072960731199389,0.0,0.00016537708363184795,0.06777835176233758,2387.2563176895305
2020-11-09,879,879,65206477.599999994,58273148.6,96672.3,23121.6,50.0,12827.9,0.0,6996487.4,12956352.7,1962195.7999999998,67521.4,6920551.200000001,0.0,2.7,97563.3,50.0,2.77,6612.7,1536.4,6612.7,3176.559,6353.099999999999,6353.099999999999,798.0,1536.4,5076.3,92682.4,0.2,0.23234079876601085,0.9999978420976537,4.2480442157789555e-08,0.10729742899039836,0.0,0.00021593557792000252,0.0677785601758038,2387.2563176895305
2020-11-10,882,882,65205691.699999996,58273095.900000006,91835.0,23139.300000000003,50.0,10446.5,0.0,6996490.1,13053915.7,1968808.5,68307.29999999999,6922199.2,0.0,2.7,97563.1,50.0,2.77,6612.7,1536.4,6612.7,1648.088,3296.2,3296.2,786.1,1536.4,5076.3,92682.1,0.2,0.23234079876601085,0.9999978420906689,4.248095415879163e-08,0.10729876361391318,0.0,0.0002651605800985976,0.06777869911882668,2387.2563176895305
2020-11-11,885,885,65204942.2,58273043.2,88772.20000000001,23156.699999999997,50.0,8937.3,0.0,6996492.8,13151478.5,1975421.1,69056.8,6923011.6,0.0,2.7,97562.8,50.0,2.77,6612.6,1536.4,6612.6,812.3860000000001,1624.8000000000002,1624.8000000000002,749.5,1536.4,5076.3,92681.9,0.2,0.23234079876601085,0.9999978420860123,4.2481442457286615e-08,0.10730003837040437,0.0,0.00030993700558334177,0.06777788255359625,2387.2202166064985
2020-11-12,888,888,65204246.3,58272990.4,87178.9,23174.1,50.0,8154.5,0.0,6996495.6,13249041.100000001,1982033.7999999998,69752.7,6923151.5,0.0,2.7,97562.6,50.0,2.77,6612.6,1536.4,6612.6,139.926,279.9,279.9,695.7,1536.4,5076.3,92681.70000000001,0.2,0.23234079876601085,0.9999978420813557,4.248189584548576e-08,0.10730122648469291,0.0,0.00033968974186032253,0.06777802149594209,2387.2202166064985
2020-11-13,891,891,65203622.199999996,58272937.6,86416.8,23191.800000000003,50.0,7580.5,0.0,6996498.4,13346603.600000001,1988646.3000000003,70376.79999999999,6923154.2,0.0,2.7,97562.4,50.0,2.77,6612.6,1536.4,6612.6,2.741,5.5,5.5,624.2,1536.4,5076.2,92681.5,0.2,0.23234431237334785,0.9999978420766991,4.248230246325181e-08,0.1073022964665911,0.0,0.0003654112525559,0.06777816043885761,2387.2202166064985
2020-11-14,894,894,65203071.0,58272884.8,86343.1,23209.5,50.0,7079.200000000001,0.0,6996501.199999999,13444165.8,1995258.9999999998,70928.0,6923156.9,0.0,2.7,97562.2,50.0,2.77,6612.6,1536.4,6612.6,2.741,5.5,5.5,551.2,1536.4,5076.2,92681.3,0.2,0.23234431237334785,0.9999978420720425,4.24826615912002e-08,0.10730324649892639,0.0,0.00039128715109051866,0.06777829938234275,2387.2202166064985
2020-11-15,897,897,65202581.900000006,58272832.1,86412.2,23226.9,50.0,6640.2,0.0,6996504.0,13541727.8,2001871.5,71417.1,6923159.8,0.0,2.7,97562.1,50.0,2.77,6612.6,1536.4,6612.6,2.741,5.5,5.5,489.09999999999997,1536.4,5076.2,92681.20000000001,0.2,0.23234431237334785,0.9999978420697141,4.248298026370026e-08,0.10730409434906134,0.0,0.0004171561097557303,0.06777836885429896,2387.2202166064985
2020-11-16,900,900,65202157.400000006,58272779.300000004,86481.29999999999,23244.6,50.0,6265.6,0.0,6996506.7,13639289.7,2008484.1,71841.6,6923162.5,0.0,2.7,97561.9,50.0,2.77,6612.6,1536.4,6612.6,2.741,5.5,5.5,424.6,1536.4,5076.2,92681.0,0.2,0.23234431237334785,0.9999978420650575,4.248325685002564e-08,0.10730483436426905,0.0,0.0004420965270684372,0.06777850779863862,2387.2202166064985
2020-11-17,903,903,65201799.2,58272726.5,86550.4,23262.300000000003,50.0,5957.5,0.0,6996509.5,13736851.5,2015096.5999999999,72199.8,6923165.3,0.0,2.7,97561.8,50.0,2.77,6612.6,1536.3,6612.6,2.741,5.5,5.5,358.2,1536.3,5076.2,92680.9,0.2,0.23233270321361058,0.9999978420627291,4.2483490240864395e-08,0.10730546680987907,0.0,0.0004649601342845153,0.06777857727102206,2387.2202166064985
2020-11-18,906,906,65201507.099999994,58272673.8,86619.6,23280.0,50.0,5715.4,0.0,6996512.2,13834413.2,2021709.2000000002,72491.9,6923168.0,0.0,2.7,97561.7,50.0,2.77,6612.6,1536.3,6612.6,2.741,5.5,5.5,292.09999999999997,1536.3,5076.2,92680.8,0.2,0.23233270321361058,0.9999978420604008,4.2483680565107675e-08,0.10730598894392736,0.0,0.00048465549217902514,0.06777864674354793,2387.2202166064985
2020-11-19,909,909,65201275.900000006,58272620.9,86688.8,23297.699999999997,50.0,5534.2,0.0,6996515.100000001,13931974.8,2028321.8,72723.1,6923170.7,0.0,2.7,97561.6,50.0,2.77,6612.5,1536.3,6612.5,2.741,5.5,5.5,231.2,1536.3,5076.2,92680.70000000001,0.2,0.23233270321361058,0.9999978420580724,4.248383120981226e-08,0.10730641392249196,0.0,0.0005005240143110116,0.06777769122277617,2387.1841155234656
2020-11-20,912,912,65201099.1,58272568.2,86757.90000000001,23315.4,50.0,5407.4,0.0,6996517.800000001,14029536.3,2034934.2,72899.9,6923173.5,0.0,2.7,97561.5,50.0,2.77,6612.5,1536.3,6612.5,2.741,5.5,5.5,176.9,1536.3,5076.2,92680.70000000001,0.2,0.23233270321361058,0.9999978420580724,4.248394640942487e-08,0.10730674630606037,0.0,0.0005122609756999667,0.06777776069453627,2387.1841155234656
2020-11-21,915,915,65200968.8,58272515.5,86827.1,23333.1,50.0,5327.2,0.0,6996520.5,14127097.8,2041546.9,73030.2,6923176.199999999,0.0,2.7,97561.5,50.0,2.77,6612.5,1536.3,6612.5,2.741,5.5,5.5,130.1,1536.3,5076.2,92680.6,0.2,0.23233270321361058,0.999997842055744,4.248403131089672e-08,0.10730700216221327,0.0,0.0005199729689142514,0.06777776069453627,2387.1841155234656
2020-11-22,918,918,65200870.7,58272462.7,86896.29999999999,23350.800000000003,50.0,5279.1,0.0,6996523.3,14224659.3,2048159.2999999998,73128.3,6923179.0,0.0,2.7,97561.4,50.0,2.77,6612.5,1536.3,6612.5,2.741,5.5,5.5,98.2,1536.3,5076.2,92680.6,0.2,0.23233270321361058,0.999997842055744,4.248409523156874e-08,0.10730720655851608,0.0,0.0005247106514367979,0.06777783016643878,2387.1841155234656
