days,dates,day1,compartment,population,susceptibles,isolated,infected,importedinfections,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths
197,2020-08-03,197,Hospitals,98975.7,96525.2,1238.4,0.5,0.0,2473.8,226066.7,0.0,19425.8,24.3,2450.0,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1981.0
198,2020-08-04,198,Hospitals,98975.7,96525.1,1239.4,0.5,0.0,2473.9,228046.2,0.0,19531.5,24.3,2450.1,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1981.0
199,2020-08-05,199,Hospitals,98975.7,96525.1,1227.5,0.5,0.0,2473.9,229783.4,0.0,19624.4,24.3,2450.1,0.0,1.0,1737.1,0.048,0.048,92.8,0.0,92.8,0.048,0.0,0.0,0.0,0.0,92.8,1650.3,0.0,0.0,1.0,0.0,0.025,1984.0
200,2020-08-06,200,Hospitals,98975.7,96525.0,1228.5,0.5,0.0,2474.0,231762.9,0.0,19730.1,24.3,2450.2,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1985.0
201,2020-08-07,201,Hospitals,98975.7,96525.0,1229.6,0.5,0.0,2474.0,233742.4,0.0,19835.9,24.3,2450.2,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1986.0
202,2020-08-08,202,Hospitals,98975.7,96524.9,1230.6,0.5,0.0,2474.1,235721.9,0.0,19941.7,24.3,2450.3,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,-0.0,0.0,1.0,0.0,0.025,1986.0
203,2020-08-09,203,Hospitals,98975.7,96524.9,1231.6,0.5,0.0,2474.1,237701.4,0.0,20047.5,24.3,2450.3,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1986.0
204,2020-08-10,204,Hospitals,98975.7,96524.8,1232.7,0.5,0.0,2474.2,239681.0,0.0,20153.3,24.3,2450.4,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1987.0
205,2020-08-11,205,Hospitals,98975.7,96524.8,1233.7,0.5,0.0,2474.2,241660.5,0.0,20259.0,24.3,2450.4,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1990.0
206,2020-08-12,206,Hospitals,98975.7,96524.7,1234.8,0.5,0.0,2474.3,243640.0,0.0,20364.8,24.3,2450.4,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1991.0
207,2020-08-13,207,Hospitals,98975.7,96524.7,1235.8,0.5,0.0,2474.3,245619.5,0.0,20470.6,24.3,2450.5,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1991.0
208,2020-08-14,208,Hospitals,98975.7,96524.6,1236.8,0.5,0.0,2474.4,247599.0,0.0,20576.4,24.3,2450.5,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1991.0
209,2020-08-15,209,Hospitals,98975.7,96524.6,1250.7,0.5,0.0,2474.4,249578.5,0.0,20682.2,24.3,2450.6,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1991.0
210,2020-08-16,210,Hospitals,98975.7,96524.5,1251.7,0.5,0.0,2474.5,251558.0,0.0,20787.9,24.3,2450.6,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1991.0
211,2020-08-17,211,Hospitals,98975.7,96524.5,1252.8,0.5,0.0,2474.5,253537.5,0.0,20893.7,24.3,2450.7,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,-0.0,0.0,1.0,0.0,0.025,1991.0
212,2020-08-18,212,Hospitals,98975.7,96524.5,1253.8,0.5,0.0,2474.5,255517.1,0.0,20999.5,24.3,2450.7,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1992.0
213,2020-08-19,213,Hospitals,98975.7,96524.4,1254.9,0.5,0.0,2474.6,257496.6,0.0,21105.3,24.3,2450.8,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1996.0
214,2020-08-20,214,Hospitals,98975.7,96524.4,1255.9,0.5,0.0,2474.6,259476.1,0.0,21211.1,24.3,2450.8,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,1998.0
215,2020-08-21,215,Hospitals,98975.7,96524.3,1256.9,0.5,0.0,2474.7,261455.6,0.0,21316.8,24.3,2450.9,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2000.0
216,2020-08-22,216,Hospitals,98975.7,96524.3,1258.0,0.5,0.0,2474.7,263435.1,0.0,21422.6,24.3,2450.9,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2000.0
217,2020-08-23,217,Hospitals,98975.7,96524.2,1259.0,0.5,0.0,2474.8,265414.6,0.0,21528.4,24.3,2451.0,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2001.0
218,2020-08-24,218,Hospitals,98975.7,96524.2,1260.1,0.5,0.0,2474.8,267394.1,0.0,21634.2,24.3,2451.0,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2001.0
219,2020-08-25,219,Hospitals,98975.7,96524.1,1261.1,0.5,0.0,2474.9,269373.7,0.0,21740.0,24.3,2451.1,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2002.0
220,2020-08-26,220,Hospitals,98975.7,96524.1,1262.1,0.5,0.0,2474.9,271353.2,0.0,21845.8,24.3,2451.1,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,-0.0,0.0,1.0,0.0,0.025,2003.0
221,2020-08-27,221,Hospitals,98975.7,96524.0,1263.2,0.5,0.0,2475.0,273332.7,0.0,21951.5,24.3,2451.2,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2003.0
222,2020-08-28,222,Hospitals,98975.7,96524.0,1264.2,0.5,0.0,2475.0,275312.2,0.0,22057.3,24.3,2451.2,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2004.0
223,2020-08-29,223,Hospitals,98975.7,96523.9,1265.3,0.5,0.0,2475.1,277291.7,0.0,22163.1,24.3,2451.3,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2005.0
224,2020-08-30,224,Hospitals,98975.7,96523.9,1266.3,0.5,0.0,2475.1,279271.2,0.0,22268.9,24.3,2451.3,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2005.0
225,2020-08-31,225,Hospitals,98975.7,96523.8,1267.3,0.5,0.0,2475.2,281250.7,0.0,22374.7,24.3,2451.4,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2006.0
226,2020-09-01,226,Hospitals,98975.7,96523.8,1268.4,0.5,0.0,2475.2,283230.2,0.0,22480.4,24.3,2451.4,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2011.0
227,2020-09-02,227,Hospitals,98975.7,96523.7,1269.4,0.5,0.0,2475.3,285209.8,0.0,22586.2,24.3,2451.5,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,-0.0,0.0,1.0,0.0,0.025,2011.0
228,2020-09-03,228,Hospitals,98975.7,96523.7,1270.5,0.5,0.0,2475.3,287189.3,0.0,22692.0,24.3,2451.5,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2013.0
229,2020-09-04,229,Hospitals,98975.7,96523.6,1271.5,0.5,0.0,2475.4,289168.8,0.0,22797.8,24.3,2451.5,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2013.0
230,2020-09-05,230,Hospitals,98975.7,96523.6,1272.5,0.5,0.0,2475.4,291148.3,0.0,22903.6,24.3,2451.6,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2013.0
231,2020-09-06,231,Hospitals,98975.7,96523.5,1273.6,0.5,0.0,2475.5,293127.8,0.0,23009.3,24.3,2451.6,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2013.0
232,2020-09-07,232,Hospitals,98975.7,96523.5,1274.6,0.5,0.0,2475.5,295107.3,0.0,23115.1,24.3,2451.7,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2014.0
233,2020-09-08,233,Hospitals,98975.7,96523.4,1275.7,0.5,0.0,2475.6,297086.8,0.0,23220.9,24.3,2451.7,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,-0.0,0.0,1.0,0.0,0.025,2018.0
234,2020-09-09,234,Hospitals,98975.7,96523.4,1276.7,0.5,0.0,2475.6,299066.4,0.0,23326.7,24.3,2451.8,0.0,1.0,1979.5,0.048,0.048,105.8,0.0,105.8,0.048,0.0,0.0,0.0,0.0,105.8,1880.5,0.0,0.0,1.0,0.0,0.025,2019.0
235,2020-09-10,235,Hospitals,98975.7,96523.3,1172.0,0.5,0.0,2475.7,299066.4,0.0,23326.7,24.3,2451.8,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
236,2020-09-11,236,Hospitals,98975.7,96523.3,1067.2,0.5,0.0,2475.7,299066.4,0.0,23326.7,24.3,2451.9,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
237,2020-09-12,237,Hospitals,98975.7,96523.2,962.5,0.5,0.0,2475.8,299066.4,0.0,23326.7,24.3,2451.9,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
238,2020-09-13,238,Hospitals,98975.7,96523.2,857.7,0.5,0.0,2475.8,299066.4,0.0,23326.7,24.3,2452.0,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
239,2020-09-14,239,Hospitals,98975.7,96523.1,753.0,0.5,0.0,2475.9,299066.4,0.0,23326.7,24.3,2452.0,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
240,2020-09-15,240,Hospitals,98975.7,96523.1,648.3,0.5,0.0,2475.9,299066.4,0.0,23326.7,24.3,2452.1,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
241,2020-09-16,241,Hospitals,98975.7,96523.1,543.5,0.5,0.0,2475.9,299066.4,0.0,23326.7,24.3,2452.1,0.0,1.0,0.0,0.048,0.048,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
0,2020-01-19,0,Other high contact ,2355931.0,2355930.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-20,1,Other high contact ,2355931.0,2355928.9,0.0,2.1,0.0,1.1,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.149,1.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-01-21,2,Other high contact ,2355931.0,2355927.7,0.0,3.3,0.0,2.3,0.0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.149,1.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020-01-22,3,Other high contact ,2355931.0,2355926.6,0.0,4.4,0.0,3.4,0.0,4.4,0.0,0.0,0.0,0.0,1.0,0.0,1.149,1.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-01-23,4,Other high contact ,2355931.0,2355925.1,0.0,5.9,0.0,4.9,0.0,5.9,0.0,0.0,0.0,0.0,1.0,0.0,1.149,1.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-01-24,5,Other high contact ,2355931.0,2355923.4,0.0,7.6,0.0,6.6,0.0,7.6,0.0,0.0,0.0,0.0,1.0,0.0,1.149,1.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-01-25,6,Other high contact ,2355931.0,2355921.3,0.0,9.7,0.0,8.7,0.0,9.7,0.0,0.0,0.0,0.0,1.0,0.0,1.149,2.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2020-01-26,7,Other high contact ,2355931.0,2355918.9,0.0,12.1,0.0,11.1,0.0,12.1,0.0,0.0,0.0,0.0,1.0,0.0,1.149,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2020-01-27,8,Other high contact ,2355931.0,2355916.1,0.0,14.9,0.0,13.9,0.0,14.9,0.0,0.0,0.0,0.0,1.0,0.0,1.149,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2020-01-28,9,Other high contact ,2355931.0,2355912.8,0.0,18.2,0.0,17.2,0.0,18.2,0.0,0.0,0.0,0.0,1.0,0.0,1.149,3.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2020-01-29,10,Other high contact ,2355931.0,2355908.9,0.0,21.1,0.0,21.1,0.0,21.1,0.0,0.0,1.0,0.0,1.0,0.0,1.149,3.908,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-01-30,11,Other high contact ,2355931.0,2355904.3,0.0,24.6,0.0,25.7,0.0,24.6,0.0,0.0,2.1,0.0,1.0,0.0,1.149,4.599,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-01-31,12,Other high contact ,2355931.0,2355898.9,0.0,28.8,0.0,31.1,0.0,28.8,0.0,0.0,3.3,0.0,1.0,0.0,1.149,5.407,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-02-01,13,Other high contact ,2355931.0,2355892.5,0.0,34.1,0.0,37.5,0.0,34.1,0.0,0.0,4.4,0.0,1.0,0.0,1.149,6.359,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-02-02,14,Other high contact ,2355931.0,2355885.3,0.0,39.9,0.0,44.7,0.0,39.9,0.0,0.0,5.8,0.0,1.0,0.0,1.149,7.229,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-02-03,15,Other high contact ,2355931.0,2355877.1,0.0,46.4,0.0,52.9,0.0,46.4,0.0,0.0,7.5,0.0,1.0,0.0,1.149,8.218,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-02-04,16,Other high contact ,2355931.0,2355867.7,0.0,53.8,0.0,62.3,0.0,53.8,0.0,0.0,9.6,0.0,1.0,0.0,1.149,9.438,0.0,0.0,0.0,2.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-02-05,17,Other high contact ,2355931.0,2355856.7,0.0,62.3,0.0,73.3,0.0,62.3,0.0,0.0,11.9,0.0,1.0,0.0,1.149,10.931,0.0,0.0,0.0,2.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-02-06,18,Other high contact ,2355931.0,2355844.1,0.0,72.1,0.0,85.9,0.0,72.1,0.0,0.0,14.7,0.0,1.0,0.0,1.149,12.603,0.0,0.0,0.0,2.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-02-07,19,Other high contact ,2355931.0,2355829.7,0.0,83.3,0.0,100.3,0.0,83.3,0.0,0.0,18.0,0.0,1.0,0.0,1.149,14.463,0.0,0.0,0.0,3.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-02-08,20,Other high contact ,2355931.0,2355813.1,0.0,96.0,0.0,116.9,0.0,96.0,0.0,0.0,21.9,0.0,1.0,0.0,1.149,16.578,0.0,0.0,0.0,3.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2020-02-09,21,Other high contact ,2355931.0,2355794.1,0.0,110.5,0.0,135.9,0.0,110.5,0.0,0.0,26.4,0.0,1.0,0.0,1.149,19.025,0.0,0.0,0.0,4.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-02-10,22,Other high contact ,2355931.0,2355772.2,0.0,127.0,0.0,157.8,0.0,127.0,0.0,0.0,31.8,0.0,1.0,0.0,1.149,21.835,0.0,0.0,0.0,5.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-02-11,23,Other high contact ,2355931.0,2355747.2,0.0,145.7,0.0,182.8,0.0,145.7,0.0,0.0,38.1,0.0,1.0,0.0,1.149,25.036,0.0,0.0,0.0,6.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-02-12,24,Other high contact ,2355931.0,2355718.5,0.0,167.2,0.0,211.5,0.0,167.2,0.0,0.0,45.2,0.0,1.0,0.0,1.149,28.672,0.0,0.0,0.0,7.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-02-13,25,Other high contact ,2355931.0,2355685.7,0.0,191.9,0.0,244.3,0.0,191.9,0.0,0.0,53.4,0.0,1.0,0.0,1.149,32.813,0.0,0.0,0.0,8.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-02-14,26,Other high contact ,2355931.0,2355648.2,0.0,220.1,0.0,281.8,0.0,220.1,0.0,0.0,62.7,0.0,1.0,0.0,1.149,37.528,0.0,0.0,0.0,9.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-02-15,27,Other high contact ,2355931.0,2355605.3,0.0,252.1,0.0,324.7,0.0,252.1,0.0,0.0,73.5,0.0,1.0,0.0,1.149,42.889,0.0,0.0,0.0,10.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-02-16,28,Other high contact ,2355931.0,2355556.2,0.0,288.7,0.0,373.8,0.0,288.7,0.0,0.0,86.0,0.0,1.0,0.0,1.149,49.043,0.0,0.0,0.0,12.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020-02-17,29,Other high contact ,2355931.0,2355500.1,0.0,330.5,0.0,429.9,0.0,330.5,0.0,0.0,100.3,0.0,1.0,0.0,1.149,56.1,0.0,0.0,0.0,14.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-02-18,30,Other high contact ,2355930.9,2355436.0,0.0,378.2,0.0,494.0,0.0,378.2,0.0,0.1,116.8,0.0,1.0,0.0,1.149,64.158,0.0,0.0,0.0,16.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-02-19,31,Other high contact ,2355930.9,2355362.7,0.0,432.7,0.0,567.3,0.0,432.7,0.0,0.1,135.6,0.0,1.0,0.0,1.149,73.325,0.0,0.0,0.0,18.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2020-02-20,32,Other high contact ,2355930.9,2355278.9,0.0,494.8,0.0,651.1,0.0,494.8,0.0,0.1,157.2,0.0,1.0,0.0,1.149,83.778,0.0,0.0,0.0,21.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2020-02-21,33,Other high contact ,2355930.9,2355183.2,0.0,565.7,0.0,746.8,0.0,565.7,0.0,0.1,182.0,0.0,1.0,0.0,1.149,95.722,0.0,0.0,0.0,24.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2020-02-22,34,Other high contact ,2355930.9,2355073.8,0.0,646.7,0.0,856.2,0.0,646.7,0.0,0.1,210.4,0.0,1.0,0.0,1.149,109.37,0.0,0.0,0.0,28.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2020-02-23,35,Other high contact ,2355930.8,2354948.8,0.0,739.1,0.0,981.2,0.0,739.1,0.0,0.2,242.9,0.0,1.0,0.0,1.149,124.945,0.0,0.0,0.0,32.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-02-24,36,Other high contact ,2355930.8,2354806.1,0.0,844.6,0.0,1123.9,0.0,844.6,0.0,0.2,280.0,0.0,1.0,0.0,1.149,142.71,0.0,0.0,0.0,37.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2020-02-25,37,Other high contact ,2355930.7,2354643.2,0.0,965.1,0.0,1286.8,0.0,965.1,0.0,0.3,322.5,0.0,1.0,0.0,1.149,162.982,0.0,0.0,0.0,42.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
38,2020-02-26,38,Other high contact ,2355930.7,2354457.0,0.0,1102.6,0.0,1473.0,0.0,1102.6,0.0,0.3,371.1,0.0,1.0,0.0,1.149,186.124,0.0,0.0,0.0,48.561,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
39,2020-02-27,39,Other high contact ,2355930.6,2354244.5,0.0,1259.5,0.0,1685.5,0.0,1259.5,0.0,0.4,426.6,0.0,1.0,0.0,1.149,212.541,0.0,0.0,0.0,55.549,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
40,2020-02-28,40,Other high contact ,2355930.6,2354001.8,0.0,1438.6,0.0,1928.2,0.0,1438.6,0.0,0.4,490.2,0.0,1.0,0.0,1.149,242.697,0.0,0.0,0.0,63.527,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
41,2020-02-29,41,Other high contact ,2355930.5,2353724.7,0.0,1643.0,0.0,2205.3,0.0,1643.0,0.0,0.5,562.8,0.0,1.0,0.0,1.149,277.122,0.0,0.0,0.0,72.604,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
42,2020-03-01,42,Other high contact ,2355930.4,2353408.3,0.0,1876.4,0.0,2521.7,0.0,1876.4,0.0,0.6,645.7,0.0,1.0,0.0,1.149,316.412,0.0,0.0,0.0,82.955,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
43,2020-03-02,43,Other high contact ,2355930.3,2353047.0,5.7,2142.8,0.0,2883.0,79.3,2141.6,5.7,0.7,740.5,0.0,1.0,79.3,1.149,361.242,5.7,1.2,5.7,94.781,0.0,0.0,0.1,1.2,4.4,74.1,0.1,0.237,0.999,0.0,0.001,0.0
44,2020-03-03,44,Other high contact ,2355930.1,2352634.6,11.5,2446.7,0.0,3295.4,158.6,2444.1,11.5,0.9,848.8,0.0,1.0,79.3,1.149,412.396,5.8,1.4,5.8,108.295,0.0,0.0,0.1,1.4,4.5,73.9,0.1,0.262,0.999,0.0,0.001,0.0
