dates,days,day1,population,susceptibles,isolated,isolatedinfected,infectednotisolated,infected,importedinfections,accumulatedinfected,tested_mit,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths,reff,positive rate,detection rate
2020-01-23,0,0,8654999.0,8654996.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.4662049065516934e-07,0.0,0.0,1.0,,0.0
2020-01-24,3,3,8654999.0,8654996.0,0.0,0.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-25,6,6,8654999.0,8654992.1,0.0,0.0,11.100000000000001,11.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-26,9,9,8654999.0,8654987.9,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-27,12,12,8654999.0,8654983.0,0.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.1865974796761963e-07,1.1554016355172311e-07,0.0,0.05134999999999999,,0.0
2020-01-28,15,15,8654999.0,8654976.6,0.0,0.0,26.4,26.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.7798963350544585e-07,3.928365560758586e-07,0.0,0.09113636363636364,,0.0
2020-01-29,18,18,8654999.0,8654968.8,0.0,0.0,34.2,34.2,0.0,7.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.372039788797202e-07,8.434431939275787e-07,0.0,0.11064327485380115,,0.0
2020-01-30,21,21,8654999.0,8654959.6,0.0,0.0,43.4,43.4,0.0,12.399999999999999,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.967649447446499e-07,1.4326980280413664e-06,0.0,0.11900921658986176,,0.0
2020-01-31,24,24,8654999.0,8654948.6,0.0,0.0,54.300000000000004,54.300000000000004,0.0,19.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,6.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.96996048179786e-07,2.2299251565482563e-06,0.0,0.12703499079189684,,0.0
2020-02-01,27,27,8654999.0,8654935.6,0.0,0.0,67.3,67.3,0.0,28.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,9.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0521087293019906e-06,3.2813406448689362e-06,0.0,0.13530460624071322,,0.0
