Row Labels,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cote d'Ivoire,Cambodia,Cameroon,Canada,Cabo Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Croatia,Cuba,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR China,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Burma,NA,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palestinian Territories,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Sao Tome and Principe,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,"Korea, South",South Sudan,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan*,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,US,Uruguay,Uzbekistan,Vanuatu,Holy See,Venezuela,Vietnam,Western Sahara,Yemen,Zambia,Zimbabwe,,Grand Total
21.04.20,0,242,0,0,0,0,2043,556,8138,6069,7017,0,3551,2974,35,0,7263,0,0,,195,95,398,0,0,273,0,0,0,0,0,0,10380,0,0,0,0,0,2423,0,0,0,0,0,1818,0,6494,4299,0,0,2,936,0,12726,0,0,1283,0,0,150,0,2600,229565,,0,0,726,344312,0,1322,32,0,0,0,0,0,0,0,13854,1995,637,61035,2424,12711,0,0,11422,52126,0,7002,0,8778,545,834,0,2098,0,1304,0,0,0,0,0,4401,1164,0,0,0,0,0,726,0,0,0,0,0,0,0,1714,0,276,0,0,349,0,0,3203,0,0,931,0,3377,0,7507,2200,0,0,377,7713,2539,10119,36048,2105,7941,109935,1449,0,0,0,466,3543,0,0,0,0,3988,0,12226,7979,0,0,0,0,0,0,0,0,0,3112,0,1377,0,0,1799,0,0,23,878,39429,1177,710,30000,24593,142045,0,0,0,0,0,16690,0,0,0,841,,1329632
22.04.20,0,252,0,0,0,0,2617,1037,12569,12776,5457,0,3938,3052,0,12399,8987,803,0,,188,390,738,0,0,243,0,0,0,0,0,0,10417,0,0,0,0,0,3259,0,0,0,897,1004,1860,0,8301,7922,0,0,1,1451,0,1023,0,0,1424,0,2214,99,0,6700,0,,0,0,677,0,0,1278,17,0,0,0,0,0,0,0,0,2650,625,0,1188,11277,0,0,11902,63101,0,10538,0,12480,633,172,0,1009,0,1364,0,0,0,0,0,6040,1125,0,0,5539,0,0,0,0,0,0,0,0,0,0,1785,0,251,0,0,248,0,0,5289,0,0,588,0,3439,0,6211,1000,0,0,414,14676,3902,14444,12815,3287,4805,149077,1038,0,0,0,482,3281,0,0,0,4420,1268,0,6837,6945,0,0,0,0,0,0,0,0,0,3392,0,1150,0,0,1840,0,0,45,696,37535,1019,1117,31000,23561,127604,0,0,0,0,0,0,0,0,0,0,,719094
23.04.20,0,240,0,0,0,0,2558,894,14218,4041,0,0,2235,3460,124,7588,9303,0,0,,421,185,809,0,0,281,0,0,0,0,0,0,43753,0,0,0,0,0,3072,0,0,0,0,1239,1967,0,8807,8156,0,0,0,0,0,1010,0,0,1544,0,0,105,0,2500,0,,0,0,806,0,0,2297,29,0,0,0,0,0,0,0,0,2688,193,37921,1286,12507,0,0,13861,66658,0,7770,0,14285,0,0,0,3534,0,1705,0,0,0,0,0,6798,804,0,0,3651,0,0,0,0,0,0,0,0,0,0,947,0,328,0,0,189,0,0,6480,0,0,539,0,3030,0,6529,1000,0,0,306,0,4495,11920,15784,3445,6979,150384,0,0,0,0,387,2688,0,0,0,4772,0,0,9796,6012,0,415330,0,0,0,0,0,0,0,4306,0,1023,0,0,1890,0,0,29,0,40962,1296,1409,29000,28535,329642,0,0,0,0,0,9186,0,0,0,0,,1393921
24.04.20,0,259,0,0,0,0,2868,692,15761,6854,6189,0,5334,3386,0,7457,9412,0,0,,101,0,826,0,0,340,0,0,0,0,0,0,23297,0,0,0,0,0,3457,0,0,0,566,1360,1891,0,7897,8708,0,0,0,0,0,1033,0,0,1100,0,0,83,0,3500,0,,0,0,903,0,0,2166,1,0,0,0,0,0,0,0,0,2861,685,41247,1916,0,0,0,11799,62447,0,4937,0,11013,0,518,0,0,0,2039,0,0,0,0,0,7401,891,0,0,4316,0,0,0,0,0,0,0,0,0,0,3101,0,0,0,0,207,0,0,6961,0,0,0,0,0,0,13598,800,0,0,0,0,4473,14482,15233,2431,8266,0,0,0,0,0,528,3563,0,0,0,3840,2476,0,8820,5549,0,0,0,0,0,0,0,0,0,5348,0,814,0,0,2604,0,0,26,0,38351,2864,1460,0,28761,390696,0,0,0,0,392346,0,0,0,0,0,,1225109
25.04.20,0,247,0,0,0,0,2752,790,0,8400,6069,0,5014,3637,0,9000,7412,0,0,,168,0,898,0,0,0,0,0,0,0,0,0,26160,0,0,0,0,0,3121,0,0,0,115,700,1857,0,7083,11409,0,0,0,0,0,1005,0,0,1050,0,1019,0,0,3300,0,,0,0,805,0,0,1680,20,83,0,0,0,0,0,0,0,2550,381,38168,1978,20568,0,0,20700,65387,0,6499,0,15997,0,292,0,0,0,2663,0,0,0,0,0,7956,732,0,0,5248,0,0,0,0,0,12764,0,0,0,0,1510,0,0,0,0,259,0,0,6777,0,0,857,0,0,0,0,0,4167,0,0,0,4663,13793,14754,3817,5043,0,0,0,0,0,703,5051,0,0,26978,4828,1634,0,8614,5641,0,0,0,0,0,0,0,0,0,4700,0,619,0,0,1304,0,0,21,0,38308,1408,1451,233231,29058,300833,0,0,0,0,0,22889,0,0,0,1908,,1050496
26.04.20,0,264,0,0,0,0,2499,589,0,6542,0,0,3731,3476,441,0,4638,0,0,,148,0,1011,0,0,211,0,0,0,0,0,0,22105,0,0,0,0,0,3068,0,0,0,124,709,0,0,4411,10177,0,0,0,0,0,1263,0,0,602,0,957,130,0,2500,0,,0,0,568,0,0,1521,0,0,0,0,0,0,0,0,0,2704,25,45352,4433,0,0,0,8393,49916,1746,12166,0,15796,0,0,0,0,0,1928,0,0,0,0,0,5540,489,0,0,4521,0,0,0,0,0,0,0,0,0,0,1956,0,0,0,0,265,38395,0,5966,0,0,508,0,9191,0,6218,0,-4167,0,0,0,4138,11639,0,2584,9873,0,0,0,0,0,579,4365,0,0,0,4839,831,0,7639,3124,0,0,0,0,0,0,0,0,24560,4350,0,497,0,0,1544,0,0,13,0,21177,0,0,35000,50060,408860,3767,0,0,0,0,823,0,0,0,328,,883616
27.04.20,0,212,0,0,0,0,1995,616,0,4906,8328,0,3687,3812,0,14800,6141,0,0,,38,0,385,0,0,168,0,0,0,0,0,0,25788,0,0,0,0,0,6053,0,0,0,0,1195,5517,0,3358,8895,0,0,0,0,0,0,0,0,470,0,0,0,0,2100,0,,0,0,703,0,0,1486,16,0,0,0,0,0,0,0,9349,2120,688,40510,2435,0,0,41470,10881,32003,0,5576,0,9262,0,0,0,0,0,1510,0,0,0,0,0,2287,99,0,0,7407,0,0,1200,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,0,2939,0,0,578,0,1635,0,6391,0,0,0,0,0,4832,7226,29643,3420,7316,0,0,0,0,0,677,3614,0,0,0,3171,826,0,9827,3375,0,0,0,0,0,0,0,0,0,3250,0,728,0,0,2248,0,0,18,0,29143,1989,0,29984,43477,202233,442,0,0,0,0,0,0,0,0,0,,668303
28.04.20,0,267,0,0,0,0,1700,749,0,7041,3833,0,3909,4332,0,7228,0,0,0,,36,0,548,0,0,114,0,0,0,0,0,0,23408,0,0,0,0,0,3700,0,0,0,148,760,1836,0,7781,11036,0,0,0,0,0,0,0,0,1121,0,1080,142,0,3400,0,,0,0,837,474383,0,0,0,0,0,0,0,0,0,0,0,1547,508,0,3135,0,0,0,10476,57272,0,4149,0,10716,0,0,0,0,0,2380,0,0,0,0,0,5034,639,0,0,7901,0,0,0,0,0,14671,0,0,0,0,1996,0,0,0,0,876,0,0,2146,0,0,824,0,6635,0,6467,2717,0,0,0,97212,4887,12885,0,2898,6475,751717,0,0,0,0,873,5446,0,0,0,1767,1360,0,7027,6854,0,0,0,0,0,0,0,0,0,3600,0,684,0,0,2436,0,0,64,2616,29230,0,0,25000,138518,435454,635,0,0,0,0,778,0,0,0,0,,2237894
29.04.20,0,270,0,0,0,0,2458,893,0,8176,4739,0,5199,4968,0,7958,0,0,0,,99,0,710,0,0,165,0,0,0,0,0,0,17553,0,0,0,63728,0,4186,0,0,0,0,899,0,0,8730,13216,0,0,0,0,0,0,0,0,1661,0,766,121,0,4000,0,,0,0,1180,0,0,6036,14,1231,0,0,0,0,0,0,0,3128,840,104945,5240,22254,0,0,11104,63827,0,0,0,17839,0,0,0,0,0,3250,0,0,0,0,0,6392,2017,0,0,7404,0,0,0,0,0,4907,0,0,0,0,1680,0,1944,0,0,717,0,0,2637,0,0,861,0,0,0,8688,983,0,0,2293,0,5626,13783,19396,2808,16684,194591,0,0,0,0,800,5579,0,0,0,5472,1370,0,0,5683,0,0,0,0,0,0,0,0,0,4000,0,476,0,0,4096,0,0,76,0,43498,4957,80575,26195,121919,0,0,0,0,0,0,47261,0,0,0,1247,,1037998
30.04.20,5554,225,0,0,0,0,2627,936,81221,8645,5700,0,2789,4965,0,7639,0,0,0,,81,0,1135,0,0,152,1156,82,0,0,0,0,29871,0,0,0,7898,0,0,0,0,0,511,1745,2003,0,7103,13103,0,0,0,34214,0,0,0,0,1556,0,1408,112,0,4100,0,,0,0,1239,0,0,3040,13,0,0,0,0,0,0,0,0,2651,722,59437,4567,21057,0,0,7921,68456,0,19151,0,15412,5851,0,0,0,0,3075,0,0,0,0,0,7354,885,0,0,0,0,0,0,0,0,5460,0,0,0,0,1911,0,0,0,0,487,0,0,5867,0,0,2070,4566,0,40400,8249,0,0,0,563,50640,5353,13500,16220,3085,8381,0,0,0,0,0,1161,6703,0,0,0,4584,1382,0,22033,5684,0,0,0,0,0,0,0,0,0,5700,0,496,0,0,4353,0,0,11,0,42004,2004,7315,0,106083,0,0,0,0,0,0,0,0,0,0,672,,824299
01.05.20,0,0,0,0,0,0,2845,1052,25227,7680,3551,0,4388,5573,0,9637,34990,0,0,,56,0,385,0,0,137,0,0,0,0,0,0,18166,0,0,0,8916,0,9572,0,0,0,289,696,2062,0,7546,13411,0,0,0,2896,0,6806,0,0,1026,0,0,118,0,3700,0,,0,0,1288,0,0,2081,0,0,0,0,0,0,0,0,0,3380,867,72453,4187,21637,0,0,12040,74208,0,0,0,19007,0,0,0,0,0,3234,0,0,0,0,0,7213,2252,0,0,14581,0,0,0,0,0,3816,0,0,0,0,2165,0,563,0,0,0,0,0,5328,0,0,829,0,0,0,7971,1694,0,0,0,24246,4352,16601,14190,3226,8314,0,0,0,0,0,901,5906,0,0,0,5150,771,0,0,3188,0,0,0,0,0,0,0,0,0,5300,0,373,0,0,4164,0,0,89,2049,41431,2085,6686,26000,0,91016,2414,0,0,0,0,0,0,0,0,977,,700948
02.05.20,0,416,0,0,0,0,2336,965,22715,5540,5967,0,5272,5827,0,0,0,0,0,,447,2115,580,0,0,207,0,0,0,0,0,0,55631,0,0,0,9967,0,4293,0,0,0,103,640,2097,0,4192,15336,0,0,0,1979,0,1469,0,0,697,0,4856,940,0,4200,0,,0,0,1131,0,0,956,0,0,0,0,0,0,0,0,0,3220,404,73709,3330,9518,0,16323,6738,55412,0,0,0,14328,0,0,0,7012,0,1981,0,0,0,0,0,5502,2565,0,0,15429,0,0,8288,0,0,2603,0,0,0,0,2361,0,179,0,0,0,0,0,5691,0,0,978,0,0,0,11728,580,0,0,0,13106,5743,11385,16875,4002,6852,601692,0,0,0,0,1190,5086,0,0,0,3698,535,0,23156,4493,0,0,0,0,0,0,0,0,0,4500,0,381,0,0,2210,0,0,66,529,36318,2454,4207,36266,76498,229612,610,0,0,0,0,0,0,0,0,0,,1500217
03.05.20,1623,197,0,0,0,0,1947,1035,21524,4736,5335,0,3676,5368,0,17977,9861,0,2726,,213,0,412,0,0,338,0,1046,371,8292,0,9254,31410,593,1955,0,6818,0,5652,0,1651,2135,0,527,2039,0,3852,11887,13856,416,0,4730,35000,1635,3805,0,742,1187,2473,45,0,500,0,,1687,283,867,0,98886,0,28,0,0,6207,288,0,0,0,0,2459,71,70087,3144,11732,0,0,8657,44935,2371,0,0,13274,2834,0,0,0,0,1144,0,7,659,0,0,3408,658,3611,898,11620,0,1449,0,950,19039,2048,0,0,0,0,2745,2318,243,0,680,1409,28814,0,4634,0,0,970,0,9699,0,9166,737,0,0,0,0,4886,9935,0,2707,4968,203243,19835,192,0,0,810,5274,249,1935,0,1450,616,390,15061,3411,0,0,0,0,0,137,902,0,28802,4220,0,342,0,652,2523,0,7425,69,0,24001,2484,6971,26000,85186,264537,775,0,0,0,0,0,4,0,5732,0,,1339279
04.05.20,0,140,0,0,0,0,2107,765,17107,4716,0,0,6556,6207,0,0,0,0,0,,219,0,322,0,0,214,0,0,0,0,0,0,3954,1414,0,0,7913,0,4199,0,47,0,219,956,1997,0,3870,10992,0,0,0,1512,0,3434,0,0,578,0,1758,0,0,1200,0,,0,0,1265,208718,0,2744,18,0,0,0,0,0,0,0,0,3547,868,60783,3049,12015,0,0,8310,37631,0,0,0,10725,1895,2359,0,0,0,1219,0,0,0,0,0,2351,221,161,9,9765,0,0,594,85,0,4202,0,0,0,0,3190,129,322,0,0,227,0,0,2473,0,0,0,0,0,0,9486,0,15418,0,1652,29888,6022,7856,0,2360,3560,157114,1047,21,0,0,807,4550,0,0,0,1584,1338,0,11794,2948,0,0,0,0,0,0,0,0,0,2530,0,522,0,0,3500,0,0,105,351,35771,2930,4869,18698,92251,306875,866,0,0,0,0,0,0,0,1771,0,,1189755
05.05.20,0,270,0,0,0,0,1798,904,14542,6812,6549,0,4998,5081,886,7130,0,0,0,,35,0,460,0,0,134,22730,0,0,0,0,0,21924,0,0,0,7964,0,4228,0,0,121,0,933,0,0,7545,12947,522,0,0,1221,0,1598,0,0,1639,0,1047,91,0,2800,0,2697,0,0,1791,0,15964,2799,5,375,0,0,0,0,0,0,0,0,318,84713,2863,11255,0,45384,8953,55263,0,0,0,13550,1077,0,0,19523,0,686,0,0,0,0,0,5077,960,0,54,7622,0,0,1218,11,0,5623,0,0,0,0,4268,112,12,0,0,203,0,0,3232,0,0,976,0,7372,0,9893,0,1,0,807,21087,6902,10466,0,2967,6774,173374,746,0,0,0,702,4817,0,0,0,2060,1449,0,0,6316,0,0,0,0,0,0,0,0,0,3653,0,631,0,0,3859,0,471,43,447,33283,2246,5167,28000,64168,161956,1006,0,0,0,0,0,0,0,1596,2356,,998108
06.05.20,0,255,0,0,0,0,2597,1083,23900,6371,5309,0,3781,6924,0,0,0,0,2917,,358,0,674,5951,0,144,1465,1064,0,2986,0,1014,23158,61,1742,0,10013,0,4076,0,0,910,597,1080,0,0,9426,12942,0,0,0,0,0,0,0,0,1532,880,1382,84,0,1900,0,0,0,148,1705,0,0,3302,38,0,0,1162,2319,0,0,0,0,3178,620,84835,4052,11732,0,0,7832,64263,0,12174,0,16069,0,544,0,0,0,2477,0,30,758,0,0,7387,1234,89,0,8930,0,1225,1392,0,642,5330,0,0,0,0,3388,289,943,0,418,246,0,0,4772,0,0,1696,0,2289,0,10178,0,927,0,584,22879,5467,16198,43398,3201,11703,0,896,35,0,0,1182,6196,79,388,0,4742,1055,0,10523,2858,0,0,0,0,0,0,845,0,0,3962,0,457,0,0,3693,0,939,59,312,30303,2633,4524,25573,86523,259150,845,0,0,0,101605,0,0,0,296,0,,1058292
07.05.20,2742,275,0,0,0,0,2883,1088,33893,5640,6120,0,6152,5867,0,18097,0,0,0,,119,0,635,0,602757,184,0,0,0,0,0,0,59356,0,0,0,12118,0,4006,0,0,374,0,885,0,0,8302,13800,160,0,0,1826,0,1783,0,0,1575,0,1843,76,0,3900,0,0,0,0,1804,0,6441,2991,30,0,0,0,0,0,0,0,0,5301,462,80632,3741,13517,0,0,8876,70359,0,20639,0,17363,632,0,0,0,0,2442,0,0,0,0,0,7595,1350,46,112,8869,0,0,1029,83,0,6217,0,0,0,0,3534,174,247,0,0,412,0,0,7323,0,0,2627,0,0,0,12196,0,1531,0,599,18562,5656,15526,15691,3532,9068,169461,1323,35,0,0,521,5521,0,84,0,5161,1049,0,11315,6293,0,279651,0,0,0,0,0,0,0,5735,0,414,0,0,3471,0,0,39,390,30395,3509,7286,33000,97028,215443,1042,0,0,0,0,0,0,0,1317,0,,2033148
08.05.20,0,238,0,0,0,0,2703,1188,34701,6175,5620,0,6202,5941,0,10680,0,0,0,,0,0,592,0,0,362,0,0,0,0,0,0,3336,0,849,0,11735,0,4241,0,314,0,1362,1440,8018,0,7171,14008,319,0,0,0,0,1895,0,0,1237,0,1946,86,0,4400,0,0,0,395,1947,0,0,4248,0,0,0,0,0,0,0,0,0,5022,515,80375,6644,14107,0,0,8163,63775,0,9483,0,17283,922,0,0,0,0,1947,0,0,0,0,0,8103,1374,61,79,8609,0,0,1127,0,0,6235,0,0,0,0,2100,147,458,0,161,984,0,0,7812,0,0,1180,0,0,0,12469,0,1079,0,0,25170,5710,17512,15793,3963,10667,184276,1519,0,0,0,3111,5810,0,0,0,4694,1176,0,12774,5475,0,0,0,0,0,0,0,0,0,5575,0,401,0,0,3853,0,822,76,412,33687,3091,7586,41000,96882,345742,1140,348850,0,0,0,0,0,0,683,0,,1591013
09.05.20,0,224,0,0,0,0,2828,1192,38206,7621,7420,0,7634,5465,0,11625,0,0,0,,76,0,822,0,0,182,0,0,0,0,0,0,62377,0,0,0,0,0,4387,0,0,0,0,840,1949,0,4657,10496,0,0,0,439,0,1773,0,0,953,0,2383,0,0,2600,0,0,0,0,1959,0,0,3093,54,0,0,0,0,0,0,0,0,4200,935,85425,5338,0,0,0,3882,69171,0,2763,0,13978,0,0,0,0,0,2555,0,0,0,0,0,8141,1206,0,0,0,0,0,0,0,0,4702,0,0,0,0,4467,0,147,0,0,817,0,0,7204,0,0,936,0,0,0,12778,0,1272,0,0,21060,7409,17180,15942,4096,10776,460995,1353,0,0,0,848,5728,0,0,0,3910,625,0,0,5167,0,0,0,0,0,0,0,0,0,4548,0,272,0,0,3351,0,0,42,0,35605,6056,7952,33153,92837,604117,623,0,0,0,0,0,0,0,0,0,,1754817
10.05.20,2266,0,0,0,0,0,2289,1193,32416,4818,4461,0,5676,5738,0,11772,0,0,0,,87,0,619,0,0,416,0,0,0,0,0,0,-39015,0,0,0,0,0,5173,0,0,0,1360,668,0,0,3844,8850,0,0,0,630,0,2011,0,0,652,0,0,47,0,2400,0,0,0,0,1263,0,0,1493,19,0,0,0,0,0,0,0,0,4999,18,85824,4753,27800,0,0,4939,51678,0,14791,0,13307,0,0,0,0,0,1021,0,0,0,0,0,3581,787,0,0,17309,0,0,0,0,0,0,0,0,0,0,2865,0,390,0,0,0,28854,0,7287,0,0,1127,0,0,0,13492,0,1284,0,0,10680,9036,16218,0,3215,8693,188300,0,0,0,0,1356,6059,0,0,124480,1488,537,0,0,3856,0,0,0,0,0,0,0,0,29129,3372,0,267,0,0,3409,0,0,36,0,36187,1839,9296,29000,100490,277894,563,0,0,0,0,0,0,0,0,0,,1212652
11.05.20,0,821,0,0,0,0,2140,971,27247,2976,4134,0,5145,7208,459,10517,69921,0,0,,167,0,360,0,6760806,139,0,0,0,0,0,0,4109,0,293,0,38096,0,6484,0,184,0,0,1185,3673,0,3916,8726,0,0,0,0,0,0,0,0,592,0,3935,0,0,1800,0,0,0,222,965,0,19299,486,0,0,0,0,0,0,0,0,0,3908,578,64651,2906,14625,0,44047,8291,40740,0,0,0,10302,5310,0,0,0,0,555,0,0,0,0,0,2652,165,0,0,9111,0,0,2904,0,0,2808,0,0,0,0,3056,735,600,0,0,2633,0,0,3865,0,0,1340,0,13293,0,11377,0,1008,0,3059,7939,8860,14312,0,3275,5470,168641,2238,0,0,0,69,5012,0,0,0,786,1182,0,49183,4606,0,0,0,0,0,0,0,0,0,3218,0,358,0,0,3454,0,720,5,6851,32722,0,5149,26763,85376,0,673,0,0,0,0,0,0,0,1032,0,,7679389
12.05.20,0,243,0,0,0,0,2389,0,22808,9830,4737,0,6954,6773,0,10385,8374,401,5930,,341,0,656,0,0,36,6945,140,0,0,0,0,88864,0,882,0,9283,0,7537,0,138,401,129,1409,1975,0,7729,7700,1236,0,0,936,0,3836,0,0,1011,0,2424,104,0,3200,0,0,1178,0,1609,392001,0,6691,32,631,0,0,0,0,0,0,28503,2554,284,85891,3370,14153,0,0,7528,67003,1832,5408,0,13298,978,0,0,0,0,1900,0,0,0,0,0,5821,979,1702,185,0,0,163,1259,167,0,11248,0,0,0,0,1699,442,0,0,321,0,0,0,8854,0,0,990,2805,3635,0,10957,9055,1006,0,0,19300,8754,16562,36195,4250,6964,177154,380,0,0,0,1099,5700,0,468,0,2063,1147,0,0,12398,0,0,0,0,0,0,0,0,0,4039,0,349,0,0,0,0,184,46,448,37351,2854,5755,32000,87063,394711,803,0,0,0,0,0,0,0,0,851,,1780756
13.05.20,0,246,0,0,0,0,2927,2205,31098,6938,6264,0,1770,7900,0,11935,10055,0,1107,,92,0,655,0,0,277,0,123,158,0,0,0,23939,0,0,0,10410,0,6805,0,0,0,171,1257,1972,75169,12816,11452,0,0,0,0,0,1905,0,0,1127,0,0,84,0,6700,0,0,2033,25,1511,0,0,5988,0,0,0,0,0,0,0,0,0,3781,551,94671,3844,14057,0,0,7130,61973,0,6804,0,17484,0,0,0,0,0,2199,0,0,0,0,0,7878,1293,0,0,0,0,116,1143,0,0,0,0,0,0,0,3529,0,239,0,0,2398,0,0,0,0,0,1249,498,3781,0,11848,0,0,0,762,21133,9240,20344,12317,3833,8621,205544,574,0,0,0,920,5299,0,0,0,4326,984,0,28361,15030,0,0,0,0,0,0,0,0,0,5232,0,228,0,0,7430,0,480,55,614,33332,1711,4940,0,0,255695,709,0,0,0,0,0,0,0,0,371,,1141665
14.05.20,3077,0,0,0,0,0,3199,1250,34455,8354,5745,1700,7672,7212,472,11776,0,57,1348,,677,0,613,0,942920,173,0,0,0,0,0,0,27304,0,0,0,11667,0,6061,0,0,0,570,1603,0,1946,7760,12274,0,0,0,0,0,2082,0,0,1028,0,0,0,0,3800,90779,0,653,0,1953,0,0,4191,53,0,0,0,0,0,0,0,0,0,593,92791,4241,14238,0,0,8303,71876,0,11710,0,0,0,0,0,0,0,2029,0,0,0,0,0,7989,1040,0,0,31294,0,0,0,0,0,13728,0,0,0,0,3714,0,0,0,0,1324,0,0,6568,0,0,1045,349,0,0,13051,0,0,0,0,33990,11254,26235,33082,4811,8413,225846,0,0,0,0,0,6194,0,0,0,4876,1023,0,0,15564,0,294200,0,0,0,0,0,0,0,6079,0,0,0,0,211,0,0,0,0,34821,0,10248,0,0,336901,1000,0,0,0,0,0,0,0,0,0,,2545055
15.05.20,0,410,0,0,0,0,3220,1460,40336,6745,6072,47,15242,8582,171,13549,170078,0,0,,379,0,1014,2429,0,182,4606,0,0,0,0,0,30716,0,0,0,16095,0,5251,0,309,310,348,1228,0,1659,6991,10903,554,0,0,3700,0,2229,0,0,967,0,9937,72,0,3598,0,519,434,16,1678,0,13484,3782,59,501,0,2935,0,0,0,0,0,8737,523,92911,4247,14832,0,0,5678,68176,0,0,0,43741,5102,0,0,0,0,2156,0,560,0,0,0,7994,1260,0,359,0,0,559,1705,18,3814,7759,0,0,0,0,3694,754,934,0,0,0,0,0,7174,0,0,1240,460,3695,0,13700,817,3235,0,0,18091,11153,21919,807,4235,8384,242392,1761,0,0,0,0,5873,0,177,0,3992,1151,0,33321,15263,0,0,0,0,0,0,0,0,0,6111,0,653,0,0,3135,0,755,152,2643,38565,4388,9119,38000,125072,366944,1016,0,0,0,0,0,0,0,0,830,,1664533
16.05.20,0,306,6500,0,5905,0,3469,1529,31836,6042,5642,47,7761,6782,132,13352,14926,57,0,,349,0,711,0,0,187,1161,0,0,0,0,0,61990,278,2321,1187,8813,0,6062,84,0,0,267,857,6705,1794,7144,10593,231,0,0,894,0,2270,0,0,743,0,0,127,0,3310,0,0,433,131,1514,0,3938,6268,50,0,0,0,0,0,0,0,0,4192,133,94325,3666,14075,0,0,1521,69179,0,9544,0,21980,0,0,0,0,0,1946,0,0,0,3483,0,7793,259,0,0,0,0,0,1727,190,0,5406,0,0,0,0,3388,242,639,0,470,0,0,0,7150,0,3507,0,0,0,0,14814,493,0,0,0,25099,10366,25118,0,4531,9133,259748,1058,0,0,0,3010,6076,0,0,0,4084,511,0,0,13898,3356,0,0,0,0,0,0,0,0,5090,0,218,0,0,3640,0,244,0,1339,42240,2558,9024,35735,270282,378410,811,0,0,0,0,0,0,0,0,0,,1620399
17.05.20,2860,260,0,0,100,0,2858,1225,26474,5116,6072,23,8255,0,141,15458,15466,0,0,,41,0,728,0,0,329,1094,0,0,0,0,0,31193,101,1507,0,13171,0,7002,61,0,242,746,1452,2083,1564,4337,76131,228,17,0,3527,0,2282,0,0,680,0,4044,0,0,2932,0,0,395,0,638,0,1454,2242,0,0,0,0,0,0,0,10775,0,3708,7,93365,4753,14256,0,0,4344,60101,0,2020,0,22224,0,0,0,0,0,1028,0,0,0,215,0,4686,1907,154,66,0,0,0,1385,0,0,3197,0,0,0,0,0,374,365,0,0,0,32600,0,4211,0,0,0,0,0,0,14146,467,2206,0,0,0,9574,18855,18005,4866,6673,230926,2041,0,0,582905,0,6526,0,0,0,2476,479,0,0,7008,0,0,0,0,0,0,0,0,32625,3995,0,189,0,0,4818,0,470,105,1916,35365,2044,7163,40000,193153,356994,825,0,0,0,0,0,0,0,0,1085,,2098170
18.05.20,0,0,0,0,0,0,2609,1620,19908,3364,3833,9,4304,18082,80,13804,0,0,0,,261,0,1276,450,0,193,0,0,104,0,0,0,23292,0,0,138,17515,0,6303,0,0,0,0,943,1951,2248,3329,7403,426,0,0,1703,0,2189,0,0,669,0,4225,26,0,2860,0,280,0,0,1166,0,0,3159,0,0,0,0,0,0,0,0,0,2106,305,75150,2556,14705,0,36818,0,36406,0,35881,0,13268,4694,0,0,0,0,718,0,0,0,0,0,0,107,0,41,0,0,0,1061,366,0,4839,0,0,0,0,4953,276,562,0,0,0,0,0,2570,0,0,1028,0,0,0,13925,0,1244,0,3512,20131,5971,15797,34431,4125,3214,205302,1135,0,0,15549,0,4113,0,0,0,971,0,0,0,5558,0,0,0,391,0,0,0,0,0,2401,0,262,0,0,4016,0,103,12,781,25141,1324,5098,37844,0,422024,523,0,0,0,0,0,0,0,4227,0,,1227257
