,dates,days,day1,population,susceptibles,isolated,isolatedinfected,infectednotisolated,infected,importedinfections,accumulatedinfected,tested_mit,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,reff,positive rate,detection rate,actualdeaths,actualcases,actualtests_mit
181,2020-05-22,543,543,65245462.4,62063422.900000006,15743.699999999999,125.39999999999999,82745.0,85561.1,0.0,3207876.0999999996,1205125.7,43837.100000000006,28536.6,3096493.5,0.0,2.9,36582.9,15.0,3745.853,1848.9,273.0,616.3,7827.778,0.0,0.0,120.8,218.5,363.6,35989.5,11.5,0.37536505755024907,0.9996805644287658,5.7411701323155925e-05,0.04872889827201224,0.4377986024022599,0.05054000639643112,0.49358584012773593,28366.0,184171.7857142857,36582.96428571428
182,2020-05-23,546,546,65245347.2,62059841.4,15518.4,121.19999999999999,78861.7,81583.7,0.0,3211442.7,1241708.7,44441.4,28651.8,3103937.2,0.0,2.9,36582.9,15.0,3566.578,1813.1,260.1,604.3,7443.762000000001,0.0,0.0,115.2,207.7,363.70000000000005,36000.6,11.0,0.3634931746587329,0.9996945428695199,5.4664097181783403e-05,0.04878188310108342,0.437167963698631,0.04956140710550557,0.5083584320881248,28452.0,184701.17857142858,36582.96428571428
183,2020-05-24,549,549,65245237.0,62056430.2,15305.7,117.30000000000001,75170.90000000001,77803.3,0.0,3214838.9000000004,1278291.6,45034.399999999994,28762.0,3111018.6,0.0,2.9,36582.9,15.0,3396.236,1779.0,247.60000000000002,593.0,7081.493,0.0,0.0,110.19999999999999,197.29999999999998,363.79999999999995,36011.4,10.4,0.3516307253608983,0.999711285943512,5.2053393568023973e-05,0.048832329323901455,0.4365156747850027,0.048629277613311137,0.5238151883438018,28372.0,185232.10714285713,36582.96428571428
184,2020-05-25,552,552,65245131.4,62053180.099999994,15066.599999999999,113.10000000000001,71666.70000000001,74207.40000000001,0.0,3218073.9000000004,1314874.6,45616.5,28867.6,3117759.0,0.0,2.9,36582.9,15.0,3235.027,1746.0,235.60000000000002,582.0,6740.277,0.0,0.0,105.6,188.0,363.9,36021.2,9.8,0.3406414205472006,0.9997280119896754,4.958265744254444e-05,0.04888037209164085,0.4359439894134547,0.04772721681441329,0.5397172882946571,28461.0,185766.32142857142,36582.96428571428
185,2020-05-26,555,555,65245030.6,62050082.6,14838.6,109.19999999999999,68336.4,70789.5,0.0,3221156.4,1351457.6,46187.8,28968.4,3124173.5,0.0,2.9,36582.9,15.0,3082.399,1714.1,224.0,571.4,6414.516,0.0,0.0,100.7,179.1,363.9,36030.6,9.4,0.3298342541436464,0.999739178690344,4.724342944824981e-05,0.04892614764135002,0.4354316671257743,0.04685522470881204,0.5560928354830118,28598.0,186299.10714285713,36582.96428571428
186,2020-05-27,558,558,65244934.7,62047130.2,14620.400000000001,105.60000000000001,65168.600000000006,67537.9,0.0,3224093.8,1388040.5,46748.9,29064.3,3130281.5,0.0,2.9,36582.9,15.0,2937.4539999999997,1683.5,212.89999999999998,561.2,6108.081,0.0,0.0,96.0,170.4,364.09999999999997,36039.5,9.0,0.31880261927034614,0.9997503363524141,4.50219471213602e-05,0.048969770828815005,0.4349341628922427,0.04601876833165222,0.5731153577213465,28599.0,186824.75,36582.96428571428
187,2020-05-28,561,561,65244843.3,62044315.5,14413.8,102.0,62161.7,64451.09999999999,0.0,3226893.5,1424623.5,47300.9,29155.7,3136091.6999999997,0.0,2.9,36582.9,15.0,2799.701,1655.5,202.70000000000002,551.8000000000001,5810.085,0.0,0.0,91.3,162.3,364.2,36047.9,8.5,0.30826210826210826,0.9997642582176812,4.291068624575883e-05,0.0490113492233646,0.43439149991233666,0.04525338341137526,0.5913131437964269,28666.0,187354.10714285713,36582.96428571428
188,2020-05-29,564,564,65244756.5,62041631.599999994,14217.900000000001,98.69999999999999,59305.5,61519.0,0.0,3229562.4,1457964.4,47843.8,29242.5,3141620.9,0.0,2.9,33340.8,15.0,2668.9300000000003,1628.8,193.10000000000002,542.9,5529.288,0.0,0.0,86.8,141.0,332.0,32860.5,7.4,0.29809725158562367,0.999774856318779,4.0906429009356486e-05,0.049050990020937546,0.43383832637071473,0.04885305691525098,0.610282023132866,28717.0,187873.5357142857,33340.857142857145
189,2020-05-30,567,567,65244674.0,62039071.900000006,14043.099999999999,95.4,56588.0,58731.5,0.0,3232107.1,1493813.8,48378.299999999996,29325.0,3146885.5,0.0,2.9,35849.5,15.0,2544.66,1603.5,183.8,534.5,5264.588,0.0,0.0,82.5,144.4,357.0,35340.5,7.5,0.28799361786996414,0.9997878239221455,3.900180419324342e-05,0.04908878999073549,0.4332700509947813,0.04472865730344914,0.6301431232463276,28774.0,188403.2857142857,35849.46428571428
190,2020-05-31,570,570,65244595.6,62036630.5,13877.699999999999,92.4,54006.9,56083.700000000004,0.0,3234533.5,1529663.2999999998,48904.799999999996,29403.4,3151896.4,0.0,2.9,35849.5,15.0,2426.4700000000003,1579.4,175.10000000000002,526.5,5010.846,0.0,0.0,78.4,137.5,357.0,35347.600000000006,7.200000000000001,0.2780586450960566,0.9997963501419893,3.719036002424085e-05,0.04912483663244592,0.43265155472980565,0.04405640246028536,0.6509044002192486,28805.0,188935.9642857143,35849.46428571428
191,2020-06-01,573,573,65244521.1,62034301.2,13584.7,89.1,51573.0,53572.0,0.0,3236847.8,1565512.7000000002,49377.700000000004,29477.9,3156662.8,0.0,2.9,35849.5,15.0,2314.288,1418.5,152.1,472.9,4766.476,0.0,0.0,74.4,131.3,357.2,35354.2,6.9,0.26878198567041967,0.9998048703236041,3.5470993747550094e-05,0.04915922204538949,0.4319958187112671,0.03956819481443256,0.6129314934009942,28837.0,189477.57142857142,35849.46428571428
192,2020-06-02,576,576,65244450.300000004,62032078.4,13409.099999999999,86.1,49257.3,51193.8,0.0,3239055.6999999997,1601362.2000000002,49879.0,29548.7,3161193.2,0.0,2.9,35849.5,15.0,2207.736,1504.1,155.8,501.29999999999995,4530.331,0.0,0.0,70.8,125.1,357.2,35360.6,6.6,0.2593821273066556,0.999813386414531,3.383791249445165e-05,0.049192030666859635,0.43125065925951966,0.04195595475529645,0.6812861682737429,28943.0,190008.17857142858,35849.46428571428
193,2020-06-03,579,579,65244383.10000001,62029957.099999994,13243.099999999999,83.69999999999999,47067.1,48944.4,0.0,3241162.0,1610320.4,50373.7,29615.9,3165496.7,0.0,2.9,8958.2,15.0,2106.37,1484.0,148.4,494.7,4303.51,0.0,0.0,67.2,29.799999999999997,89.2,8837.599999999999,1.6,0.2504201680672269,0.9998189881437234,3.228431168966022e-05,0.049223334598438404,0.43035975515074243,0.1656582795650912,0.7045295935661826,29024.0,190544.57142857142,8958.17857142857
194,2020-06-04,582,582,65244319.4,62027932.0,13085.900000000001,81.0,44987.6,46809.0,0.0,3243172.0999999996,1619278.5999999999,50862.0,29679.6,3169593.4000000004,0.0,2.9,8958.2,15.0,2010.094,1464.8999999999999,141.4,488.29999999999995,4096.72,0.0,0.0,63.900000000000006,28.4,89.2,8839.0,1.5,0.24149659863945577,0.9998303263390079,3.080872049069149e-05,0.049253215138910615,0.429424683287402,0.1635261548078855,0.7287718882798515,29069.0,191081.17857142858,8958.17857142857
195,2020-06-05,585,585,65244258.7,62025997.7,12937.2,78.6,43014.8,44782.9,0.0,3245091.4,1626537.9,51344.3,29740.3,3173493.0999999996,0.0,2.9,7259.4,15.0,1919.324,1446.8,134.8,482.3,3899.648,0.0,0.0,60.7,22.0,72.4,7163.9,1.2000000000000002,0.2330508474576271,0.999832521527962,2.9417515628850266e-05,0.049281747759362615,0.42858412474404295,0.1993002176488415,0.753807069572412,29114.0,191629.17857142858,7259.392857142857
196,2020-06-06,588,588,65244200.9,62024149.7,11723.6,72.30000000000001,41239.4,42860.7,0.0,3246924.2,1632236.5,51463.399999999994,29798.1,3177205.6,0.0,2.9,5698.6,15.0,1832.963,357.1,32.2,119.1,3712.469,0.0,0.0,57.8,16.4,56.900000000000006,5624.5,0.8999999999999999,0.22373806275579802,0.9998400113769688,2.8093883819795545e-05,0.049308996901209656,0.42765587122935467,0.06266451409118029,0.19482117205857402,29145.0,192178.2857142857,5698.607142857143
197,2020-06-07,591,591,65244146.10000001,62022383.5,10529.2,66.0,39555.8,41037.3,0.0,3248675.6,1637935.2,51581.1,29852.9,3180740.3,0.0,2.9,5698.6,15.0,1751.2870000000003,353.1,30.7,117.80000000000001,3534.8289999999997,0.0,0.0,54.900000000000006,15.6,56.900000000000006,5625.3,0.8999999999999999,0.21517241379310345,0.9998400341260532,2.6842055643057915e-05,0.04933504218242807,0.4267549278339462,0.061962587302144385,0.20162314914688453,29158.0,192730.0,5698.607142857143
198,2020-06-08,594,594,65244094.0,62020694.599999994,9424.1,60.300000000000004,37950.4,39307.9,0.0,3250349.4000000004,1642364.7,51675.399999999994,29905.0,3184106.4,0.0,2.9,4429.5,15.0,1673.745,282.9,23.700000000000003,94.3,3366.0420000000004,0.0,0.0,52.099999999999994,11.700000000000001,44.2,4373.1,0.6000000000000001,0.20930232558139536,0.9998628163797242,2.5653586361395405e-05,0.0493599374680565,0.42580371884532114,0.06386725364036573,0.16902216287427296,29213.0,193309.64285714287,4429.535714285715
199,2020-06-09,597,597,65244044.4,62019079.5,8170.5,54.300000000000004,36443.6,37667.2,0.0,3251949.5,1645606.1,51748.600000000006,29954.600000000002,3187312.7,0.0,2.9,3241.3,15.0,1600.1789999999999,219.8,17.7,73.3,3206.299,0.0,0.0,49.6,8.1,32.4,3200.5,0.4,0.19999999999999998,0.9998750351463651,2.4526054672355658e-05,0.04938373961378765,0.4248202680316031,0.06781229753493968,0.13735963289107034,29301.0,193882.75,3241.3928571428573
200,2020-06-10,600,600,65243997.3,62017320.2,6934.4,48.900000000000006,35228.0,36324.4,0.0,3253693.8000000003,1648847.5,51821.2,30001.699999999997,3190367.8,0.0,2.9,3241.3,15.0,1744.238,217.60000000000002,17.1,72.5,3055.059,0.0,0.0,47.099999999999994,7.8,32.4,3200.8,0.4,0.19402985074626866,0.9998750468574285,2.6734076270339127e-05,0.0494097883852374,0.48018356806994744,0.067133557523216,0.12475361733891821,29322.0,194471.67857142858,3241.3928571428573
201,2020-06-11,603,603,65243952.5,62015430.7,5666.599999999999,43.2,34286.1,35257.6,0.0,3255568.4000000004,1652088.9,51876.9,30046.5,3193279.2,0.0,2.9,3241.3,15.0,1874.547,167.5,12.899999999999999,55.8,2911.429,0.0,0.0,44.8,7.4,32.4,3201.3,0.4,0.18592964824120606,0.9998750663709903,2.8731352534167823e-05,0.04943786782384161,0.5316717530404792,0.051676796347144664,0.08935492148236347,29349.0,195064.0357142857,3241.3928571428573
202,2020-06-12,606,606,65243909.900000006,62013423.900000006,4370.400000000001,37.8,33597.7,34447.0,0.0,3257560.0,1654597.5,51917.399999999994,30089.1,3196054.2,0.0,2.9,2508.6000000000004,15.0,1991.792,121.39999999999999,9.0,40.5,2774.926,0.0,0.0,42.5,5.5,25.1,2477.8,0.30000000000000004,0.17973856209150327,0.9998789395101084,3.05283972565844e-05,0.049467772623479754,0.5782192934072633,0.048393526269632454,0.06095013937198261,29377.0,195546.10714285713,2508.6071428571427
203,2020-06-13,609,609,65243869.599999994,62011496.300000004,4152.6,36.900000000000006,32860.4,33688.799999999996,0.0,3259472.7,1657106.2,51957.5,30129.399999999998,3198699.4000000004,0.0,2.9,2508.6000000000004,15.0,1912.578,120.30000000000001,8.6,40.1,2645.3410000000003,0.0,0.0,40.4,5.300000000000001,25.1,2478.1,0.30000000000000004,0.1743421052631579,0.9998789541639767,2.931429438084709e-05,0.04949650166059434,0.5677192420032772,0.047955034680698394,0.06289939547563551,29401.0,196052.07142857142,2508.6071428571427
204,2020-06-14,612,612,65243831.2,62009632.8,3937.6,36.0,32183.5,32991.8,0.0,3261321.2,1659614.7999999998,51997.299999999996,30167.799999999996,3201221.6,0.0,2.9,2508.6000000000004,15.0,1848.522,119.3,8.2,39.8,2522.1949999999997,0.0,0.0,38.4,5.0,25.1,2478.3,0.30000000000000004,0.16611295681063123,0.9998789639312514,2.833251766490377e-05,0.049524274411402135,0.5602974072345248,0.0475564059634856,0.06453804715334738,29411.0,196509.92857142858,2508.6071428571427
205,2020-06-15,615,615,65243794.7,62007819.0,3764.1000000000004,35.099999999999994,31570.8,32364.0,0.0,3263120.0,1662123.3,52027.7,30204.3,3203626.8000000003,0.0,2.9,2508.6000000000004,15.0,1798.72,91.5,6.1,30.5,2405.075,0.0,0.0,36.4,5.5,25.1,2477.9,0.30000000000000004,0.17973856209150327,0.9998789443951254,2.7569211880926968e-05,0.049551313115145955,0.5557780249660117,0.036474527624970096,0.05086950720512364,29439.0,196945.0357142857,2508.6071428571427
206,2020-06-16,618,618,65243760.099999994,62006041.900000006,3652.1000000000004,34.8,31029.199999999997,31812.5,0.0,3264882.0,1664631.9,52058.100000000006,30238.9,3205920.6,0.0,2.9,2508.6000000000004,15.0,1762.104,90.8,5.8,30.299999999999997,2293.906,0.0,0.0,34.7,5.9,25.1,2477.5,0.30000000000000004,0.1903225806451613,0.9998789248526918,2.700800808076051e-05,0.04957781548828913,0.553903025540275,0.03619548752292114,0.05152930814526271,29553.0,197388.64285714287,2508.6071428571427
207,2020-06-17,621,621,65243727.2,62004304.1,3541.5,34.5,30555.4,31329.1,0.0,3266604.9000000004,1667140.6,52088.0,30271.8,3208108.9,0.0,2.9,2508.6000000000004,15.0,1722.924,90.19999999999999,5.6000000000000005,30.1,2188.317,0.0,0.0,32.9,6.3,25.1,2477.1000000000004,0.30000000000000004,0.20063694267515922,0.9998789053039476,2.6407504199116323e-05,0.04960374336185994,0.5499436626012237,0.03595631029259347,0.05235286060209272,29578.0,197871.10714285713,2508.6071428571427
208,2020-06-18,624,624,65243695.800000004,62002602.099999994,3481.6,34.2,30143.0,30911.8,0.0,3268291.9,1669649.2,52118.600000000006,30303.199999999997,3210196.7,0.0,2.9,2508.6000000000004,15.0,1686.922,91.5,6.1,30.5,2087.864,0.0,0.0,31.299999999999997,6.0,25.1,2477.3,0.30000000000000004,0.19292604501607716,0.9998789150791088,2.5855708805508837e-05,0.049629142866551096,0.5457210515078385,0.036474527624970096,0.05424080070092156,29606.0,198504.14285714287,2508.6071428571427
209,2020-06-19,627,627,65243665.900000006,62000932.8,3468.2000000000003,34.2,29790.800000000003,30559.0,0.0,3269946.2,1672157.7,52149.5,30333.1,3212189.3000000003,0.0,2.9,2508.6000000000004,15.0,1654.324,92.69999999999999,6.5,30.9,1992.456,0.0,0.0,29.799999999999997,5.8,25.1,2477.5,0.30000000000000004,0.18770226537216828,0.9998789248526918,2.5356085946114808e-05,0.0496540630467547,0.5413541019012402,0.03695288208562544,0.05603497259303497,29620.0,199000.7142857143,2508.6071428571427
210,2020-06-20,630,630,65243637.599999994,61999292.3,3456.8,34.2,29500.4,30268.5,0.0,3271571.7,1674666.4000000001,52180.6,30361.4,3214091.6999999997,0.0,2.9,2508.6000000000004,15.0,1625.453,93.80000000000001,6.9,31.3,1902.502,0.0,0.0,28.299999999999997,5.7,25.1,2477.6,0.30000000000000004,0.18506493506493507,0.9998789297388917,2.4913586363247165e-05,0.049678565132609966,0.5370114145068305,0.03739137367455951,0.057706989989867445,29638.0,199495.7857142857,2508.6071428571427
211,2020-06-21,633,633,65243610.7,61997677.2,3445.4,34.2,29271.6,30039.9,0.0,3273171.8,1677175.0,52211.700000000004,30388.300000000003,3215908.7,0.0,2.9,2508.6000000000004,15.0,1600.155,93.0,6.6,31.0,1816.917,0.0,0.0,27.0,5.5,25.1,2477.8,0.30000000000000004,0.17973856209150327,0.9998789395101084,2.452584985459733e-05,0.04970269832107866,0.532676540201532,0.03707247070078928,0.05811936968606166,29644.0,199983.2142857143,2508.6071428571427
212,2020-06-22,636,636,65243585.0,61996084.1,3459.5,34.2,29101.300000000003,29871.2,0.0,3274749.9,1679683.6,52242.6,30414.0,3217644.6,0.0,2.9,2508.6000000000004,15.0,1578.091,92.5,6.5,30.9,1735.973,0.0,0.0,25.7,5.4,25.1,2477.9,0.30000000000000004,0.17704918032786887,0.9998789443951254,2.418768067389307e-05,0.04972651180955185,0.5282984948713141,0.03687315634218288,0.05861512422287435,29668.0,200458.85714285713,2508.6071428571427
213,2020-06-23,639,639,65243560.6,61994509.9,3474.7,34.2,28990.1,29761.9,0.0,3276309.1,1682192.2,52273.2,30438.4,3219303.7,0.0,2.9,2508.6000000000004,15.0,1559.197,92.0,6.2,30.700000000000003,1659.127,0.0,0.0,24.5,5.300000000000001,25.1,2478.1000000000004,0.30000000000000004,0.1743421052631579,0.9998789541639767,2.3898097922019293e-05,0.04975005456707095,0.5238902758224441,0.03667384198357649,0.0590047312815507,29722.0,200961.07142857142,2508.6071428571427
214,2020-06-24,642,642,65243537.199999996,61992951.4,3489.8,34.2,28937.300000000003,29710.9,0.0,3277852.6,1684700.7999999998,52303.7,30461.8,3220890.1,0.0,2.9,2508.6000000000004,15.0,1543.556,91.60000000000001,6.1,30.6,1586.221,0.0,0.0,23.3,5.2,25.1,2478.2,0.30000000000000004,0.1716171617161716,0.9998789590478111,2.365837393623104e-05,0.04977337126963743,0.5195251574338038,0.03651439049669138,0.059343489967322215,29735.0,201459.75,2508.6071428571427
215,2020-06-25,645,645,65243515.099999994,61991405.2,3503.3,34.5,28731.0,29505.9,0.0,3279383.9,1687209.4,52334.100000000006,30483.9,3222619.0,0.0,2.9,2508.6000000000004,15.0,1531.159,91.3,6.0,30.5,1729.041,0.0,0.0,22.1,5.1,25.1,2478.2,0.30000000000000004,0.16887417218543044,0.9998789590478111,2.3468370728541574e-05,0.04979651993030033,0.5189331625200384,0.036394801881527536,0.0596280334047607,29754.0,201965.4642857143,2508.6071428571427
216,2020-06-26,648,648,65243494.0,61989868.400000006,3514.8999999999996,34.5,28387.9,29163.4,0.0,3280905.7,1689717.9,52364.5,30505.0,3224477.3,0.0,2.9,2508.6000000000004,15.0,1521.837,91.0,5.9,30.3,1858.2330000000002,0.0,0.0,21.1,5.0,25.1,2478.3,0.30000000000000004,0.16611295681063123,0.9998789639312514,2.332549817151117e-05,0.049819537561860194,0.5218311308009353,0.0362752132663637,0.05979615425305075,29780.0,202474.0357142857,2508.6071428571427
217,2020-06-27,651,651,65243473.9,61988337.7,3515.7,34.5,27924.8,28699.4,0.0,3282421.3,1689717.9,52394.6,30525.1,3226451.8,0.0,2.9,0.0,15.0,1515.62,90.69999999999999,5.8,30.3,1974.479,0.0,0.0,20.1,0.0,0.0,0.0,0.0,,,2.323021613354037e-05,0.04984247474290298,0.528101632786748,inf,0.05984349639091593,29781.0,202979.5,0.0
218,2020-06-28,654,654,65243454.7,61986810.300000004,3516.8999999999996,34.5,27537.800000000003,28311.699999999997,0.0,3283933.6999999997,1689717.9,52424.799999999996,30544.3,3228347.7,0.0,2.9,0.0,15.0,1512.471,90.4,5.6,30.2,1895.9730000000002,0.0,0.0,19.2,0.0,0.0,0.0,0.0,,,2.3181957591831812e-05,0.049865375997632445,0.5342211877068491,inf,0.05976974103966291,29781.0,203476.17857142858,0.0
219,2020-06-29,657,657,65243436.4,61985293.8,3517.8,34.2,27204.1,27977.4,0.0,3285435.2,1689717.9,52454.9,30562.6,3230180.2,0.0,2.9,0.0,15.0,1501.41,90.1,5.6,30.0,1832.492,0.0,0.0,18.3,0.0,0.0,0.0,0.0,,,2.3012429798992013e-05,0.049888123305534535,0.5366510111733042,inf,0.0600102570250631,29816.0,203959.5,0.0
220,2020-06-30,660,660,65243418.900000006,61983795.599999994,3428.6,34.2,26907.8,27675.0,0.0,3286918.4,1689717.9,52454.9,30580.1,3231963.4,0.0,2.9,0.0,15.0,1483.295,0.0,0.0,0.0,1783.1390000000001,0.0,0.0,17.5,0.0,0.0,0.0,0.0,,,2.2734783446487965e-05,0.04991060178791457,0.5359692863595302,,0.0,29846.0,204488.7857142857,0.0
221,2020-07-01,663,663,65243402.4,61982321.5,3339.6,33.900000000000006,26624.3,27385.600000000002,0.0,3288377.5,1689717.9,52454.9,30596.6,3233710.2,0.0,2.9,0.0,15.0,1458.998,0.0,0.0,0.0,1746.859,0.0,0.0,16.5,0.0,0.0,0.0,0.0,,,2.2362383725101377e-05,0.049932725458229625,0.5327610130871698,,0.0,29865.0,204996.60714285713,0.0
222,2020-07-02,666,666,65243386.599999994,61980867.89999999,3250.5,33.599999999999994,26359.9,27115.399999999998,0.0,3289816.1999999997,1689717.9,52454.9,30612.4,3235418.2,0.0,2.9,0.0,15.0,1438.683,0.0,0.0,0.0,1708.037,0.0,0.0,15.8,0.0,0.0,0.0,0.0,,,2.2051016585334644e-05,0.049954546657453865,0.5305778266225097,,0.0,29878.0,205512.9642857143,0.0
223,2020-07-03,669,669,65243371.4,61979431.8,3161.4,33.3,26114.3,26864.1,0.0,3291237.3,1689717.9,52454.9,30627.6,3237090.5999999996,0.0,2.9,0.0,15.0,1421.156,0.0,0.0,0.0,1672.364,0.0,0.0,15.1,0.0,0.0,0.0,0.0,,,2.1782381405262573e-05,0.049976106844779024,0.5290167919267721,,0.0,29896.0,206028.7142857143,0.0
224,2020-07-04,672,672,65243356.900000006,61978011.2,3072.6,33.0,25886.1,26630.199999999997,0.0,3292642.9,1728097.5,52454.9,30642.1,3238730.6,0.0,2.9,38379.6,15.0,1405.598,0.0,0.0,0.0,1640.063,0.0,0.0,14.400000000000002,72.0,383.0,37920.7,3.8000000000000003,0.15824175824175823,0.9998998009202493,2.154392518696413e-05,0.0499974396627038,0.5278210452794196,0.0,0.0,29896.0,206545.9642857143,38379.53571428572
225,2020-07-05,675,675,65243343.2,61976605.5,2984.0,32.7,25672.1,26410.6,0.0,3294033.5999999996,1766477.0,52454.9,30655.8,3240342.2,0.0,2.9,38379.6,15.0,1390.704,0.0,0.0,0.0,1611.458,0.0,0.0,13.700000000000001,71.1,383.0,37921.6,3.8000000000000003,0.15657344197313364,0.9998998032980535,2.1315645884927612e-05,0.050018555762789296,0.5265703921910142,0.0,0.0,29895.0,207046.92857142858,38379.53571428572
226,2020-07-06,678,678,65243328.2,61975213.6,2895.5,32.7,25467.9,26201.1,0.0,3295410.4,1804856.5999999999,52454.9,30670.8,3241928.5,0.0,2.9,38379.6,15.0,1376.8159999999998,0.0,0.0,0.0,1586.395,0.0,0.0,15.0,69.9,383.0,37922.9,3.7,0.15433870611614045,0.9999024431401708,2.1102786108327314e-05,0.05003943989479065,0.5254802279293617,0.0,0.0,29925.0,207535.7857142857,38379.53571428572
227,2020-07-07,681,681,65243312.2,61973701.5,4261.2,36.0,25318.5,26132.5,0.0,3296907.4,1843236.0999999999,52909.799999999996,30686.8,3243493.1,0.0,2.9,38379.6,15.0,1497.033,1365.0,80.7,455.0,1564.535,0.0,0.0,16.1,69.0,383.0,37923.9,3.7,0.15265486725663716,0.9999024457123573,2.2945386270563988e-05,0.05006215181086407,0.5728625275040657,0.035565769314948564,0.9118035474167905,29936.0,208087.82142857142,38379.53571428572
228,2020-07-08,684,684,65243295.1,61972070.699999996,5624.5,39.599999999999994,25306.1,26200.4,0.0,3298523.2,1884370.2,53363.899999999994,30703.9,3245038.9000000004,0.0,2.9,41134.1,15.0,1615.826,1362.4,80.5,454.1,1545.8200000000002,0.0,0.0,17.099999999999998,73.10000000000001,410.70000000000005,40646.7,3.8000000000000003,0.1510954940057875,0.9999065202150035,2.476616175690366e-05,0.050086668599299486,0.6167180653730477,0.03312093858866488,0.8431600927327572,29967.0,208636.17857142858,41134.107142857145
229,2020-07-09,687,687,65243278.7,61970322.4,6984.200000000001,43.2,25427.6,26401.9,0.0,3300256.5,1927596.0,53817.0,30720.3,3246569.3,0.0,2.9,43225.8,15.0,1733.255,1359.0,79.9,453.1,1530.3310000000001,0.0,0.0,16.3,75.80000000000001,431.5,42714.4,4.0,0.14941849004533808,0.9999063635342148,2.656603154433439e-05,0.05011299654381103,0.6564887375529792,0.03143955693127715,0.7840738956472071,29983.0,209207.85714285713,43225.78571428572
230,2020-07-10,690,690,65243262.9,61968588.0,8341.2,46.8,25549.300000000003,26602.5,0.0,3301975.9000000004,1973759.7000000002,54269.100000000006,30736.1,3248087.1999999997,0.0,2.9,46163.8,15.0,1719.402,1356.1,78.9,452.1,1518.053,0.0,0.0,15.8,80.2,460.8,45618.5,4.3,0.14824399260628465,0.9999057488799459,2.6353709541403086e-05,0.05013912018799416,0.6463309839300818,0.029375831279054146,0.788704444917477,30009.0,209814.57142857142,46163.71428571428
231,2020-07-11,693,693,65243247.5,61966863.9,9792.7,50.400000000000006,25665.899999999998,26802.5,0.0,3303685.0999999996,2019923.5,54752.6,30751.5,3249596.0,0.0,2.9,46163.8,15.0,1709.174,1450.8,83.4,483.5,1508.826,0.0,0.0,15.399999999999999,79.4,460.8,45619.3,4.2,0.14698259903739355,0.999907942178921,2.6196948580770754e-05,0.0501650933301565,0.6376920063426919,0.031427222195746445,0.8488310727872059,30012.0,210415.14285714287,46163.71428571428
232,2020-07-12,696,696,65243232.5,61965140.7,11315.5,54.300000000000004,25784.5,27007.9,0.0,3305393.1999999997,2066087.2,55260.0,30766.5,3251098.9000000004,0.0,2.9,46163.8,15.0,1708.127,1522.1,86.7,507.4,1502.678,0.0,0.0,15.0,86.4,460.7,45612.1,4.5,0.1579235971486017,0.9999013517009159,2.618090696226616e-05,0.0501910554477815,0.6324545781049249,0.032971722431862194,0.8910929924999722,30012.0,211002.85714285713,46163.71428571428
233,2020-07-13,699,699,65243217.8,61963409.7,12939.4,58.199999999999996,25909.7,27224.7,0.0,3307109.3,2112251.0,55801.0,30781.199999999997,3252598.3,0.0,2.9,46163.8,15.0,1716.0859999999998,1623.0,91.7,541.0,1499.5720000000001,0.0,0.0,14.7,93.19999999999999,460.7,45605.0,4.9,0.16826141902870553,0.9998925671838789,2.6302902552424382e-05,0.05021714456272572,0.6303415648289972,0.03515741771691239,0.9457567977362441,30035.0,211605.07142857142,46163.71428571428
234,2020-07-14,702,702,65243203.3,61961670.6,13207.5,58.800000000000004,26134.9,27460.7,0.0,3308833.4,2158414.6,56341.2,30795.699999999997,3254087.0,0.0,2.9,46163.8,15.0,1724.055,1620.6000000000001,90.6,540.2,1488.62,0.0,0.0,14.4,99.89999999999999,460.6,45598.0,5.2,0.1782337198929527,0.9998859729141816,2.642505138922264e-05,0.05024335921899776,0.6278263117837491,0.035105428929160944,0.9399932136735778,30037.0,212273.10714285713,46163.71428571428
235,2020-07-15,705,705,65243189.3,61959924.0,13498.5,59.699999999999996,26377.9,27722.600000000002,0.0,3310565.0,2204578.4,56888.2,30809.699999999997,3255557.6,0.0,2.9,46163.7,15.0,1731.674,1641.1,98.69999999999999,547.0999999999999,1470.675,0.0,0.0,14.1,99.1,460.6,45598.8,5.2,0.17705913882437016,0.9998859749144813,2.6541835532249188e-05,0.05026969611983698,0.6246434317127542,0.035549576832013034,0.9476956979200473,30125.0,212945.5357142857,46163.71428571428
236,2020-07-16,708,708,65243175.4,61958169.5,13813.199999999999,60.900000000000006,26644.8,28016.7,0.0,3312304.4,2250742.1,57442.1,30823.6,3257004.1999999997,0.0,2.9,46163.7,15.0,1739.438,1661.4,106.5,553.8,1446.5990000000002,0.0,0.0,13.8,98.5,460.6,45599.399999999994,5.2,0.1761759971382579,0.99988597641466,2.6660842139207102e-05,0.0502961540403504,0.6208575599553124,0.035989316280974015,0.9551360841835121,30142.0,213635.10714285713,46163.71428571428
