days,dates,day1,compartment,population,susceptibles,isolated,infected,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence
98,2020-04-26,98,Hospitals,82063.5,32335.1,2382.9,0.0,46901.0,35874.6,0.0,18224.4,436.5,49728.4,0.0,0.4,821.1,0.0,41.1,0.0,41.1,0.0,0.0,0.0,5.6,0.0,41.1,780.1,0.0,0.0,1.0,0.0,0.572
99,2020-04-27,99,Hospitals,82058.8,32330.4,2185.6,0.0,46901.0,36695.6,0.0,18265.4,441.2,49728.4,0.0,0.4,821.0,0.0,41.1,0.0,41.1,0.0,0.0,0.0,4.7,0.0,41.1,780.0,0.0,0.0,1.0,0.0,0.572
100,2020-04-28,100,Hospitals,82054.9,32326.5,2008.1,0.0,46901.0,37516.5,0.0,18306.5,445.1,49728.4,0.0,0.4,820.9,0.0,41.0,0.0,41.0,0.0,0.0,0.0,3.9,0.0,41.0,779.9,0.0,0.0,1.0,0.0,0.572
101,2020-04-29,101,Hospitals,82051.7,32323.4,1848.3,0.0,46901.0,38337.3,0.0,18347.5,448.3,49728.4,0.0,0.4,820.8,0.0,41.0,0.0,41.0,0.0,0.0,0.0,3.1,0.0,41.0,779.8,0.0,0.0,1.0,0.0,0.572
102,2020-04-30,102,Hospitals,82049.3,32320.9,1704.5,0.0,46901.0,39158.1,0.0,18388.6,450.7,49728.4,0.0,0.4,820.8,0.0,41.0,0.0,41.0,0.0,0.0,0.0,2.4,0.0,41.0,779.7,0.0,0.0,1.0,0.0,0.572
103,2020-05-01,103,Hospitals,82047.6,32319.2,1575.1,0.0,46901.0,39978.8,0.0,18429.6,452.4,49728.4,0.0,0.4,820.7,0.0,41.0,0.0,41.0,0.0,0.0,0.0,1.7,0.0,41.0,779.7,0.0,0.0,1.0,0.0,0.572
104,2020-05-02,104,Hospitals,82046.6,32318.2,1458.6,0.0,46901.0,40799.4,0.0,18470.6,453.4,49728.4,0.0,0.4,820.6,0.0,41.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,41.0,779.6,0.0,0.0,1.0,0.0,0.572
105,2020-05-03,105,Hospitals,82046.2,32317.8,1353.8,0.0,46901.0,41620.0,0.0,18511.7,453.8,49728.4,0.0,0.4,820.6,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.4,0.0,41.0,779.6,0.0,0.0,1.0,0.0,0.572
106,2020-05-04,106,Hospitals,82046.2,32317.8,1259.5,0.0,46901.0,42440.5,0.0,18552.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.5,0.0,0.0,1.0,0.0,0.572
107,2020-05-05,107,Hospitals,82046.2,32317.8,1174.5,0.0,46901.0,43261.1,0.0,18593.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.5,0.0,0.0,1.0,0.0,0.572
108,2020-05-06,108,Hospitals,82046.2,32317.8,1098.1,0.0,46901.0,44081.6,0.0,18634.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.5,0.0,0.0,1.0,0.0,0.572
109,2020-05-07,109,Hospitals,82046.2,32317.8,1029.3,0.0,46901.0,44902.0,0.0,18675.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.5,0.0,0.0,1.0,0.0,0.572
110,2020-05-08,110,Hospitals,82046.2,32317.8,967.4,0.0,46901.0,45722.5,0.0,18716.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,0.0,0.0,1.0,0.0,0.572
111,2020-05-09,111,Hospitals,82046.2,32317.8,911.7,0.0,46901.0,46543.0,0.0,18757.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
112,2020-05-10,112,Hospitals,82046.2,32317.8,861.5,0.0,46901.0,47363.4,0.0,18798.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
113,2020-05-11,113,Hospitals,82046.2,32317.8,816.4,0.0,46901.0,48183.9,0.0,18839.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
114,2020-05-12,114,Hospitals,82046.2,32317.8,775.8,0.0,46901.0,49004.3,0.0,18880.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
115,2020-05-13,115,Hospitals,82046.2,32317.8,739.2,0.0,46901.0,49824.8,0.0,18921.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
116,2020-05-14,116,Hospitals,82046.2,32317.8,706.3,0.0,46901.0,50645.3,0.0,18962.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
117,2020-05-15,117,Hospitals,82046.2,32317.8,676.7,0.0,46901.0,51465.7,0.0,19003.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
118,2020-05-16,118,Hospitals,82046.2,32317.8,650.1,0.0,46901.0,52286.2,0.0,19045.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
119,2020-05-17,119,Hospitals,82046.2,32317.8,626.1,0.0,46901.0,53106.7,0.0,19086.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
120,2020-05-18,120,Hospitals,82046.2,32317.8,604.5,0.0,46901.0,53927.1,0.0,19127.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
121,2020-05-19,121,Hospitals,82046.2,32317.8,585.1,0.0,46901.0,54747.6,0.0,19168.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
122,2020-05-20,122,Hospitals,82046.2,32317.8,567.6,0.0,46901.0,55568.0,0.0,19209.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
123,2020-05-21,123,Hospitals,82046.2,32317.8,551.9,0.0,46901.0,56388.5,0.0,19250.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
124,2020-05-22,124,Hospitals,82046.2,32317.8,537.7,0.0,46901.0,57209.0,0.0,19291.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
125,2020-05-23,125,Hospitals,82046.2,32317.8,524.9,0.0,46901.0,58029.4,0.0,19332.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
126,2020-05-24,126,Hospitals,82046.2,32317.8,513.5,0.0,46901.0,58849.9,0.0,19373.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
127,2020-05-25,127,Hospitals,82046.2,32317.8,503.2,0.0,46901.0,59670.3,0.0,19414.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
128,2020-05-26,128,Hospitals,82046.2,32317.8,493.9,0.0,46901.0,60490.8,0.0,19455.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
129,2020-05-27,129,Hospitals,82046.2,32317.8,485.5,0.0,46901.0,61311.3,0.0,19496.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
130,2020-05-28,130,Hospitals,82046.2,32317.8,478.0,0.0,46901.0,62131.7,0.0,19537.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
131,2020-05-29,131,Hospitals,82046.2,32317.8,471.2,0.0,46901.0,62952.2,0.0,19578.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
132,2020-05-30,132,Hospitals,82046.2,32317.8,465.1,0.0,46901.0,63772.7,0.0,19619.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
133,2020-05-31,133,Hospitals,82046.2,32317.8,459.6,0.0,46901.0,64593.1,0.0,19660.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
134,2020-06-01,134,Hospitals,82046.2,32317.8,454.7,0.0,46901.0,65413.6,0.0,19701.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
135,2020-06-02,135,Hospitals,82046.2,32317.8,450.2,0.0,46901.0,66234.0,0.0,19742.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
136,2020-06-03,136,Hospitals,82046.2,32317.8,446.2,0.0,46901.0,67054.5,0.0,19783.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
137,2020-06-04,137,Hospitals,82046.2,32317.8,442.6,0.0,46901.0,67875.0,0.0,19824.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
138,2020-06-05,138,Hospitals,82046.2,32317.8,439.4,0.0,46901.0,68695.4,0.0,19865.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
139,2020-06-06,139,Hospitals,82046.2,32317.8,436.5,0.0,46901.0,69515.9,0.0,19906.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
140,2020-06-07,140,Hospitals,82046.2,32317.8,433.9,0.0,46901.0,70336.4,0.0,19947.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
141,2020-06-08,141,Hospitals,82046.2,32317.8,431.5,0.0,46901.0,71156.8,0.0,19988.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
142,2020-06-09,142,Hospitals,82046.2,32317.8,429.4,0.0,46901.0,71977.3,0.0,20029.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
143,2020-06-10,143,Hospitals,82046.2,32317.8,427.4,0.0,46901.0,72797.7,0.0,20070.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
144,2020-06-11,144,Hospitals,82046.2,32317.8,425.7,0.0,46901.0,73618.2,0.0,20111.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
145,2020-06-12,145,Hospitals,82046.2,32317.8,424.2,0.0,46901.0,74438.7,0.0,20152.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
146,2020-06-13,146,Hospitals,82046.2,32317.8,422.8,0.0,46901.0,75259.1,0.0,20193.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
147,2020-06-14,147,Hospitals,82046.2,32317.8,421.5,0.0,46901.0,76079.6,0.0,20234.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
148,2020-06-15,148,Hospitals,82046.2,32317.8,420.4,0.0,46901.0,76900.1,0.0,20275.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
149,2020-06-16,149,Hospitals,82046.2,32317.8,419.4,0.0,46901.0,77720.5,0.0,20316.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
150,2020-06-17,150,Hospitals,82046.2,32317.8,418.5,0.0,46901.0,78541.0,0.0,20357.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
151,2020-06-18,151,Hospitals,82046.2,32317.8,417.6,0.0,46901.0,79361.4,0.0,20398.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
152,2020-06-19,152,Hospitals,82046.2,32317.8,416.9,0.0,46901.0,80181.9,0.0,20439.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
153,2020-06-20,153,Hospitals,82046.2,32317.8,416.2,0.0,46901.0,81002.4,0.0,20480.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
154,2020-06-21,154,Hospitals,82046.2,32317.8,415.6,0.0,46901.0,81822.8,0.0,20521.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
155,2020-06-22,155,Hospitals,82046.2,32317.8,415.1,0.0,46901.0,82643.3,0.0,20562.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
156,2020-06-23,156,Hospitals,82046.2,32317.8,414.6,0.0,46901.0,83463.7,0.0,20603.8,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
157,2020-06-24,157,Hospitals,82046.2,32317.8,414.2,0.0,46901.0,84284.2,0.0,20644.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
158,2020-06-25,158,Hospitals,82046.2,32317.8,413.8,0.0,46901.0,85104.7,0.0,20685.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
159,2020-06-26,159,Hospitals,82046.2,32317.8,413.4,0.0,46901.0,85925.1,0.0,20726.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
160,2020-06-27,160,Hospitals,82046.2,32317.8,413.1,0.0,46901.0,86745.6,0.0,20767.9,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
161,2020-06-28,161,Hospitals,82046.2,32317.8,412.8,0.0,46901.0,87566.1,0.0,20809.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
162,2020-06-29,162,Hospitals,82046.2,32317.8,412.6,0.0,46901.0,88386.5,0.0,20850.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
163,2020-06-30,163,Hospitals,82046.2,32317.8,412.3,0.0,46901.0,89207.0,0.0,20891.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
164,2020-07-01,164,Hospitals,82046.2,32317.8,412.1,0.0,46901.0,90027.4,0.0,20932.0,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
165,2020-07-02,165,Hospitals,82046.2,32317.8,411.9,0.0,46901.0,90847.9,0.0,20973.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
166,2020-07-03,166,Hospitals,82046.2,32317.8,411.8,0.0,46901.0,91668.4,0.0,21014.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
167,2020-07-04,167,Hospitals,82046.2,32317.8,411.6,0.0,46901.0,92488.8,0.0,21055.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
168,2020-07-05,168,Hospitals,82046.2,32317.8,411.5,0.0,46901.0,93309.3,0.0,21096.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
169,2020-07-06,169,Hospitals,82046.2,32317.8,411.3,0.0,46901.0,94129.8,0.0,21137.1,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
170,2020-07-07,170,Hospitals,82046.2,32317.8,411.2,0.0,46901.0,94950.2,0.0,21178.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
171,2020-07-08,171,Hospitals,82046.2,32317.8,411.1,0.0,46901.0,95770.7,0.0,21219.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
172,2020-07-09,172,Hospitals,82046.2,32317.8,411.0,0.0,46901.0,96591.1,0.0,21260.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
173,2020-07-10,173,Hospitals,82046.2,32317.8,411.0,0.0,46901.0,97411.6,0.0,21301.2,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
174,2020-07-11,174,Hospitals,82046.2,32317.8,410.9,0.0,46901.0,98232.1,0.0,21342.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
175,2020-07-12,175,Hospitals,82046.2,32317.8,410.8,0.0,46901.0,99052.5,0.0,21383.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
176,2020-07-13,176,Hospitals,82046.2,32317.8,410.8,0.0,46901.0,99873.0,0.0,21424.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
177,2020-07-14,177,Hospitals,82046.2,32317.8,410.7,0.0,46901.0,100693.4,0.0,21465.3,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
178,2020-07-15,178,Hospitals,82046.2,32317.8,369.6,0.0,46901.0,100693.4,0.0,21465.3,453.8,49728.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572
179,2020-07-16,179,Hospitals,82046.2,32317.8,332.7,0.0,46901.0,100693.4,0.0,21465.3,453.8,49728.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572
180,2020-07-17,180,Hospitals,82046.2,32317.8,340.4,0.0,46901.0,101513.9,0.0,21506.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
181,2020-07-18,181,Hospitals,82046.2,32317.8,347.4,0.0,46901.0,102334.4,0.0,21547.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
182,2020-07-19,182,Hospitals,82046.2,32317.8,353.7,0.0,46901.0,103154.8,0.0,21588.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
183,2020-07-20,183,Hospitals,82046.2,32317.8,359.3,0.0,46901.0,103975.3,0.0,21629.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
184,2020-07-21,184,Hospitals,82046.2,32317.8,364.4,0.0,46901.0,104795.8,0.0,21670.4,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
185,2020-07-22,185,Hospitals,82046.2,32317.8,369.0,0.0,46901.0,105616.2,0.0,21711.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
186,2020-07-23,186,Hospitals,82046.2,32317.8,373.1,0.0,46901.0,106436.7,0.0,21752.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
187,2020-07-24,187,Hospitals,82046.2,32317.8,376.8,0.0,46901.0,107257.1,0.0,21793.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
188,2020-07-25,188,Hospitals,82046.2,32317.8,380.2,0.0,46901.0,108077.6,0.0,21834.5,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
189,2020-07-26,189,Hospitals,82046.2,32317.8,383.2,0.0,46901.0,108898.1,0.0,21875.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
190,2020-07-27,190,Hospitals,82046.2,32317.8,385.9,0.0,46901.0,109718.5,0.0,21916.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
191,2020-07-28,191,Hospitals,82046.2,32317.8,388.3,0.0,46901.0,110539.0,0.0,21957.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
192,2020-07-29,192,Hospitals,82046.2,32317.8,390.5,0.0,46901.0,111359.5,0.0,21998.6,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
193,2020-07-30,193,Hospitals,82046.2,32317.8,392.5,0.0,46901.0,112179.9,0.0,22039.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
194,2020-07-31,194,Hospitals,82046.2,32317.8,394.3,0.0,46901.0,113000.4,0.0,22080.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
195,2020-08-01,195,Hospitals,82046.2,32317.8,395.9,0.0,46901.0,113820.8,0.0,22121.7,453.8,49728.4,0.0,0.4,820.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,779.4,-0.0,0.0,1.0,0.0,0.572
