,Code,Country,Severities,Trigger Dates,Score,Long Sev,Long Trig,Method
67,KE,Kenya,"[0.0, 1.0, 0.75, 0.85, 0.8, 0.85, 0.75, 0.85, 0.9, 0.8, 0.9, 0.95, 0.9, 0.85, 0.8, 0.75, 0.85, 0.9, 0.85, 0.9, 0.7, 0.75, 0.9, 0.95]","[1, 14, 100, 127, 148, 186, 211, 230, 247, 281, 340, 370, 379, 398, 425, 447, 481, 515, 530, 558, 592, 599, 618, 666]",0.013771388255011277,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.85, 0.8, 0.8, 0.85, 0.75, 0.85, 0.9, 0.9, 0.8, 0.8, 0.8, 0.9, 0.9, 0.95, 0.9, 0.85, 0.8, 0.8, 0.75, 0.75, 0.85, 0.85, 0.9, 0.85, 0.85, 0.9, 0.9, 0.7, 0.75, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9]","[1, 14, 27, 40, 53, 66, 73, 100, 127, 148, 169, 186, 211, 230, 247, 254, 281, 308, 319, 340, 347, 370, 379, 398, 425, 432, 447, 454, 481, 492, 515, 530, 537, 558, 565, 592, 599, 618, 633, 640, 647, 666, 675]",Old result good enough
68,KR,"Korea, South","[0.0, 1.0, 0.6, 0.8, 0.85, 0.95, 1.0, 0.85, 0.95, 0.6, 0.8, 0.85, 0.8, 0.85, 0.55, 0.8, 0.9, 0.85, 0.8, 0.85, 0.75, 0.65, 0.8, 0.75, 0.6, 0.45, 0.7, 0.55, 0.55]","[1, 14, 65, 88, 105, 128, 182, 205, 228, 249, 272, 287, 314, 327, 354, 379, 402, 421, 448, 461, 476, 497, 529, 556, 581, 600, 625, 655, 668]",0.013372399016987543,"[0.0, 1.0, 1.0, 1.0, 0.6, 0.8, 0.85, 0.95, 0.95, 1.0, 0.85, 0.95, 0.6, 0.8, 0.85, 0.8, 0.85, 0.55, 0.8, 0.9, 0.85, 0.8, 0.85, 0.75, 0.65, 0.65, 0.8, 0.75, 0.6, 0.45, 0.7, 0.7, 0.55, 0.55]","[1, 14, 27, 38, 65, 88, 105, 128, 155, 182, 205, 228, 249, 272, 287, 314, 327, 354, 379, 402, 421, 448, 461, 476, 497, 508, 529, 556, 581, 600, 625, 632, 655, 668]",Old result good enough
69,BT,Bhutan,"[0.0, 1.0, 0.0, 0.25, 1.0, 0.95, 1.0, 0.9, 1.0, 0.95, 1.0, 0.45, 0.0, 1.0, 1.0]","[1, 14, 368, 391, 408, 492, 499, 520, 527, 541, 548, 555, 562, 623, 665]",0.12448434051092078,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 1.0, 1.0, 0.95, 0.95, 1.0, 0.95, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 352, 361, 368, 375, 384, 391, 408, 415, 422, 429, 436, 443, 450, 457, 464, 471, 478, 485, 492, 499, 506, 513, 520, 527, 534, 541, 548, 555, 562, 569, 576, 583, 590, 597, 604, 623, 630, 637, 644, 651, 658, 665, 672, 679, 686]",Old result retained on extend - better than new 
70,FR,France,"[0.0, 1.0, 0.0, 0.8, 0.95, 0.9, 0.65, 0.5, 0.55, 0.35, 0.7, 0.75, 0.7, 0.75, 0.8, 0.75, 0.7, 0.75, 0.8, 0.9, 0.5, 0.6, 0.7, 0.75, 0.7, 0.7]","[1, 14, 76, 116, 133, 187, 241, 268, 289, 308, 329, 344, 374, 387, 414, 448, 471, 498, 538, 559, 586, 609, 630, 660, 675, 690]",0.016734217132935623,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.8, 0.95, 0.95, 0.9, 0.9, 0.65, 0.5, 0.55, 0.35, 0.7, 0.75, 0.75, 0.7, 0.75, 0.8, 0.8, 0.75, 0.7, 0.75, 0.75, 0.8, 0.9, 0.5, 0.6, 0.7, 0.7, 0.75, 0.7, 0.7]","[1, 14, 27, 36, 63, 76, 93, 116, 133, 160, 187, 214, 241, 268, 289, 308, 329, 344, 357, 374, 387, 414, 427, 448, 471, 498, 513, 538, 559, 586, 609, 630, 645, 660, 675, 690]",reoptimized on extend
71,LA,Laos,"[0.0, 1.0, 0.0, 0.85, 1.0, 0.0, 0.75, 0.8, 0.95, 0.55, 0.8]","[1, 14, 491, 535, 548, 567, 594, 610, 629, 650, 673]",0.0040780650032232885,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.85, 1.0, 0.0, 0.75, 0.75, 0.8, 0.95, 0.55, 0.8]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 352, 365, 378, 391, 404, 417, 430, 443, 456, 469, 482, 491, 504, 511, 518, 535, 548, 567, 594, 603, 610, 629, 650, 673]",Old result good enough
72,SV,El Salvador,"[0.0, 1.0, 0.8, 0.85, 0.65, 0.85, 0.9, 0.85, 0.9, 0.85, 0.8, 0.85, 0.9, 0.85, 0.8, 0.9, 0.8, 0.85, 0.9, 0.95]","[1, 14, 133, 160, 187, 208, 235, 296, 322, 333, 360, 371, 421, 488, 565, 609, 634, 657, 674, 691]",0.019814560470989437,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.85, 0.65, 0.85, 0.9, 0.9, 0.9, 0.85, 0.85, 0.9, 0.85, 0.85, 0.85, 0.8, 0.85, 0.85, 0.85, 0.85, 0.9, 0.9, 0.9, 0.9, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85, 0.8, 0.8, 0.9, 0.8, 0.85, 0.9, 0.95]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 187, 208, 235, 254, 277, 296, 303, 322, 333, 340, 347, 360, 371, 378, 393, 400, 421, 428, 435, 450, 465, 488, 503, 518, 533, 542, 565, 582, 609, 634, 657, 674, 691]",reoptimized on extend
73,LB,Lebanon,"[0.0, 1.0, 0.8, 1.0, 0.95, 0.7, 0.75, 0.8, 0.85, 0.75, 0.6, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.7, 0.75, 0.85, 0.85]","[1, 14, 107, 126, 180, 207, 234, 255, 297, 314, 391, 412, 427, 448, 483, 498, 517, 544, 557, 589, 611, 649, 664]",0.008451841588804365,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.95, 0.7, 0.75, 0.8, 0.8, 0.85, 0.75, 0.75, 0.75, 0.6, 0.8, 0.85, 0.8, 0.8, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.85, 0.7, 0.7, 0.75, 0.75, 0.85, 0.85, 0.85]","[1, 14, 27, 40, 53, 80, 107, 126, 153, 180, 207, 234, 255, 278, 297, 314, 341, 368, 391, 412, 427, 448, 455, 462, 483, 498, 517, 544, 557, 572, 589, 596, 611, 626, 649, 664, 679]",Old result good enough
74,EG,Egypt,"[0.0, 1.0, 0.65, 0.6, 0.85, 0.8, 0.75, 0.8, 0.9, 0.95, 0.9, 0.85, 0.9, 0.85, 0.75, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.95, 0.9, 0.8, 0.75, 0.8, 0.85]","[1, 14, 80, 107, 130, 157, 170, 186, 205, 224, 249, 270, 279, 328, 364, 388, 412, 431, 450, 475, 530, 568, 595, 620, 633, 660, 687]",0.01506942179582718,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.6, 0.85, 0.8, 0.75, 0.75, 0.8, 0.9, 0.95, 0.9, 0.9, 0.9, 0.85, 0.9, 0.9, 0.9, 0.85, 0.85, 0.75, 0.75, 0.85, 0.85, 0.9, 0.85, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85, 0.9, 0.9, 0.95, 0.9, 0.8, 0.75, 0.75, 0.75, 0.8, 0.85]","[1, 14, 27, 40, 53, 80, 107, 130, 157, 170, 177, 186, 205, 224, 249, 256, 263, 270, 279, 286, 301, 328, 337, 364, 371, 388, 395, 412, 431, 450, 475, 482, 489, 496, 507, 530, 545, 568, 595, 620, 633, 640, 647, 660, 687]",reoptimized on extend
75,FI,Finland,"[0.0, 1.0, 0.1, 0.35, 0.8, 0.95, 1.0, 0.6, 0.95, 0.8, 0.85, 0.55, 0.2, 0.7, 0.75, 0.65, 0.7, 0.65, 0.8, 0.85, 0.8, 0.7, 0.9, 0.75, 0.3, 0.7, 0.65, 0.55, 0.8, 0.8]","[1, 14, 93, 104, 127, 146, 200, 227, 252, 269, 292, 315, 336, 366, 381, 437, 452, 467, 492, 499, 506, 523, 548, 565, 595, 625, 638, 655, 676, 691]",0.01524205088097485,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 0.35, 0.8, 0.95, 0.95, 1.0, 0.6, 0.95, 0.8, 0.85, 0.55, 0.2, 0.2, 0.7, 0.75, 0.75, 0.75, 0.75, 0.65, 0.7, 0.65, 0.8, 0.85, 0.8, 0.7, 0.9, 0.75, 0.75, 0.3, 0.3, 0.7, 0.65, 0.55, 0.8, 0.8]","[1, 14, 27, 40, 53, 66, 93, 104, 127, 146, 173, 200, 227, 252, 269, 292, 315, 336, 343, 366, 381, 388, 395, 410, 437, 452, 467, 492, 499, 506, 523, 548, 565, 574, 595, 602, 625, 638, 655, 676, 691]",reoptimized on extend
76,ER,Eritrea,"[0.0, 1.0, 0.0, 0.3, 0.6, 1.0, 0.1, 0.9, 1.0, 0.75, 0.95, 0.65, 0.9, 0.95, 1.0, 0.9, 0.85, 0.9, 0.95, 0.65]","[1, 14, 356, 405, 412, 419, 448, 469, 482, 499, 522, 543, 562, 584, 603, 618, 632, 643, 667, 688]",0.03915494981136701,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.6, 1.0, 1.0, 1.0, 0.1, 0.9, 1.0, 0.75, 0.95, 0.65, 0.9, 0.9, 0.95, 1.0, 0.9, 0.9, 0.85, 0.9, 0.9, 0.95, 0.65]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 356, 363, 370, 377, 384, 391, 398, 405, 412, 419, 426, 433, 448, 469, 482, 499, 522, 543, 562, 569, 584, 603, 618, 625, 632, 643, 650, 667, 688]",reoptimized on extend
77,LT,Lithuania,"[0.0, 1.0, 0.8, 0.95, 1.0, 0.65, 0.6, 0.75, 0.7, 0.8, 0.75, 0.8, 0.75, 0.7, 0.75, 0.7, 0.85, 0.9, 0.6, 0.55, 0.65, 0.75, 0.8]","[1, 14, 120, 141, 181, 287, 314, 341, 366, 385, 423, 462, 471, 486, 505, 522, 541, 560, 587, 602, 625, 655, 683]",0.010976941805588317,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.95, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.6, 0.75, 0.7, 0.8, 0.8, 0.75, 0.75, 0.75, 0.75, 0.75, 0.8, 0.75, 0.7, 0.75, 0.7, 0.85, 0.9, 0.6, 0.55, 0.65, 0.65, 0.75, 0.75, 0.8]","[1, 14, 27, 40, 53, 66, 93, 120, 141, 168, 181, 192, 199, 206, 233, 260, 287, 314, 341, 366, 385, 396, 423, 430, 437, 444, 451, 462, 471, 486, 505, 522, 541, 560, 587, 602, 625, 634, 655, 662, 683]",Old result good enough
78,GM,Gambia,"[0.0, 1.0, 0.8, 0.9, 1.0, 0.65, 0.45, 0.55, 0.65, 1.0, 0.95, 1.0, 0.9, 1.0, 0.85, 0.75, 0.85, 0.75, 0.9, 0.95, 0.9, 1.0, 0.8, 1.0, 0.5, 0.8, 0.95, 1.0, 0.9]","[1, 14, 93, 100, 111, 193, 220, 227, 234, 255, 282, 309, 322, 343, 370, 381, 404, 417, 434, 461, 484, 505, 524, 545, 564, 591, 617, 632, 689]",0.020853759603274246,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.45, 0.55, 0.65, 1.0, 0.95, 1.0, 0.9, 1.0, 0.85, 0.75, 0.85, 0.75, 0.9, 0.95, 0.9, 1.0, 0.8, 1.0, 0.5, 0.8, 0.8, 0.95, 1.0, 1.0, 1.0, 0.9]","[1, 14, 27, 40, 53, 66, 93, 100, 111, 118, 125, 132, 139, 166, 193, 220, 227, 234, 255, 282, 309, 322, 343, 370, 381, 404, 417, 434, 461, 484, 505, 524, 545, 564, 591, 598, 617, 632, 647, 662, 689]",reoptimized on extend
79,IE,Ireland,"[0.0, 1.0, 0.0, 0.15, 0.85, 0.95, 0.85, 1.0, 0.9, 0.15, 0.7, 0.65, 0.7, 0.5, 0.75, 0.8, 0.85, 0.8, 0.9, 1.0, 0.45, 0.9, 0.8, 0.75, 0.8, 0.75, 0.85]","[1, 14, 99, 106, 127, 148, 202, 229, 256, 283, 306, 329, 356, 379, 406, 419, 438, 478, 501, 522, 541, 564, 591, 606, 642, 669, 696]",0.019285026315291824,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.15, 0.85, 0.95, 0.95, 0.85, 1.0, 0.9, 0.15, 0.7, 0.65, 0.7, 0.5, 0.75, 0.8, 0.85, 0.85, 0.8, 0.9, 1.0, 0.45, 0.9, 0.8, 0.75, 0.75, 0.8, 0.75, 0.85]","[1, 14, 27, 40, 53, 80, 99, 106, 127, 148, 175, 202, 229, 256, 283, 306, 329, 356, 379, 406, 419, 438, 451, 478, 501, 522, 541, 564, 591, 606, 621, 642, 669, 696]",reoptimized on extend
80,GH,Ghana,"[0.0, 1.0, 0.35, 0.85, 0.8, 0.85, 0.6, 0.7, 0.9, 0.7, 0.85, 0.9, 0.85, 0.8, 0.9, 0.95, 0.5, 0.65, 0.2, 0.35, 0.85, 0.9, 0.85, 0.95, 0.85, 1.0, 0.5, 0.8, 0.7, 0.65, 0.7, 0.9, 0.95, 0.65, 0.8]","[1, 14, 93, 114, 129, 154, 173, 182, 203, 224, 245, 264, 287, 304, 319, 332, 353, 370, 395, 402, 423, 434, 453, 468, 489, 506, 531, 552, 565, 580, 596, 621, 648, 680, 699]",0.02064386168990443,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.85, 0.8, 0.85, 0.6, 0.7, 0.9, 0.7, 0.85, 0.9, 0.85, 0.8, 0.9, 0.95, 0.5, 0.65, 0.2, 0.35, 0.85, 0.9, 0.85, 0.95, 0.85, 1.0, 0.5, 0.8, 0.7, 0.65, 0.65, 0.7, 0.9, 0.95, 0.95, 0.65, 0.8]","[1, 14, 27, 40, 53, 66, 93, 114, 129, 154, 173, 182, 203, 224, 245, 264, 287, 304, 319, 332, 353, 370, 395, 402, 423, 434, 453, 468, 489, 506, 531, 552, 565, 580, 587, 596, 621, 648, 659, 680, 699]",reoptimized on extend
81,MY,Malaysia,"[0.0, 1.0, 0.5, 0.9, 0.95, 1.0, 0.9, 0.45, 0.85, 0.9, 0.7, 0.65, 0.4, 0.6, 0.8, 0.9, 0.6, 0.35, 0.65, 0.8, 0.85, 0.95, 0.9]","[1, 14, 91, 112, 133, 160, 268, 291, 312, 327, 344, 371, 396, 413, 434, 455, 472, 499, 518, 537, 634, 655, 682]",0.006423410650509208,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.9, 0.95, 1.0, 1.0, 1.0, 1.0, 0.9, 0.45, 0.85, 0.9, 0.7, 0.65, 0.4, 0.6, 0.8, 0.9, 0.6, 0.35, 0.65, 0.8, 0.8, 0.8, 0.8, 0.8, 0.85, 0.95, 0.95, 0.9]","[1, 14, 27, 40, 53, 64, 91, 112, 133, 160, 187, 214, 241, 268, 291, 312, 327, 344, 371, 396, 413, 434, 455, 472, 499, 518, 537, 562, 575, 602, 615, 634, 655, 662, 681]",Old result good enough
82,GW,Guinea-Bissau,"[0.0, 1.0, 0.0, 0.7, 0.8, 0.9, 1.0, 0.75, 0.8, 0.95, 1.0, 0.9, 0.85, 1.0, 0.9, 1.0, 0.55, 0.7, 0.95, 1.0, 0.95, 0.85, 0.9, 0.65, 0.75, 0.7, 0.75, 0.95, 0.9]","[1, 14, 116, 156, 175, 192, 209, 231, 244, 263, 284, 297, 324, 347, 364, 389, 412, 431, 471, 484, 511, 538, 551, 562, 589, 596, 603, 624, 693]",0.021503622781974388,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.7, 0.8, 0.9, 1.0, 1.0, 0.75, 0.8, 0.95, 1.0, 0.9, 0.85, 1.0, 0.9, 1.0, 0.55, 0.7, 0.7, 0.95, 1.0, 0.95, 0.85, 0.9, 0.65, 0.75, 0.7, 0.75, 0.95, 0.95, 0.95, 0.95, 0.95, 0.9]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 116, 129, 156, 175, 192, 209, 216, 231, 244, 263, 284, 297, 324, 347, 364, 389, 412, 431, 450, 471, 484, 511, 538, 551, 562, 589, 596, 603, 624, 631, 646, 661, 668, 693]",reoptimized on extend
83,IT,Italy,"[0.0, 1.0, 0.0, 0.8, 0.9, 0.95, 0.9, 0.95, 0.8, 0.9, 0.3, 0.45, 0.75, 0.8, 0.75, 0.8, 0.75, 0.7, 0.75, 0.8, 0.85, 0.8, 0.6, 0.7, 0.65, 0.7, 0.75, 0.7]","[1, 14, 65, 103, 124, 151, 178, 205, 232, 259, 286, 309, 334, 357, 384, 407, 445, 466, 473, 494, 536, 561, 588, 599, 614, 629, 674, 685]",0.01617048028143248,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.8, 0.9, 0.95, 0.9, 0.95, 0.8, 0.9, 0.3, 0.45, 0.75, 0.8, 0.75, 0.8, 0.8, 0.75, 0.75, 0.75, 0.7, 0.75, 0.8, 0.8, 0.85, 0.8, 0.6, 0.7, 0.65, 0.7, 0.7, 0.7, 0.75, 0.7]","[1, 14, 27, 40, 65, 80, 103, 124, 151, 178, 205, 232, 259, 286, 309, 334, 357, 384, 407, 422, 445, 452, 459, 466, 473, 494, 509, 536, 561, 588, 599, 614, 629, 644, 659, 674, 685]",reoptimized on extend
84,LV,Latvia,"[0.0, 1.0, 0.9, 1.0, 0.7, 0.75, 0.7, 0.75, 0.8, 0.85, 0.75, 0.7, 0.75, 0.7, 0.8, 0.9, 0.7, 0.55, 0.7, 0.65, 0.75]","[1, 14, 133, 160, 301, 328, 355, 376, 389, 436, 451, 464, 513, 532, 547, 568, 610, 627, 652, 673, 690]",0.012348364379616936,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 0.75, 0.7, 0.75, 0.8, 0.8, 0.8, 0.85, 0.75, 0.7, 0.7, 0.7, 0.75, 0.7, 0.8, 0.9, 0.9, 0.7, 0.55, 0.7, 0.65, 0.75]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 185, 192, 199, 206, 213, 220, 247, 274, 301, 328, 355, 376, 389, 404, 413, 436, 451, 464, 479, 486, 513, 532, 547, 568, 583, 610, 627, 652, 673, 690]",Old result good enough
85,HT,Haiti,"[0.0, 1.0, 0.55, 0.8, 0.9, 0.95, 1.0, 0.8, 0.85, 0.95, 1.0, 0.5, 0.8, 0.85, 0.9, 0.95, 1.0, 0.9, 0.8, 0.9, 0.95]","[1, 14, 113, 138, 182, 212, 288, 364, 385, 412, 454, 491, 518, 541, 560, 581, 602, 633, 646, 663, 695]",0.015401636877459414,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 0.8, 0.8, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 1.0, 1.0, 1.0, 0.8, 0.85, 0.95, 0.95, 1.0, 1.0, 1.0, 0.5, 0.8, 0.85, 0.9, 0.95, 1.0, 1.0, 1.0, 0.9, 0.8, 0.9, 0.9, 0.9, 0.9]","[1, 14, 27, 40, 53, 66, 79, 86, 113, 138, 163, 182, 189, 212, 219, 226, 233, 254, 261, 288, 303, 316, 343, 364, 385, 412, 427, 454, 469, 478, 491, 518, 541, 560, 581, 602, 609, 616, 633, 646, 663, 670, 677, 684]",Old result retained on extend - better than new 
86,KG,Kyrgyzstan,"[0.0, 1.0, 0.95, 0.8, 0.55, 0.25, 0.45, 0.6, 0.7, 1.0, 0.2, 0.85, 0.75, 0.95, 0.5, 0.9, 0.7, 0.8, 0.85, 0.75, 0.9, 0.95, 0.75, 0.85]","[1, 14, 106, 160, 187, 198, 205, 212, 219, 234, 295, 318, 345, 370, 397, 420, 474, 499, 524, 574, 593, 620, 674, 695]",0.03843715987007708,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 0.95, 0.8, 0.55, 0.25, 0.45, 0.6, 0.7, 1.0, 1.0, 1.0, 0.2, 0.85, 0.75, 0.95, 0.5, 0.9, 0.9, 0.7, 0.8, 0.85, 0.85, 0.75, 0.9, 0.95, 0.95, 0.75, 0.85]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 187, 198, 205, 212, 219, 234, 241, 268, 295, 318, 345, 370, 397, 420, 447, 474, 499, 524, 551, 574, 593, 620, 647, 674, 695]",reoptimized on extend
87,JM,Jamaica,"[0.0, 1.0, 0.85, 0.6, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.8, 0.85, 0.8, 0.9, 0.85, 0.8, 0.75, 0.9, 0.75, 0.9, 0.95]","[1, 14, 241, 268, 289, 310, 356, 377, 396, 450, 461, 488, 505, 537, 554, 595, 604, 634, 657, 680, 705]",0.016431715734105776,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 0.6, 0.85, 0.9, 0.9, 0.85, 0.9, 0.8, 0.8, 0.75, 0.8, 0.85, 0.8, 0.8, 0.9, 0.85, 0.85, 0.85, 0.8, 0.75, 0.75, 0.9, 0.75, 0.9, 0.95]","[1, 14, 27, 40, 53, 66, 93, 120, 139, 166, 173, 180, 187, 214, 241, 268, 289, 310, 337, 356, 377, 396, 423, 450, 461, 488, 505, 514, 537, 554, 561, 568, 595, 604, 611, 634, 657, 680, 705]",reoptimized on extend
88,MD,Moldova,"[0.0, 1.0, 0.45, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.8, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.7, 0.75]","[1, 14, 120, 141, 168, 183, 198, 252, 298, 307, 330, 341, 379, 398, 425, 463, 482, 509, 530, 545, 572, 599, 642, 669]",0.014708047208651088,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.45, 0.85, 0.9, 0.85, 0.9, 0.9, 0.85, 0.85, 0.9, 0.85, 0.9, 0.85, 0.85, 0.9, 0.8, 0.75, 0.75, 0.8, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.75, 0.75, 0.7, 0.75]","[1, 14, 27, 40, 53, 66, 93, 120, 141, 168, 183, 198, 225, 252, 279, 298, 307, 330, 341, 356, 379, 398, 425, 452, 463, 482, 509, 530, 545, 572, 599, 614, 623, 642, 669]",Old result good enough
89,MN,Mongolia,"[0.0, 1.0, 0.7, 1.0, 0.45, 0.55, 0.8, 0.9, 0.8, 0.9, 0.95, 0.9, 0.75, 0.85, 0.9]","[1, 14, 379, 396, 450, 477, 496, 517, 542, 565, 584, 605, 626, 656, 677]",0.005553283868936035,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 1.0, 1.0, 0.45, 0.55, 0.8, 0.9, 0.8, 0.9, 0.95, 0.9, 0.75, 0.75, 0.85, 0.9]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 352, 379, 396, 423, 450, 477, 496, 517, 542, 565, 584, 605, 626, 635, 656, 677]",Old result good enough
90,MA,Morocco,"[0.0, 1.0, 0.35, 0.9, 1.0, 0.85, 0.6, 0.7, 0.85, 0.8, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.6, 0.65, 0.85, 0.9, 0.85]","[1, 14, 99, 120, 137, 164, 189, 216, 256, 306, 332, 358, 375, 413, 451, 509, 522, 559, 579, 594, 615, 640, 678]",0.009988168782998437,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.9, 1.0, 0.85, 0.6, 0.7, 0.7, 0.85, 0.85, 0.8, 0.8, 0.85, 0.85, 0.9, 0.85, 0.85, 0.9, 0.9, 0.85, 0.85, 0.85, 0.85, 0.9, 0.8, 0.8, 0.8, 0.75, 0.75, 0.6, 0.65, 0.85, 0.9, 0.9, 0.85]","[1, 14, 27, 40, 53, 80, 99, 120, 137, 164, 189, 216, 235, 256, 283, 306, 313, 332, 339, 358, 375, 388, 413, 424, 451, 466, 481, 494, 509, 522, 537, 546, 559, 566, 579, 594, 615, 640, 653, 678]",Old result good enough
