,Code,Country,Severities,Trigger Dates,Score,Long Sev,Long Trig,Method
20,AL,Albania,"[0.0, 1.0, 0.85, 1.0, 0.6, 0.85, 0.9, 0.7, 0.8, 0.9, 0.65, 0.7, 0.8, 0.85, 0.8, 0.95, 1.0, 0.6, 0.7, 0.65, 0.75, 0.8]","[1, 14, 107, 126, 180, 205, 278, 303, 330, 374, 397, 424, 445, 462, 500, 527, 544, 601, 626, 639, 664, 691]",0.01827932651061268,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 1.0, 1.0, 0.6, 0.85, 0.85, 0.85, 0.9, 0.7, 0.8, 0.8, 0.9, 0.65, 0.7, 0.8, 0.85, 0.85, 0.8, 0.95, 1.0, 1.0, 1.0, 0.6, 0.7, 0.65, 0.75, 0.8]","[1, 14, 27, 40, 53, 80, 107, 126, 153, 180, 205, 232, 259, 278, 303, 330, 349, 374, 397, 424, 445, 462, 473, 500, 527, 544, 559, 574, 601, 626, 639, 664, 691]",reoptimized on extend
21,CR,Costa Rica,"[0.0, 1.0, 0.3, 0.8, 0.85, 0.75, 0.8, 0.85, 0.8, 0.75, 0.8, 0.85, 0.8, 0.7, 0.8, 0.85, 0.75, 0.65, 0.6, 0.65, 0.7, 0.85]","[1, 14, 201, 226, 251, 264, 283, 306, 329, 346, 376, 408, 443, 466, 529, 552, 563, 586, 605, 628, 641, 662]",0.01277510914949924,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3, 0.8, 0.85, 0.75, 0.8, 0.85, 0.8, 0.75, 0.75, 0.8, 0.8, 0.85, 0.85, 0.85, 0.8, 0.7, 0.7, 0.7, 0.8, 0.8, 0.8, 0.85, 0.75, 0.65, 0.6, 0.65, 0.7, 0.85, 0.9]","[1, 14, 27, 40, 53, 66, 93, 120, 147, 174, 201, 226, 251, 264, 283, 306, 329, 346, 355, 376, 387, 408, 415, 426, 443, 466, 493, 508, 529, 536, 543, 552, 563, 586, 605, 628, 641, 662, 677]",Old result good enough
22,CI,Cote d'Ivoire,"[0.0, 1.0, 0.15, 0.85, 0.8, 0.9, 0.85, 0.8, 0.9, 1.0, 0.0, 0.9, 0.7, 0.85, 0.75, 0.8, 0.9, 0.85, 0.9, 0.75, 0.8, 0.6, 0.8, 0.85, 0.95, 1.0]","[1, 14, 104, 125, 180, 208, 223, 240, 265, 280, 306, 333, 371, 427, 452, 467, 488, 507, 534, 559, 572, 597, 620, 633, 658, 681]",0.00994205737298322,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.15, 0.85, 0.85, 0.85, 0.8, 0.8, 0.9, 0.85, 0.8, 0.9, 1.0, 1.0, 0.0, 0.9, 0.9, 0.7, 0.7, 0.7, 0.7, 0.85, 0.75, 0.8, 0.9, 0.85, 0.9, 0.75, 0.8, 0.6, 0.8, 0.85, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 77, 104, 125, 140, 167, 180, 187, 208, 223, 240, 265, 280, 287, 306, 333, 350, 371, 378, 393, 406, 427, 452, 467, 488, 507, 534, 559, 572, 597, 620, 633, 658, 681]",Old result good enough
23,HR,Croatia,"[0.0, 1.0, 0.6, 0.9, 1.0, 0.75, 0.9, 0.65, 0.8, 0.45, 0.75, 0.8, 0.85, 0.7, 0.8, 0.85, 0.9, 0.85, 0.75, 0.55, 0.7, 0.65]","[1, 14, 120, 139, 158, 210, 237, 258, 285, 304, 327, 379, 433, 458, 506, 525, 552, 567, 582, 618, 643, 666]",0.012048103680759863,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 0.9, 1.0, 1.0, 0.75, 0.9, 0.65, 0.8, 0.45, 0.75, 0.75, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.85, 0.7, 0.7, 0.7, 0.7, 0.8, 0.85, 0.9, 0.85, 0.8, 0.75, 0.55, 0.7, 0.7, 0.6]","[1, 14, 27, 40, 53, 66, 93, 120, 139, 158, 185, 210, 237, 258, 285, 304, 327, 340, 347, 360, 379, 386, 401, 410, 433, 458, 465, 472, 481, 506, 525, 552, 563, 578, 593, 618, 643, 652, 673]",Old result good enough
24,CU,Cuba,"[0.0, 1.0, 0.65, 1.0, 0.85, 0.9, 1.0, 0.6, 0.65, 0.75, 0.55, 0.5, 0.7, 0.4, 0.75, 0.8, 0.7, 0.8, 0.9]","[1, 14, 120, 143, 251, 278, 293, 374, 401, 418, 472, 491, 510, 564, 587, 610, 623, 651, 674]",0.007707196488241178,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 1.0, 1.0, 1.0, 1.0, 0.85, 0.9, 1.0, 1.0, 1.0, 0.6, 0.65, 0.75, 0.75, 0.55, 0.5, 0.7, 0.7, 0.4, 0.75, 0.75, 0.75, 0.8, 0.7, 0.7, 0.8, 0.9]","[1, 14, 27, 40, 53, 66, 93, 120, 143, 170, 197, 224, 251, 278, 293, 320, 347, 374, 401, 418, 445, 472, 491, 510, 537, 564, 587, 594, 601, 610, 623, 630, 651, 672]",Old result good enough
25,BO,Bolivia,"[0.0, 1.0, 0.65, 0.8, 0.75, 0.8, 0.85, 0.8, 0.85, 1.0, 0.9, 0.95, 0.9, 0.75, 0.6, 0.75, 0.85, 0.9, 0.8, 0.75, 0.65, 0.75, 0.8, 0.85, 0.8, 0.85, 0.75, 0.75]","[1, 14, 104, 131, 156, 183, 225, 253, 266, 287, 300, 323, 340, 367, 382, 405, 422, 439, 462, 477, 517, 534, 549, 568, 589, 649, 672, 685]",0.015591730295299068,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.8, 0.75, 0.8, 0.8, 0.85, 0.85, 0.8, 0.85, 1.0, 0.9, 0.95, 0.9, 0.75, 0.6, 0.75, 0.85, 0.9, 0.8, 0.75, 0.75, 0.65, 0.75, 0.8, 0.85, 0.8, 0.8, 0.8, 0.8, 0.85, 0.75, 0.75]","[1, 14, 27, 40, 53, 66, 77, 104, 131, 156, 183, 206, 225, 240, 253, 266, 287, 300, 323, 340, 367, 382, 405, 422, 439, 462, 477, 492, 517, 534, 549, 568, 589, 604, 619, 634, 649, 672, 685]",reoptimized on extend
26,CZ,Czechia,"[0.0, 1.0, 0.5, 0.85, 0.9, 0.95, 0.85, 0.8, 0.65, 0.25, 0.55, 0.8, 0.85, 0.7, 0.65, 0.75, 0.65, 0.75, 0.8, 0.75, 0.8, 0.85, 0.9, 0.8, 0.7, 0.65, 0.25]","[1, 14, 93, 118, 133, 160, 187, 214, 241, 268, 293, 325, 345, 360, 373, 390, 434, 459, 482, 495, 516, 561, 591, 606, 636, 651, 674]",0.013735210370620126,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.85, 0.9, 0.95, 0.85, 0.8, 0.65, 0.25, 0.55, 0.55, 0.8, 0.8, 0.85, 0.7, 0.65, 0.75, 0.75, 0.75, 0.75, 0.65, 0.75, 0.75, 0.75, 0.8, 0.75, 0.85, 0.75, 0.85, 0.85, 0.9, 0.85, 0.75, 0.7, 0.65, 0.3]","[1, 14, 27, 40, 53, 66, 93, 118, 133, 160, 187, 214, 241, 268, 293, 300, 325, 332, 345, 360, 373, 390, 397, 404, 411, 434, 457, 464, 471, 490, 503, 528, 545, 560, 575, 590, 605, 620, 635, 650, 675]",Old result good enough
27,DK,Denmark,"[0.0, 1.0, 0.35, 0.8, 0.9, 0.95, 0.9, 1.0, 0.95, 0.65, 0.7, 0.65, 0.4, 0.35, 0.65, 0.8, 0.9, 0.75, 0.85, 0.95, 0.9, 0.95, 0.9, 0.5, 0.7, 0.75, 0.55]","[1, 14, 89, 110, 131, 150, 173, 200, 254, 273, 294, 319, 344, 367, 388, 410, 427, 467, 486, 509, 539, 554, 584, 609, 649, 658, 681]",0.011895692875467467,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.8, 0.9, 0.95, 0.9, 1.0, 1.0, 0.95, 0.65, 0.7, 0.65, 0.4, 0.35, 0.65, 0.65, 0.8, 0.9, 0.9, 0.75, 0.85, 0.95, 0.95, 0.9, 0.95, 0.95, 0.9, 0.5, 0.5, 0.7, 0.75, 0.55]","[1, 14, 27, 40, 53, 62, 89, 110, 131, 150, 173, 200, 227, 254, 273, 294, 319, 344, 367, 388, 395, 410, 427, 442, 467, 486, 509, 524, 539, 554, 569, 584, 609, 622, 649, 658, 681]",Old result good enough
28,BS,Bahamas,"[0.0, 1.0, 0.4, 1.0, 0.15, 0.75, 0.85, 0.8, 0.9, 0.95, 0.55, 0.95, 0.75, 0.7, 0.9, 0.75, 0.65, 0.75, 0.85, 0.8, 0.65, 0.85, 0.55, 0.65, 0.85, 0.8, 0.85, 0.9]","[1, 14, 104, 127, 227, 250, 267, 304, 323, 342, 365, 388, 415, 436, 461, 476, 487, 504, 521, 546, 568, 595, 616, 623, 644, 659, 676, 691]",0.015012862341395351,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 1.0, 0.15, 0.75, 0.85, 0.85, 0.85, 0.8, 0.9, 0.95, 0.55, 0.95, 0.75, 0.7, 0.9, 0.75, 0.65, 0.75, 0.85, 0.8, 0.8, 0.65, 0.85, 0.55, 0.65, 0.85, 0.8, 0.85, 0.9]","[1, 14, 27, 40, 53, 66, 79, 104, 127, 154, 181, 200, 227, 250, 267, 278, 285, 304, 323, 342, 365, 388, 415, 436, 461, 476, 487, 504, 521, 546, 553, 568, 595, 616, 623, 644, 659, 676, 691]",reoptimized on extend
29,BF,Burkina Faso,"[0.0, 1.0, 0.0, 0.8, 0.95, 1.0, 0.55, 0.95, 0.6, 0.9, 1.0, 0.55, 0.85, 0.8, 0.95, 1.0, 0.95, 0.65, 0.75, 0.9, 1.0, 0.95, 0.9, 0.8, 1.0, 0.4, 0.5, 0.6, 0.9, 0.75]","[1, 14, 89, 110, 129, 148, 227, 250, 277, 304, 321, 348, 380, 393, 419, 442, 449, 462, 473, 496, 523, 546, 576, 603, 618, 633, 640, 647, 666, 691]",0.0169925377282938,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.8, 0.95, 1.0, 1.0, 1.0, 0.55, 0.95, 0.6, 0.9, 1.0, 0.55, 0.55, 0.85, 0.8, 0.8, 0.95, 1.0, 0.95, 0.65, 0.75, 0.9, 1.0, 0.95, 0.95, 0.9, 0.8, 1.0, 0.4, 0.5, 0.6, 0.9, 0.75]","[1, 14, 27, 40, 53, 66, 89, 110, 129, 148, 175, 202, 227, 250, 277, 304, 321, 348, 355, 380, 393, 400, 419, 442, 449, 462, 473, 496, 523, 546, 561, 576, 603, 618, 633, 640, 647, 666, 691]",reoptimized on extend
30,AR,Argentina,"[0.0, 1.0, 0.35, 0.85, 0.8, 0.75, 0.8, 0.75, 0.8, 0.9, 0.85, 0.8, 0.75, 0.8, 0.75, 0.65, 0.7, 0.75, 0.7, 0.75, 0.7, 0.75, 0.85, 0.7, 0.65]","[1, 14, 105, 128, 155, 207, 241, 280, 289, 310, 325, 377, 392, 411, 453, 478, 497, 524, 545, 552, 615, 636, 659, 680, 695]",0.011586572814217858,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.85, 0.8, 0.8, 0.75, 0.75, 0.8, 0.8, 0.8, 0.75, 0.8, 0.9, 0.85, 0.85, 0.85, 0.85, 0.8, 0.75, 0.8, 0.8, 0.75, 0.65, 0.7, 0.75, 0.75, 0.75, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7, 0.75, 0.85, 0.7, 0.65]","[1, 14, 27, 40, 53, 80, 105, 128, 155, 182, 207, 216, 241, 248, 265, 280, 289, 310, 325, 332, 347, 358, 377, 392, 411, 426, 453, 478, 497, 524, 531, 538, 545, 552, 559, 566, 573, 588, 615, 636, 659, 680, 695]",reoptimized on extend
31,BZ,Belize,"[0.0, 1.0, 0.7, 1.0, 0.8, 0.4, 0.9, 0.7, 0.8, 0.7, 0.8, 0.85, 0.9, 0.95, 0.8, 0.6, 1.0, 0.5, 0.8, 0.85, 0.6, 0.7, 0.65, 0.7, 0.75, 0.7]","[1, 14, 106, 127, 224, 245, 266, 289, 308, 329, 346, 359, 406, 433, 460, 485, 508, 529, 550, 563, 582, 612, 626, 635, 673, 692]",0.013109495599692145,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.4, 0.9, 0.7, 0.8, 0.7, 0.8, 0.85, 0.85, 0.85, 0.85, 0.85, 0.9, 0.95, 0.8, 0.6, 1.0, 0.5, 0.8, 0.85, 0.6, 0.6, 0.7, 0.7, 0.65, 0.7, 0.7, 0.7, 0.7, 0.75, 0.7]","[1, 14, 27, 40, 53, 66, 79, 106, 127, 134, 141, 148, 155, 162, 169, 176, 183, 190, 197, 224, 245, 266, 289, 308, 329, 346, 359, 366, 373, 380, 387, 406, 433, 460, 485, 508, 529, 550, 563, 582, 593, 612, 619, 626, 635, 642, 649, 656, 673, 692]",reoptimized on extend
32,CL,Chile,"[0.0, 1.0, 0.6, 0.7, 0.75, 0.6, 0.65, 0.85, 0.9, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.75, 0.8, 0.75, 0.8, 0.75, 0.7, 0.75, 0.8, 0.85, 0.8, 0.85, 0.65, 0.6]","[1, 14, 93, 118, 145, 160, 169, 192, 234, 249, 272, 299, 318, 345, 356, 383, 430, 447, 503, 512, 535, 556, 592, 619, 634, 647, 674, 689]",0.014959835743713188,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 0.7, 0.75, 0.6, 0.65, 0.85, 0.85, 0.9, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.75, 0.75, 0.75, 0.8, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.8, 0.75, 0.7, 0.75, 0.75, 0.8, 0.85, 0.8, 0.85, 0.65, 0.6]","[1, 14, 27, 40, 53, 66, 93, 118, 145, 160, 169, 192, 211, 234, 249, 272, 299, 318, 345, 356, 383, 398, 405, 430, 447, 460, 467, 474, 481, 488, 503, 512, 535, 556, 565, 592, 619, 634, 647, 674, 689]",Old result good enough
33,BJ,Benin,"[0.0, 1.0, 0.0, 0.15, 0.85, 0.8, 0.55, 0.85, 0.9, 1.0, 0.95, 0.65, 0.75, 0.8, 0.95, 0.85, 1.0, 0.15, 0.35, 0.75, 0.8, 0.9, 0.95, 0.9, 0.85, 0.95, 0.75, 0.8, 0.85, 0.8, 0.7, 0.75, 0.9, 0.95, 1.0, 1.0]","[1, 14, 93, 112, 131, 156, 173, 194, 215, 236, 247, 281, 290, 305, 341, 356, 365, 380, 389, 412, 425, 448, 469, 476, 493, 514, 537, 554, 569, 583, 606, 615, 634, 655, 668, 690]",0.024954401805180416,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.15, 0.85, 0.8, 0.55, 0.85, 0.9, 1.0, 0.95, 0.95, 0.65, 0.75, 0.8, 0.8, 0.95, 0.85, 1.0, 0.15, 0.35, 0.75, 0.8, 0.9, 0.9, 0.9, 0.95, 0.8, 0.95, 0.75, 0.8, 0.85, 0.85, 0.8, 0.7, 0.9, 0.9, 0.95, 1.0, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 79, 86, 93, 112, 131, 156, 173, 194, 215, 236, 247, 254, 281, 290, 305, 320, 341, 356, 365, 380, 389, 412, 425, 448, 455, 462, 471, 488, 509, 536, 555, 572, 579, 586, 613, 634, 641, 654, 669, 676, 691]",Old result retained on extend - better than new 
34,BY,Belarus,"[0.0, 1.0, 0.65, 0.85, 0.75, 0.7, 0.8, 0.85, 0.9, 0.6, 0.65, 0.7, 0.65, 0.7, 0.75, 0.7, 0.65, 0.7]","[1, 14, 106, 133, 158, 175, 225, 271, 305, 330, 357, 395, 491, 502, 602, 619, 655, 697]",0.015286338391746462,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.85, 0.75, 0.7, 0.7, 0.8, 0.8, 0.85, 0.85, 0.9, 0.6, 0.65, 0.65, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.65, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.7, 0.7, 0.65, 0.65, 0.7]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 158, 175, 202, 225, 250, 271, 278, 305, 330, 357, 378, 395, 420, 427, 434, 441, 468, 477, 484, 491, 502, 517, 532, 539, 546, 553, 560, 575, 602, 619, 644, 655, 670, 697]",reoptimized on extend
35,TD,Chad,"[0.0, 1.0, 0.0, 1.0, 0.95, 0.75, 0.7, 0.9, 0.95, 1.0, 0.35, 0.85, 0.9, 0.8, 0.95, 1.0, 0.8, 1.0, 0.65, 1.0, 0.0, 0.0]","[1, 14, 112, 168, 212, 239, 266, 293, 320, 347, 374, 399, 426, 449, 466, 493, 516, 535, 616, 631, 652, 682]",0.08028666470177079,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.95, 0.75, 0.7, 0.9, 0.95, 1.0, 0.35, 0.85, 0.9, 0.8, 0.95, 1.0, 0.8, 1.0, 1.0, 1.0, 0.65, 1.0, 0.0, 0.0, 0.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 112, 119, 126, 133, 140, 147, 168, 185, 212, 239, 266, 293, 320, 347, 374, 399, 426, 449, 466, 493, 516, 535, 562, 589, 616, 631, 652, 667, 682]",reoptimized on extend
36,ET,Ethiopia,"[0.0, 1.0, 0.45, 0.85, 0.8, 0.75, 0.85, 0.9, 0.95, 0.85, 0.9, 0.85, 0.9, 0.85, 0.8, 0.85, 0.8, 0.85, 0.9, 0.95, 0.9, 0.95, 0.7, 0.75, 0.8, 0.9, 0.95]","[1, 14, 160, 181, 208, 223, 244, 261, 282, 295, 323, 338, 363, 402, 421, 451, 466, 479, 500, 525, 558, 569, 590, 607, 634, 660, 677]",0.00943224862759294,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.45, 0.85, 0.8, 0.75, 0.85, 0.9, 0.9, 0.9, 0.95, 0.85, 0.85, 0.9, 0.85, 0.9, 0.9, 0.9, 0.85, 0.8, 0.8, 0.85, 0.8, 0.85, 0.9, 0.95, 0.95, 0.95, 0.9, 0.95, 0.7, 0.75, 0.8, 0.8, 0.9, 0.95]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 181, 208, 223, 244, 261, 268, 275, 282, 295, 302, 323, 338, 363, 370, 377, 402, 421, 428, 451, 466, 479, 500, 525, 532, 539, 558, 569, 590, 607, 634, 641, 660, 677]",Old result good enough
37,FJ,Fiji,"[0.0, 1.0, 0.85, 0.95, 1.0, 0.8, 0.35, 0.6, 0.8, 0.85, 0.9, 0.8, 0.95]","[1, 14, 223, 250, 264, 514, 541, 568, 589, 608, 623, 646, 667]",0.007147637039622781,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 0.95, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.35, 0.6, 0.8, 0.85, 0.9, 0.8, 0.85, 0.95]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 223, 250, 257, 264, 271, 278, 285, 292, 299, 306, 313, 320, 327, 334, 341, 348, 355, 362, 369, 376, 383, 390, 397, 404, 411, 418, 425, 432, 439, 446, 453, 460, 487, 514, 541, 568, 589, 606, 625, 646, 655, 672]",Old result good enough
38,BI,Burundi,"[0.0, 1.0, 0.0, 0.35, 1.0, 0.95, 1.0, 0.95, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.3, 0.8, 1.0, 0.95, 0.85]","[1, 14, 99, 120, 137, 299, 326, 343, 357, 389, 396, 435, 442, 479, 521, 569, 578, 597, 612, 646, 673]",0.03426673198393063,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 0.95, 0.95, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.25, 0.7, 1.0, 1.0, 1.0, 0.95, 0.65, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 99, 106, 113, 120, 137, 164, 191, 218, 245, 272, 299, 326, 343, 350, 357, 364, 389, 396, 403, 410, 435, 442, 449, 460, 479, 486, 493, 500, 507, 514, 521, 528, 535, 542, 569, 580, 595, 612, 619, 626, 653, 680, 687]",Old result retained on extend - better than new 
39,CN,China,"[0.0, 1.0, 0.0, 0.95, 1.0, 0.65, 0.8, 1.0, 0.65, 1.0, 0.7, 0.95, 0.85, 1.0, 0.05, 1.0, 0.75, 1.0, 0.45]","[1, 14, 43, 73, 88, 110, 123, 142, 223, 250, 358, 385, 412, 439, 601, 616, 643, 658, 685]",0.042111160846101725,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.95, 1.0, 1.0, 0.65, 0.8, 1.0, 1.0, 1.0, 0.65, 1.0, 1.0, 1.0, 1.0, 0.7, 0.95, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.05, 1.0, 0.75, 1.0, 0.45]","[1, 14, 27, 36, 43, 50, 73, 88, 95, 110, 123, 142, 169, 196, 223, 250, 277, 304, 331, 358, 385, 412, 439, 466, 493, 520, 547, 574, 601, 616, 643, 658, 685]",reoptimized on extend
40,CD,Congo (Kinshasa),"[0.0, 1.0, 0.1, 0.85, 0.9, 0.8, 0.85, 0.8, 0.95, 0.85, 1.0, 0.95, 0.75, 0.8, 0.95, 0.8, 0.55, 0.65, 0.7, 1.0, 0.95, 0.9, 0.8, 0.95, 0.8, 0.95, 0.6, 0.65, 0.9, 0.95, 1.0, 0.65, 0.85, 0.95, 0.9]","[1, 14, 91, 112, 127, 140, 153, 177, 198, 233, 258, 271, 291, 302, 321, 348, 355, 362, 369, 388, 407, 432, 457, 474, 493, 514, 529, 536, 557, 580, 605, 626, 653, 668, 681]",0.027896122721992662,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 0.85, 0.9, 0.8, 0.85, 0.85, 0.8, 0.95, 0.95, 0.95, 0.85, 1.0, 0.95, 0.95, 0.75, 0.8, 0.95, 0.8, 0.55, 0.65, 0.7, 1.0, 0.95, 0.9, 0.8, 0.95, 0.8, 0.95, 0.6, 0.65, 0.9, 0.95, 1.0, 0.55, 0.85, 1.0, 0.85]","[1, 14, 27, 40, 53, 66, 91, 112, 127, 140, 153, 170, 177, 198, 205, 212, 233, 258, 271, 278, 291, 302, 321, 348, 355, 362, 369, 388, 407, 434, 457, 474, 491, 512, 529, 536, 559, 576, 603, 626, 649, 670, 683]",Old result retained on extend - better than new 
41,CV,Cabo Verde,"[0.0, 1.0, 0.85, 1.0, 0.75, 0.8, 0.7, 0.9, 0.8, 0.9, 0.7, 0.8, 0.9, 0.95, 0.8, 0.4, 0.5, 0.85, 0.9, 0.75, 0.8, 0.7, 0.8, 0.9, 0.75, 0.8, 0.85, 0.4, 0.75, 0.8, 0.9, 1.0, 0.95]","[1, 14, 93, 118, 145, 172, 183, 202, 227, 248, 269, 292, 309, 326, 343, 384, 391, 412, 421, 438, 455, 478, 497, 518, 539, 564, 591, 608, 627, 640, 659, 676, 689]",0.01884900506879358,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 1.0, 0.75, 0.8, 0.7, 0.9, 0.8, 0.9, 0.7, 0.8, 0.9, 0.95, 0.8, 0.8, 0.8, 0.4, 0.5, 0.85, 0.9, 0.75, 0.8, 0.7, 0.8, 0.9, 0.75, 0.8, 0.8, 0.8, 0.85, 0.4, 0.75, 0.8, 0.9, 1.0, 0.95]","[1, 14, 27, 40, 53, 66, 93, 118, 145, 172, 183, 202, 227, 248, 269, 292, 309, 326, 343, 356, 369, 384, 391, 412, 421, 438, 455, 478, 497, 518, 539, 564, 577, 584, 591, 608, 627, 640, 659, 676, 689]",reoptimized on extend
42,GE,Georgia,"[0.0, 1.0, 0.35, 0.75, 0.8, 0.75, 0.8, 0.75, 0.8, 0.75, 0.8, 0.75, 0.7, 0.8, 0.75, 0.7, 0.8, 0.85, 0.75]","[1, 14, 289, 316, 343, 362, 383, 410, 423, 432, 457, 480, 501, 522, 563, 601, 625, 638, 677]",0.009757333242352888,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.75, 0.8, 0.75, 0.8, 0.75, 0.8, 0.75, 0.8, 0.75, 0.7, 0.8, 0.8, 0.8, 0.75, 0.75, 0.7, 0.7, 0.8, 0.85, 0.85, 0.85, 0.7]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 181, 208, 235, 262, 289, 316, 343, 362, 383, 410, 423, 432, 459, 482, 503, 522, 529, 536, 563, 572, 597, 604, 625, 638, 645, 654, 679]",Old result good enough
43,DE,Germany,"[0.0, 1.0, 0.15, 0.1, 0.75, 0.9, 0.95, 0.9, 0.95, 0.55, 0.85, 0.35, 0.25, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.85, 0.75, 0.8, 0.75, 0.8, 0.85, 0.8, 0.6, 0.65, 0.55]","[1, 14, 80, 89, 112, 133, 160, 177, 204, 229, 250, 277, 300, 325, 352, 382, 397, 414, 438, 453, 476, 515, 534, 545, 560, 605, 628, 643, 679]",0.009667428824522713,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.15, 0.1, 0.75, 0.9, 0.95, 0.9, 0.95, 0.55, 0.85, 0.35, 0.25, 0.65, 0.7, 0.7, 0.75, 0.8, 0.85, 0.85, 0.9, 0.85, 0.75, 0.75, 0.8, 0.75, 0.8, 0.85, 0.85, 0.85, 0.8, 0.6, 0.65, 0.65, 0.65]","[1, 14, 27, 40, 53, 80, 89, 112, 133, 160, 177, 204, 229, 250, 277, 300, 325, 352, 365, 382, 397, 414, 421, 440, 455, 476, 485, 512, 531, 546, 561, 576, 591, 606, 629, 642, 657, 668]",Old result good enough
