days,compartment,population,susceptibles,total_isolated,total_infected,tested,total_infected_notisolated,total_confirmed,total_deaths,total_recovered,beta,susceptible_prop,new_tested,num_infected,num_isolated,num_isolated_infected,num_confirmed,num_recovered,num_deaths
8,Rest of population,18728000.0,18704053.5,0.0,26001.4,0.0,26001.4,0.0,0.0,0.0,0.0,1.0,0.0,6054.9,0.0,0.0,0.0,0.0,0.0
9,Rest of population,18728000.0,18697998.6,0.0,33738.0,0.0,33738.0,0.0,0.0,0.0,0.0,1.0,0.0,7736.6,0.0,0.0,0.0,0.0,0.0
10,Rest of population,18728000.0,18690262.0,0.0,43444.4,0.0,43444.4,0.0,0.0,0.0,0.0,1.0,0.0,9706.4,0.0,0.0,0.0,0.0,0.0
11,Rest of population,18728000.0,18680555.6,0.0,55389.5,0.0,55389.5,0.0,0.0,0.0,0.0,1.0,0.0,11945.2,0.0,0.0,0.0,0.0,0.0
12,Rest of population,18728000.0,18668610.5,0.0,69812.8,0.0,69812.8,0.0,0.0,0.0,0.0,1.0,0.0,14423.3,0.0,0.0,0.0,0.0,0.0
13,Rest of population,18728000.0,18654187.2,0.0,86930.6,0.0,86930.6,0.0,0.0,0.0,0.0,1.0,0.0,17117.9,0.0,0.0,0.0,0.0,0.0
14,Rest of population,18728000.0,18637069.4,0.0,106961.5,0.0,106961.5,0.0,0.0,0.0,0.0,1.0,0.0,20030.8,0.0,0.0,0.0,0.0,0.0
15,Rest of population,18728000.0,18617038.5,0.0,130172.4,0.0,130172.4,0.0,0.0,0.0,0.0,1.0,0.0,23211.0,0.0,0.0,0.0,0.0,0.0
16,Rest of population,18728000.0,18593827.6,0.0,156904.1,0.0,156904.1,0.0,0.0,0.0,0.0,1.0,0.0,26731.7,0.0,0.0,0.0,0.0,0.0
17,Rest of population,18728000.0,18567095.9,0.0,187471.3,0.0,187471.3,0.0,0.0,0.0,0.0,1.0,0.0,30567.2,0.0,0.0,0.0,0.0,0.0
18,Rest of population,18728000.0,18536528.7,0.0,222142.3,0.0,222142.3,0.0,0.0,0.0,0.0,1.0,0.0,34671.0,0.0,0.0,0.0,0.0,0.0
19,Rest of population,18728000.0,18501857.7,0.0,261117.6,0.0,261117.6,0.0,0.0,0.0,0.0,1.0,0.0,38975.2,0.0,0.0,0.0,0.0,0.0
20,Rest of population,18727960.0,18462882.4,0.0,300508.0,0.0,300508.0,0.0,40.0,0.0,0.0,1.0,0.0,43390.5,0.0,0.0,0.0,3960.0,40.0
21,Rest of population,18727952.5,18419492.0,0.0,347163.9,0.0,347163.9,0.0,47.5,3960.0,0.0,1.0,0.0,47405.1,0.0,0.0,0.0,741.8,7.5
22,Rest of population,18727942.3,18372086.8,0.0,397667.1,0.0,397667.1,0.0,57.7,4701.8,0.0,1.0,0.0,51523.7,0.0,0.0,0.0,1010.2,10.2
23,Rest of population,18727928.3,18320563.2,0.0,451590.3,0.0,451590.3,0.0,71.7,5712.0,0.0,1.0,0.0,55324.4,0.0,0.0,0.0,1387.3,14.0
24,Rest of population,18727909.0,18265238.8,0.0,508309.8,0.0,508309.8,0.0,91.0,7099.3,0.0,1.0,0.0,58646.6,0.0,0.0,0.0,1907.8,19.3
25,Rest of population,18727882.5,18206592.2,0.0,566988.5,0.0,566988.5,0.0,117.5,9007.1,0.0,1.0,0.0,61329.4,0.0,0.0,0.0,2624.2,26.5
26,Rest of population,18727847.1,18145262.8,0.0,626671.8,0.0,626671.8,0.0,152.9,11631.3,0.0,1.0,0.0,63219.9,0.0,0.0,0.0,3501.2,35.4
27,Rest of population,18727800.5,18082042.8,0.0,686208.0,0.0,686208.0,0.0,199.5,15132.5,0.0,1.0,0.0,64197.3,0.0,0.0,0.0,4614.5,46.6
28,Rest of population,18727740.0,18017845.5,0.0,744318.4,0.0,744318.4,0.0,260.0,19747.0,0.0,1.0,0.0,64165.3,0.0,0.0,0.0,5994.4,60.5
29,Rest of population,18727662.6,17953680.2,0.0,799718.6,0.0,799718.6,0.0,337.4,25741.4,0.0,1.0,0.0,63136.8,0.0,0.0,0.0,7659.2,77.4
30,Rest of population,18727565.6,17890543.4,0.0,851106.4,0.0,851106.4,0.0,434.4,33400.6,0.0,1.0,0.0,61094.2,0.0,0.0,0.0,9609.3,97.1
31,Rest of population,18727446.1,17829449.2,0.0,897117.6,0.0,897117.6,0.0,553.9,43009.9,0.0,1.0,0.0,57956.4,0.0,0.0,0.0,11825.7,119.5
32,Rest of population,18727301.9,17771492.8,0.0,936470.1,0.0,936470.1,0.0,698.1,54835.6,0.0,0.9,0.0,53775.7,0.0,0.0,0.0,14279.0,144.2
33,Rest of population,18727130.7,17717717.1,0.0,967997.4,0.0,967997.4,0.0,869.3,69114.6,0.0,0.9,0.0,48645.2,0.0,0.0,0.0,16946.7,171.2
34,Rest of population,18726930.4,17669072.0,0.0,990660.2,0.0,990660.2,0.0,1069.6,86061.3,0.0,0.9,0.0,42693.6,0.0,0.0,0.0,19830.5,200.3
35,Rest of population,18726698.3,17626378.3,0.0,1003528.9,0.0,1003528.9,0.0,1301.7,105891.9,0.0,0.9,0.0,36079.6,0.0,0.0,0.0,22978.8,232.1
36,Rest of population,18726431.0,17590298.7,0.0,1005782.3,0.0,1005782.3,0.0,1569.0,128870.7,0.0,0.9,0.0,28985.1,0.0,0.0,0.0,26464.4,267.3
37,Rest of population,18726125.3,17561313.6,0.0,996825.8,0.0,996825.8,0.0,1874.7,155335.1,0.0,0.9,0.0,21610.7,0.0,0.0,0.0,30261.5,305.7
38,Rest of population,18725778.6,17539702.9,0.0,976326.6,0.0,976326.6,0.0,2221.4,185596.6,0.0,0.9,0.0,14171.8,0.0,0.0,0.0,34324.3,346.7
39,Rest of population,18725388.8,17525531.1,0.0,944244.1,0.0,944244.1,0.0,2611.2,219920.9,0.0,0.9,0.0,6892.8,0.0,0.0,0.0,38585.5,389.8
40,Rest of population,18724954.9,17518638.3,0.0,900853.7,0.0,900853.7,0.0,3045.1,258506.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,42956.6,433.9
41,Rest of population,18724480.9,17518638.3,0.0,853448.5,0.0,853448.5,0.0,3519.1,301462.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,46931.1,474.1
42,Rest of population,18723965.6,17518638.3,0.0,801924.9,0.0,801924.9,0.0,4034.4,348394.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,51008.4,515.2
43,Rest of population,18723412.4,17518638.3,0.0,746600.5,0.0,746600.5,0.0,4587.6,399402.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,54771.2,553.2
44,Rest of population,18722825.9,17518638.3,0.0,687953.9,0.0,687953.9,0.0,5174.1,454173.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,58060.1,586.5
45,Rest of population,18722212.6,17518638.3,0.0,626624.5,0.0,626624.5,0.0,5787.4,512233.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,60716.1,613.3
46,Rest of population,18721580.4,17518638.3,0.0,563404.5,0.0,563404.5,0.0,6419.6,572949.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,62587.7,632.2
47,Rest of population,18720938.5,17518638.3,0.0,499207.2,0.0,499207.2,0.0,7061.5,635537.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,63555.3,642.0
48,Rest of population,18720296.8,17518638.3,0.0,435041.9,0.0,435041.9,0.0,7703.2,699092.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,63523.7,641.7
49,Rest of population,18719665.4,17518638.3,0.0,371905.1,0.0,371905.1,0.0,8334.6,762616.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,62505.4,631.4
50,Rest of population,18719054.5,17518638.3,0.0,310810.9,0.0,310810.9,0.0,8945.5,825122.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,60483.3,610.9
51,Rest of population,18718474.9,17518638.3,0.0,252854.5,0.0,252854.5,0.0,9525.1,885605.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,57376.8,579.6
52,Rest of population,18717937.2,17518638.3,0.0,199078.8,0.0,199078.8,0.0,10062.8,942982.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,53237.9,537.8
53,Rest of population,18717450.7,17518638.3,0.0,150433.7,0.0,150433.7,0.0,10549.3,996220.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,48158.7,486.5
54,Rest of population,18717023.8,17518638.3,0.0,107740.0,0.0,107740.0,0.0,10976.2,1044378.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,42266.7,426.9
55,Rest of population,18716663.0,17518638.3,0.0,71660.4,0.0,71660.4,0.0,11337.0,1086645.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,35718.8,360.8
56,Rest of population,18716373.1,17518638.3,0.0,42675.3,0.0,42675.3,0.0,11626.9,1122364.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,28695.3,289.9
57,Rest of population,18716157.0,17518638.3,0.0,21064.6,0.0,21064.6,0.0,11843.0,1151059.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,21394.6,216.1
58,Rest of population,18716015.3,17518638.3,0.0,6892.8,0.0,6892.8,0.0,11984.7,1172454.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,14030.1,141.7
59,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1186484.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,6823.9,68.9
60,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Rest of population,18715946.4,17518638.3,0.0,0.0,0.0,0.0,0.0,12053.6,1193308.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
