MZ,"109    Mozambique
Name: Country, dtype: object","[0.0, 1.0, 0.0, 0.85, 0.8, 0.85, 0.8, 0.85, 0.7, 0.85, 0.9, 0.8, 0.85, 0.9, 0.8, 0.6]","[1, 15, 141, 164, 183, 200, 218, 238, 252, 275, 293, 309, 324, 341, 357, 378]",0.013168976385640218,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.85, 0.8, 0.85, 0.8, 0.85, 0.7, 0.85, 0.9, 0.8, 0.85, 0.9, 0.8, 0.6]","[1, 15, 29, 43, 57, 71, 85, 99, 113, 127, 141, 164, 183, 200, 218, 238, 252, 275, 293, 309, 324, 341, 357, 378]"
MM,"110    Burma
Name: Country, dtype: object","[0.0, 1.0, 0.3, 0.9, 0.85, 0.9, 0.85]","[1, 15, 273, 295, 336, 363, 390]",0.1536753485087023,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3, 0.9, 0.9, 0.85, 0.9, 0.85]","[1, 15, 29, 43, 57, 71, 85, 112, 139, 163, 177, 191, 205, 219, 246, 273, 295, 322, 336, 363, 390]"
