RW,Rwanda,"[0.0, 1.0, 0.75, 1.0, 0.8, 0.85, 0.95, 0.9, 0.95, 0.85, 0.9, 0.95, 1.0, 0.95, 0.9, 0.85, 0.8, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95, 0.75, 0.8, 0.95, 1.0, 0.95, 1.0, 1.0]","[1, 14, 165, 190, 217, 244, 267, 313, 340, 363, 386, 405, 432, 441, 515, 542, 555, 570, 589, 668, 687, 702, 717, 739, 746, 767, 784, 797, 812, 827]",0.012461552536253315,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 0.8, 0.85, 0.95, 0.95, 0.9, 0.95, 0.85, 0.9, 0.95, 0.95, 0.95, 1.0, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.9, 0.85, 0.8, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 0.95, 1.0, 0.95, 0.95, 0.75, 0.8, 0.95, 1.0, 0.95, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 138, 165, 190, 217, 244, 267, 294, 313, 340, 363, 386, 405, 412, 419, 432, 441, 448, 455, 462, 469, 476, 483, 490, 515, 542, 555, 570, 589, 598, 605, 612, 619, 626, 633, 640, 647, 668, 687, 702, 717, 724, 739, 746, 767, 784, 797, 812, 827]"
BT,Bhutan,"[0.0, 1.0, 0.0, 0.3, 0.6, 0.75, 1.0, 0.95, 1.0, 0.0, 0.8, 0.85, 1.0, 0.0, 0.85, 0.75]","[1, 14, 370, 377, 384, 391, 408, 520, 527, 555, 603, 610, 623, 762, 785, 823]",0.01812255838271174,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.3, 0.6, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.85, 0.85, 0.75]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 313, 326, 339, 352, 361, 370, 377, 384, 391, 408, 415, 422, 429, 436, 443, 450, 457, 464, 471, 478, 485, 492, 499, 506, 513, 520, 527, 534, 541, 548, 555, 562, 569, 582, 603, 610, 623, 630, 637, 644, 651, 666, 681, 696, 711, 726, 741, 762, 785, 812, 823]"
ML,Mali,"[0.0, 1.0, 0.55, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 0.9, 0.8, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95, 0.9, 0.95, 0.9, 0.95, 1.0, 0.85, 1.0]","[1, 14, 104, 125, 152, 192, 236, 261, 284, 311, 343, 360, 377, 400, 423, 459, 497, 512, 544, 561, 568, 628, 639, 669, 711, 785, 802, 819]",0.02409236234171922,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 0.9, 0.95, 0.95, 1.0, 1.0, 0.95, 0.9, 0.95, 0.9, 0.9, 0.8, 0.9, 0.95, 1.0, 0.95, 0.95, 0.9, 0.9, 0.9, 0.9, 0.95, 1.0, 1.0, 0.95, 1.0, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.9, 0.95, 0.95, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 0.85, 1.0]","[1, 14, 27, 40, 53, 66, 77, 104, 125, 152, 167, 192, 215, 236, 261, 284, 311, 322, 343, 360, 377, 400, 423, 436, 459, 466, 475, 482, 497, 512, 519, 544, 561, 568, 583, 598, 607, 614, 621, 628, 639, 652, 669, 684, 711, 718, 725, 732, 739, 746, 753, 760, 785, 802, 819]"
LC,Saint Lucia,"[0.0, 1.0, 0.9, 0.95, 0.9, 0.8, 0.9, 0.95, 0.85, 0.95, 0.85, 0.95, 0.85, 0.8, 0.9, 0.95, 0.9, 0.95, 0.85, 0.9, 0.85, 0.95, 1.0]","[1, 14, 327, 354, 381, 408, 429, 456, 483, 500, 550, 575, 594, 621, 648, 669, 688, 711, 728, 755, 766, 815, 830]",0.01590315174607365,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.95, 0.9, 0.8, 0.9, 0.95, 0.85, 0.95, 0.95, 0.85, 0.95, 0.85, 0.8, 0.9, 0.95, 0.9, 0.95, 0.85, 0.85, 0.85, 0.9, 0.85, 0.85, 0.85, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 196, 209, 222, 235, 248, 261, 274, 287, 300, 327, 354, 381, 408, 429, 456, 483, 500, 527, 550, 575, 594, 621, 648, 669, 688, 711, 728, 735, 742, 755, 766, 777, 792, 815, 830]"
TH,Thailand,"[0.0, 1.0, 0.85, 1.0, 0.95, 1.0, 0.9, 0.75, 0.7, 0.9, 0.8, 0.85, 0.9, 0.95, 0.9, 0.85, 0.9, 0.8, 0.7, 0.75, 0.8]","[1, 14, 103, 126, 392, 419, 446, 473, 500, 521, 565, 580, 605, 643, 656, 695, 708, 774, 799, 814, 833]",0.007963858883862958,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 0.9, 0.75, 0.7, 0.9, 0.9, 0.8, 0.85, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.9, 0.85, 0.9, 0.9, 0.9, 0.9, 0.8, 0.7, 0.75, 0.8]","[1, 14, 27, 40, 49, 76, 103, 126, 153, 170, 177, 184, 191, 198, 205, 212, 219, 226, 233, 240, 247, 254, 261, 268, 275, 282, 289, 296, 303, 310, 317, 324, 331, 338, 365, 392, 419, 446, 473, 500, 521, 548, 565, 580, 605, 612, 619, 626, 643, 656, 663, 670, 677, 684, 695, 708, 723, 738, 751, 774, 799, 814, 833]"
KZ,Kazakhstan,"[0.0, 1.0, 0.9, 0.95, 0.9, 0.7, 0.9, 0.85, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 0.9, 0.95, 0.85, 0.7, 0.75, 0.85, 1.0, 0.9, 0.95, 0.9, 0.85, 0.9, 0.85, 0.9, 0.95, 0.85, 0.95, 1.0, 1.0]","[1, 14, 102, 129, 156, 183, 204, 219, 230, 249, 271, 278, 293, 350, 361, 418, 435, 442, 449, 458, 479, 498, 519, 528, 549, 583, 600, 609, 628, 765, 792, 817, 832]",0.020409315262728548,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.95, 0.9, 0.7, 0.9, 0.85, 0.9, 0.95, 0.95, 1.0, 0.95, 0.9, 0.9, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.9, 0.95, 0.85, 0.7, 0.75, 0.85, 1.0, 0.9, 0.95, 0.9, 0.85, 0.85, 0.9, 0.85, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.85, 0.95, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 75, 102, 129, 156, 183, 204, 219, 230, 249, 256, 271, 278, 293, 320, 327, 350, 361, 374, 381, 388, 395, 418, 435, 442, 449, 458, 479, 498, 519, 528, 549, 556, 583, 600, 609, 628, 637, 644, 659, 674, 681, 688, 695, 702, 709, 716, 731, 744, 765, 792, 817, 832]"
HT,Haiti,"[0.0, 1.0, 0.8, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.9, 1.0, 0.95, 1.0, 0.75, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95]","[1, 14, 113, 138, 178, 216, 229, 252, 269, 284, 368, 412, 439, 456, 493, 518, 543, 595, 634, 649, 664, 718, 750, 802, 829]",0.026675312774291166,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.9, 0.9, 0.95, 0.95, 0.95, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 1.0, 0.95, 1.0, 1.0, 1.0, 0.75, 0.9, 0.95, 0.95, 0.95, 0.95, 1.0, 1.0, 1.0, 0.95, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 1.0, 0.95, 0.95, 0.95, 0.95, 1.0, 0.95]","[1, 14, 27, 40, 53, 66, 79, 86, 113, 138, 161, 178, 187, 194, 201, 216, 229, 252, 269, 284, 299, 314, 341, 368, 389, 412, 439, 456, 471, 478, 493, 518, 543, 556, 563, 570, 595, 602, 617, 634, 649, 664, 671, 678, 685, 692, 699, 718, 727, 750, 765, 772, 779, 802, 829]"
UA,Ukraine,"[0.0, 1.0, 0.7, 0.9, 0.95, 0.9, 0.95, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.9, 0.85, 0.95, 1.0, 1.0]","[1, 14, 114, 135, 158, 185, 204, 227, 367, 382, 451, 466, 499, 528, 537, 579, 632, 691, 724, 741, 785, 800, 817, 832]",0.013635043366765149,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 0.9, 0.95, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.85, 0.9, 0.9, 0.9, 0.95, 0.95, 0.95, 0.9, 0.95, 0.95, 0.9, 0.9, 0.9, 0.9, 0.9, 0.85, 0.85, 0.85, 0.9, 0.9, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.85, 0.95, 1.0, 1.0]","[1, 14, 27, 40, 53, 60, 87, 114, 135, 158, 185, 204, 227, 254, 281, 306, 327, 334, 341, 348, 367, 382, 389, 396, 403, 410, 417, 424, 451, 466, 473, 480, 499, 506, 513, 528, 537, 552, 579, 594, 601, 608, 615, 632, 647, 672, 691, 698, 705, 724, 741, 748, 763, 770, 785, 800, 817, 832]"
NP,Nepal,"[0.0, 1.0, 0.95, 0.9, 0.55, 0.9, 0.95, 0.85, 0.9, 0.85, 0.95, 0.9, 0.95, 0.7, 0.8, 0.85, 1.0, 0.6, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 0.9, 0.95, 0.9, 0.95, 0.9, 0.75, 0.9, 1.0, 1.0]","[1, 14, 152, 179, 233, 256, 279, 298, 321, 349, 368, 385, 410, 419, 426, 435, 454, 492, 515, 536, 550, 557, 574, 623, 650, 679, 694, 705, 733, 763, 780, 805, 820]",0.0138754841515422,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 0.9, 0.9, 0.55, 0.9, 0.95, 0.85, 0.9, 0.9, 0.85, 0.95, 0.9, 0.95, 0.7, 0.8, 0.85, 1.0, 1.0, 0.6, 0.9, 0.95, 0.95, 1.0, 0.95, 0.9, 0.9, 0.9, 0.95, 0.9, 0.9, 0.9, 0.95, 0.9, 0.95, 0.95, 0.9, 0.9, 0.75, 0.9, 1.0, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 125, 152, 179, 206, 233, 256, 279, 298, 321, 328, 349, 368, 385, 410, 419, 426, 435, 454, 465, 492, 515, 536, 543, 550, 557, 574, 589, 598, 623, 650, 657, 664, 679, 694, 705, 720, 733, 746, 763, 780, 805, 820]"
MG,Madagascar,"[0.0, 1.0, 0.7, 0.95, 0.8, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95, 0.9, 0.95, 0.8, 0.9, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.85, 0.9, 0.8, 0.85, 0.8, 0.9, 0.95, 1.0, 0.95]","[1, 14, 152, 177, 202, 219, 234, 253, 262, 294, 309, 391, 410, 448, 467, 488, 529, 540, 557, 576, 587, 600, 621, 646, 655, 678, 689, 710, 724, 731, 750, 765, 793, 820]",0.016395636016900146,Re-optimized;,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7, 0.95, 0.8, 0.9, 0.95, 1.0, 0.95, 0.95, 1.0, 0.95, 0.95, 0.95, 0.95, 0.9, 0.95, 0.95, 0.8, 0.9, 0.95, 0.95, 0.95, 0.95, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.95, 1.0, 0.85, 0.9, 0.8, 0.8, 0.85, 0.8, 0.9, 0.95, 0.95, 1.0, 0.95]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 125, 152, 177, 202, 219, 234, 253, 262, 269, 294, 309, 324, 351, 366, 391, 410, 421, 448, 467, 488, 495, 502, 509, 516, 529, 540, 557, 576, 587, 600, 621, 646, 655, 678, 689, 710, 717, 724, 731, 750, 765, 772, 793, 820]"
