ZA,South Africa,"[0.0, 1.0, 0.75, 0.9, 0.85, 0.9, 0.95, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.9, 0.8, 0.75, 0.8, 0.9, 0.95, 0.9, 0.7, 0.75, 0.8, 0.85, 0.8, 0.85, 0.9]","[1, 14, 102, 129, 148, 178, 246, 296, 311, 336, 363, 390, 411, 465, 476, 493, 530, 590, 658, 677, 726, 735, 763, 797, 812, 839, 862, 873, 886, 901, 916, 931, 946]",0.012606489241887262,Re-optimized;
LS,Lesotho,"[0.0, 1.0, 0.6, 0.95, 1.0, 0.85, 0.95, 1.0, 0.15, 0.85, 0.9, 0.95, 1.0, 0.9, 0.85, 0.95, 1.0, 0.85, 0.8, 0.9, 0.95, 1.0, 0.5, 0.9, 1.0, 0.95, 0.8, 0.95, 1.0, 0.75, 1.0, 0.6, 1.0, 0.65, 1.0, 0.5, 0.8]","[1, 14, 206, 229, 254, 275, 298, 315, 365, 386, 403, 426, 445, 494, 503, 522, 537, 552, 568, 587, 602, 613, 635, 654, 673, 715, 738, 765, 784, 809, 824, 849, 864, 887, 902, 929, 944]",0.021737651557081593,Re-optimized;
VN,Vietnam,"[0.0, 1.0, 0.9, 1.0, 0.85, 0.95, 0.4, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 1.0, 1.0]","[1, 14, 223, 250, 525, 552, 579, 602, 623, 657, 674, 697, 745, 845, 950]",0.013603825791785927,Re-optimized;
TL,Timor-Leste,"[0.0, 1.0, 0.0, 0.9, 0.85, 0.9, 0.95, 1.0, 0.65, 0.9, 0.95, 1.0, 0.35, 0.55, 0.65, 0.95, 1.0, 0.8, 0.85, 0.9, 1.0, 0.4]","[1, 14, 459, 484, 505, 516, 531, 580, 599, 620, 635, 654, 770, 777, 784, 805, 822, 866, 873, 891, 920, 956]",0.00948485877659342,Re-optimized;
MT,Malta,"[0.0, 1.0, 0.85, 0.95, 0.9, 1.0, 0.55, 0.85, 0.95, 0.8, 0.9, 0.95, 0.85, 0.8, 0.9, 0.95, 1.0, 0.85, 1.0, 0.75, 0.85, 1.0, 0.9, 0.8, 0.9, 0.95, 0.85, 0.9, 0.95, 0.85, 0.95]","[1, 14, 113, 132, 159, 181, 257, 284, 305, 322, 345, 386, 401, 441, 462, 487, 514, 537, 556, 581, 623, 659, 682, 742, 769, 790, 828, 847, 868, 909, 955]",0.021588377801786452,Re-optimized;
NZ,New Zealand,"[0.0, 1.0, 0.7, 0.95, 1.0, 0.9, 1.0, 0.95, 1.0, 0.95, 1.0, 0.9, 0.8, 0.9, 0.85, 0.95, 0.4, 0.85, 0.8, 0.85, 0.9, 0.85, 0.8, 0.75]","[1, 14, 104, 127, 142, 250, 275, 406, 421, 609, 637, 660, 687, 706, 733, 758, 785, 812, 833, 844, 866, 879, 912, 937]",0.006434519368907739,Re-optimized;
TN,Tunisia,"[0.0, 1.0, 0.9, 1.0, 0.8, 0.9, 0.8, 0.9, 0.95, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.9, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.7, 0.65, 0.8, 0.75, 0.7, 0.9, 0.65, 0.8, 0.7, 0.3, 0.65]","[1, 14, 93, 120, 246, 273, 300, 317, 340, 383, 413, 463, 482, 495, 517, 530, 557, 592, 622, 631, 682, 697, 722, 761, 793, 829, 836, 855, 880, 895, 910, 927, 950]",0.012298795552558911,Re-optimized;
GB,United Kingdom,"[0.0, 1.0, 0.3, 0.4, 0.55, 0.9, 0.95, 1.0, 0.95, 0.75, 0.8, 0.85, 0.9, 0.85, 0.9, 0.95, 0.9, 0.95, 0.85, 0.9, 0.75, 0.6, 0.75, 0.8, 0.75, 0.8, 0.65, 0.8, 0.9, 0.75, 0.55, 0.6, 0.85, 0.9, 0.8, 0.9]","[1, 14, 80, 89, 96, 117, 138, 177, 192, 273, 300, 327, 350, 371, 407, 432, 459, 478, 503, 518, 560, 579, 604, 649, 676, 695, 750, 778, 799, 814, 835, 842, 863, 893, 908, 957]",0.013976821000709395,Re-optimized;
MR,Mauritania,"[0.0, 1.0, 0.9, 1.0, 0.45, 0.95, 1.0, 0.7, 0.95, 0.85, 0.75, 0.95, 1.0, 0.95, 1.0, 0.75, 0.9, 0.95, 0.85, 0.9, 0.95, 1.0, 0.95, 0.9, 0.95, 0.85, 0.95, 1.0, 0.95, 1.0, 0.05, 0.9]","[1, 14, 104, 131, 152, 177, 203, 257, 278, 305, 330, 374, 402, 419, 497, 514, 539, 558, 569, 596, 617, 645, 656, 683, 725, 750, 773, 796, 819, 834, 921, 942]",0.02213824518129501,Re-optimized;
DJ,Djibouti,"[0.0, 1.0, 0.0, 0.95, 0.75, 0.85, 0.95, 1.0, 0.95, 0.9, 1.0, 0.9, 1.0, 0.45, 1.0, 0.0, 0.95, 1.0, 0.55, 0.7, 0.95, 1.0, 0.95, 1.0, 0.8, 0.85, 0.95, 0.7, 0.75, 0.95, 1.0, 0.95, 1.0, 1.0]","[1, 14, 95, 118, 143, 158, 177, 200, 217, 259, 286, 313, 328, 355, 370, 386, 416, 431, 449, 466, 489, 510, 544, 565, 580, 591, 604, 635, 642, 661, 685, 692, 738, 948]",0.01902620050445261,Re-optimized;
