SO,Somalia,"[0.0, 1.0, 0.0, 0.75, 0.9, 0.95, 1.0, 0.4, 0.8, 1.0, 0.6, 0.85, 0.8, 0.9, 0.95, 1.0, 0.25, 0.75, 0.85, 0.9, 0.95, 1.0, 0.9, 0.5, 0.8, 0.9, 0.95, 0.75]","[1, 14, 109, 130, 147, 166, 185, 240, 259, 274, 301, 322, 343, 356, 373, 390, 411, 434, 449, 468, 487, 513, 559, 574, 597, 620, 663, 684]",0.01105313783383268,Old result good enough
ZA,South Africa,"[0.0, 1.0, 0.5, 0.75, 0.65, 0.8, 0.75, 0.85, 0.9, 0.8, 0.85, 0.9, 0.8, 0.7, 0.75, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.65, 0.75, 0.8, 0.85, 0.85]","[1, 14, 102, 127, 154, 175, 211, 232, 253, 292, 301, 320, 335, 360, 384, 403, 418, 452, 476, 491, 516, 552, 578, 604, 651, 666]",0.010074331709431856,Old result good enough
ES,Spain,"[0.0, 1.0, 0.0, 0.85, 0.95, 1.0, 0.6, 1.0, 0.6, 0.55, 0.65, 0.8, 0.75, 0.7, 0.6, 0.8, 0.75, 0.85, 0.75, 0.8, 0.65, 0.8, 0.0, 0.45, 0.75, 0.75]","[1, 14, 72, 112, 135, 156, 181, 204, 231, 258, 310, 337, 354, 379, 396, 421, 448, 482, 509, 532, 551, 566, 587, 614, 637, 682]",0.024909257039849638,reoptimized on extend
LK,Sri Lanka,"[0.0, 1.0, 0.4, 0.85, 0.7, 0.6, 0.7, 0.85, 0.8, 0.4, 0.75, 0.8, 0.9, 0.75, 0.9, 0.95, 1.0]","[1, 14, 319, 344, 371, 398, 421, 448, 463, 490, 515, 542, 563, 590, 627, 648, 678]",0.00660865727683162,Old result good enough
SD,Sudan,"[0.0, 1.0, 0.65, 0.7, 0.85, 0.95, 0.9, 0.95, 1.0, 0.0, 0.75, 0.95, 0.9, 0.8, 0.9, 1.0, 0.8, 0.85, 0.8, 0.85, 0.9, 1.0, 0.7, 0.9, 0.85, 0.8, 1.0]","[1, 14, 114, 141, 168, 185, 223, 238, 253, 310, 329, 346, 379, 392, 409, 424, 447, 456, 473, 484, 499, 543, 597, 618, 643, 650, 682]",0.036591591839820685,reoptimized on extend
SR,Suriname,"[0.0, 1.0, 0.85, 0.9, 1.0, 0.3, 0.85, 0.8, 0.9, 1.0, 0.95, 0.85, 1.0, 0.5, 0.55, 0.85, 0.9, 0.95, 1.0, 0.55, 0.8, 0.65, 0.8, 0.85, 0.9, 0.85, 0.8, 0.7, 0.8]","[1, 14, 106, 113, 122, 179, 200, 227, 265, 284, 299, 326, 349, 370, 377, 396, 415, 438, 455, 474, 501, 522, 539, 552, 575, 601, 614, 631, 666]",0.010013483761311245,Old result good enough
SE,Sweden,"[0.0, 1.0, 0.3, 0.6, 0.8, 0.9, 0.85, 0.9, 0.85, 0.7, 0.75, 0.0, 0.1, 0.6, 0.7, 0.6, 0.8, 0.85, 0.75, 0.65, 0.6, 0.7, 0.8, 0.95, 1.0, 0.6, 0.7, 0.85, 0.85]","[1, 14, 80, 103, 124, 145, 204, 221, 248, 275, 296, 313, 320, 343, 360, 381, 409, 432, 447, 472, 485, 506, 529, 550, 580, 607, 622, 654, 669]",0.01414403085678713,Old result good enough
CH,Switzerland,"[0.0, 1.0, 0.15, 0.75, 0.95, 1.0, 0.85, 0.4, 0.6, 0.0, 0.65, 0.8, 0.7, 0.8, 0.85, 0.8, 0.6, 0.7, 0.8, 0.9, 0.25, 0.55, 0.5, 0.6, 0.7, 0.55]","[1, 14, 80, 105, 126, 153, 207, 261, 282, 299, 322, 341, 362, 385, 415, 436, 461, 488, 528, 558, 585, 598, 613, 630, 660, 677]",0.010883936538879143,Old result good enough
SY,Syria,"[0.0, 1.0, 0.7, 0.9, 0.95, 0.85, 0.9, 0.85, 0.95, 0.9, 0.85, 0.9, 0.95, 1.0, 0.75, 0.85, 0.9, 0.95]","[1, 14, 208, 235, 285, 312, 339, 354, 381, 435, 446, 480, 503, 572, 599, 626, 669, 692]",0.0242603632176656,reoptimized on extend
TW,Taiwan*,"[0.0, 1.0, 0.85, 0.75, 1.0, 0.75, 1.0, 0.6, 0.95, 0.9, 0.65, 0.0, 0.05, 0.8, 0.9, 0.95, 0.9, 0.95, 0.9, 0.95]","[1, 14, 63, 90, 117, 144, 165, 399, 422, 447, 501, 516, 523, 544, 557, 583, 596, 623, 637, 680]",0.011952863989429715,Old result good enough
TJ,Tajikistan,"[0.0, 1.0, 0.0, 1.0, 0.9, 0.95, 0.9, 0.95, 1.0, 0.0, 1.0, 0.0, 0.55, 1.0, 0.85, 1.0, 1.0]","[1, 14, 119, 170, 197, 305, 332, 359, 405, 513, 528, 543, 570, 589, 653, 668, 683]",0.08880191297907288,reoptimized on extend
TZ,Tanzania,"[0.0, 1.0, 0.2, 0.75, 0.95, 1.0, 0.0, 0.05, 0.4, 0.6, 1.0, 0.25, 0.45, 0.65, 1.0]","[1, 14, 104, 123, 144, 155, 584, 591, 598, 605, 630, 639, 646, 653, 674]",0.0026978197547442282,Old result good enough
TH,Thailand,"[0.0, 1.0, 0.65, 0.95, 1.0, 0.8, 1.0, 0.8, 0.15, 0.75, 0.8, 0.75, 0.8, 0.85, 0.9, 0.95, 0.9]","[1, 14, 103, 122, 137, 398, 425, 452, 479, 506, 523, 575, 594, 616, 631, 652, 667]",0.0048275022391389075,Old result good enough
TL,Timor-Leste,"[0.0, 1.0, 0.0, 0.5, 0.6, 0.9, 0.65, 0.9, 1.0, 0.9]","[1, 14, 459, 495, 504, 525, 594, 630, 656, 688]",0.009311624866489237,Old result good enough
TG,Togo,"[0.0, 1.0, 0.45, 0.85, 0.95, 1.0, 0.7, 0.9, 0.8, 0.95, 0.85, 0.95, 0.75, 0.85, 0.9, 0.65, 0.7, 0.9, 0.95, 1.0, 0.2, 0.7, 0.8, 0.9, 0.85, 0.9, 0.95, 1.0]","[1, 14, 102, 121, 144, 157, 193, 239, 264, 283, 318, 337, 375, 392, 407, 434, 441, 464, 494, 521, 542, 561, 586, 605, 618, 648, 669, 684]",0.017935003430619958,reoptimized on extend
TT,Trinidad and Tobago,"[0.0, 1.0, 0.5, 1.0, 0.65, 0.5, 0.85, 0.9, 0.75, 0.9, 0.6, 0.85, 0.9, 0.75, 0.5, 0.55, 0.8, 0.85, 0.8, 0.85, 0.8, 0.8]","[1, 14, 96, 117, 225, 250, 271, 316, 341, 366, 383, 402, 429, 456, 483, 504, 525, 544, 596, 607, 656, 671]",0.008609951786227978,Old result good enough
TN,Tunisia,"[0.0, 1.0, 0.75, 0.95, 1.0, 0.5, 0.75, 0.7, 0.85, 0.9, 0.85, 0.8, 0.85, 0.9, 0.85, 0.75, 0.85, 0.75, 0.8, 0.85, 0.75]","[1, 14, 93, 118, 135, 251, 278, 305, 328, 345, 373, 392, 405, 422, 454, 471, 505, 546, 597, 622, 684]",0.009581104345492043,Old result good enough
TR,Turkey,"[0.0, 1.0, 0.0, 0.15, 0.8, 0.95, 0.9, 0.85, 0.8, 0.85, 0.75, 0.85, 0.75, 0.8, 0.85, 0.8, 0.75, 0.8, 0.85, 0.7, 0.65, 0.7, 0.75, 0.8, 0.85, 0.75, 0.6, 0.65, 0.75, 0.8, 0.75]","[1, 14, 87, 98, 119, 144, 163, 182, 209, 218, 243, 285, 337, 352, 373, 390, 407, 420, 437, 452, 465, 484, 497, 516, 539, 564, 583, 603, 626, 655, 664]",0.011268291709731414,Old result good enough
