days,dates,day1,compartment,population,susceptibles,isolated,infected,importedinfections,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths
73,2020-04-01,73,Other high contact ,2494529.1,2450702.1,12280.7,13690.0,0.0,43874.9,50040.5,3764.5,12815.5,48.9,30137.0,0.0,1.0,5258.6,1.153,916.854,1278.6,1014.8,1278.6,1864.835,0.0,0.0,6.1,1014.8,263.8,3980.9,53.4,0.829,0.987,0.0,0.018,488.0
74,2020-04-02,74,Other high contact ,2494522.1,2449931.6,13093.7,12792.7,0.0,44645.4,55668.9,0.0,14066.8,55.9,31797.8,0.0,1.0,5628.4,1.153,770.524,1251.3,967.6,1251.3,1660.86,0.0,0.0,7.0,967.6,283.7,4379.4,50.9,0.808,0.989,0.0,0.018,536.0
75,2020-04-03,75,Other high contact ,2494514.1,2449307.7,12735.0,12013.2,0.0,45269.3,57759.0,0.0,14479.7,63.9,33193.2,0.0,1.0,2090.1,1.153,623.839,412.9,307.0,412.9,1395.326,0.0,0.0,8.0,307.0,105.9,1678.5,16.2,0.777,0.99,0.0,0.018,591.0
76,2020-04-04,76,Other high contact ,2494505.1,2448814.0,12281.1,11040.4,0.0,45763.0,59792.1,0.0,14834.6,72.9,34650.7,0.0,1.0,2033.1,1.153,493.678,354.9,251.4,354.9,1457.493,0.0,0.0,9.1,251.4,103.5,1680.1,13.2,0.74,0.992,0.0,0.018,666.0
77,2020-04-05,77,Other high contact ,2494494.7,2448442.7,11743.2,9929.7,0.0,46134.3,61806.4,0.0,15136.9,83.3,36122.3,0.0,1.0,2014.3,1.153,371.338,302.3,199.2,302.3,1471.635,0.0,0.0,10.4,199.2,103.1,1714.4,10.5,0.688,0.994,0.0,0.018,715.0
78,2020-04-06,78,Other high contact ,2494482.9,2448252.5,10133.9,8661.8,0.0,46324.5,64013.6,0.0,15417.9,95.1,37568.6,0.0,1.0,2207.1,1.153,190.207,281.1,167.6,281.1,1446.306,0.0,0.0,11.8,167.6,113.5,1929.2,8.8,0.623,0.995,0.0,0.019,765.0
79,2020-04-07,79,Other high contact ,2494469.4,2448084.7,8381.1,7440.2,0.0,46492.3,66432.0,0.0,15673.6,108.6,38944.5,0.0,1.0,2418.4,1.153,167.761,255.7,130.8,255.7,1375.85,0.0,0.0,13.5,130.8,124.9,2166.7,6.9,0.534,0.997,0.0,0.019,821.0
80,2020-04-08,80,Other high contact ,2494454.0,2447944.7,6929.0,6264.5,0.0,46632.3,68006.1,0.0,15755.8,124.0,40244.7,0.0,1.0,1574.1,1.153,140.011,82.2,0.0,82.2,1300.29,0.0,0.0,15.4,0.0,82.2,1495.4,0.0,0.0,1.0,0.0,0.019,895.0
81,2020-04-09,81,Other high contact ,2494436.5,2447836.0,5530.6,5138.6,0.0,46741.0,69684.8,0.0,15843.5,141.5,41461.9,0.0,1.0,1678.7,1.153,108.736,87.7,0.0,87.7,1217.138,0.0,0.0,17.6,0.0,87.7,1594.8,0.0,0.0,1.0,0.0,0.019,948.0
82,2020-04-10,82,Other high contact ,2494417.9,2447737.4,4508.2,4147.6,0.0,46839.6,71354.9,0.0,15930.7,160.1,42532.9,0.0,1.0,1670.1,1.153,98.584,87.2,0.0,87.2,1071.023,0.0,0.0,18.6,0.0,87.2,1586.6,0.0,0.0,1.0,0.0,0.019,1002.0
83,2020-04-11,83,Other high contact ,2494398.4,2447643.3,3324.1,3314.4,0.0,46933.7,72921.8,0.0,16012.5,179.6,43440.7,0.0,1.0,1566.9,1.153,94.062,81.8,0.0,81.8,907.758,0.0,0.0,19.5,0.0,81.8,1488.5,0.0,0.0,1.0,0.0,0.019,1036.0
84,2020-04-12,84,Other high contact ,2494378.1,2447561.1,2165.4,2613.4,0.0,47015.9,74456.1,1445.6,16092.6,199.9,44203.5,0.0,1.0,1534.3,1.153,82.251,80.1,0.0,80.1,762.881,0.0,0.0,20.3,0.0,80.1,1457.6,-0.0,0.0,1.0,0.0,0.019,1106.0
85,2020-04-13,85,Other high contact ,2494357.0,2447490.0,1832.9,2045.8,0.0,47087.0,75917.5,1181.9,16169.0,221.0,44821.2,0.0,1.0,1461.4,1.153,71.054,76.3,0.0,76.3,617.65,0.0,0.0,21.0,0.0,76.3,1388.4,0.0,0.0,1.0,0.0,0.019,1138.0
86,2020-04-14,86,Other high contact ,2494335.8,2447434.0,1552.2,1591.8,0.0,47143.0,77270.5,976.8,16239.6,242.2,45310.0,0.0,1.0,1353.0,1.153,56.05,70.7,0.0,70.7,488.781,0.0,0.0,21.3,0.0,70.7,1285.4,0.0,0.0,1.0,0.0,0.019,1174.0
87,2020-04-15,87,Other high contact ,2494314.8,2447382.1,1331.7,1255.1,0.0,47194.9,78779.3,0.0,16318.4,263.2,45677.6,0.0,1.0,1508.7,1.153,51.851,78.8,0.0,78.8,367.654,0.0,0.0,21.0,0.0,78.8,1433.3,0.0,0.0,1.0,0.0,0.019,1239.0
88,2020-04-16,88,Other high contact ,2494294.7,2447281.9,1115.8,1146.9,0.0,47295.1,79975.0,895.1,16380.8,283.3,45865.9,0.0,1.0,1195.7,1.153,100.266,62.4,0.0,62.4,188.32,0.0,0.0,20.1,0.0,62.4,1135.9,0.0,0.0,1.0,0.0,0.019,1281.0
89,2020-04-17,89,Other high contact ,2494276.0,2447205.1,922.3,1038.9,0.0,47371.9,81117.1,916.6,16440.5,302.0,46032.0,0.0,1.0,1142.1,1.153,76.806,59.6,0.0,59.6,166.097,0.0,0.0,18.7,0.0,59.6,1085.0,0.0,0.0,1.0,0.0,0.019,1327.0
90,2020-04-18,90,Other high contact ,2494259.4,2447146.4,924.1,942.3,0.0,47430.6,82248.6,795.7,16523.6,318.6,46170.7,0.0,1.0,1131.4,1.153,58.678,83.2,24.4,83.2,138.622,0.0,0.0,16.6,24.4,58.8,1050.5,1.3,0.306,0.999,0.0,0.019,1368.0
91,2020-04-19,91,Other high contact ,2494245.4,2447127.9,919.4,839.2,0.0,47449.1,83425.5,0.0,16605.7,332.6,46278.3,0.0,1.0,1177.0,1.153,18.508,82.0,20.8,82.0,107.657,0.0,0.0,14.0,20.8,61.2,1097.3,1.1,0.265,0.999,0.0,0.019,1393.0
92,2020-04-20,92,Other high contact ,2494230.8,2447079.2,912.6,775.7,0.0,47497.8,84618.8,0.0,16685.3,347.2,46375.9,0.0,1.0,1193.2,1.153,48.645,79.6,17.5,79.6,97.606,0.0,0.0,14.6,17.5,62.1,1116.1,0.9,0.229,0.999,0.0,0.019,1429.0
93,2020-04-21,93,Other high contact ,2494216.1,2447029.7,895.5,717.3,0.0,47547.3,85842.5,0.0,16749.2,361.9,46469.1,0.0,1.0,1223.7,1.153,49.551,63.9,0.0,63.9,93.128,0.0,0.0,14.7,0.0,63.9,1162.6,0.0,0.0,1.0,0.0,0.019,1478.0
94,2020-04-22,94,Other high contact ,2494201.6,2446986.4,895.7,664.7,0.0,47590.6,87055.9,0.0,16828.7,376.4,46550.5,0.0,1.0,1213.4,1.153,43.255,79.5,16.3,79.5,81.435,0.0,0.0,14.5,16.3,63.2,1136.4,0.9,0.214,0.999,0.0,0.019,1509.0
95,2020-04-23,95,Other high contact ,2494187.8,2446971.6,901.6,595.3,0.0,47605.4,88292.4,0.0,16910.1,390.2,46620.8,0.0,1.0,1236.5,1.153,14.813,81.4,17.0,81.4,70.35,0.0,0.0,13.8,17.0,64.4,1157.7,0.9,0.218,0.999,0.0,0.019,1549.0
96,2020-04-24,96,Other high contact ,2494174.8,2446970.5,911.8,528.0,0.0,47606.5,89543.9,0.0,16990.3,403.2,46676.3,0.0,1.0,1251.4,1.153,1.153,80.2,15.0,80.2,55.494,0.0,0.0,13.0,15.0,65.2,1173.9,0.8,0.195,0.999,0.0,0.019,1589.0
97,2020-04-25,97,Other high contact ,2494162.6,2446969.3,898.4,465.6,0.0,47607.7,90782.4,0.0,17055.0,415.4,46727.7,0.0,1.0,1238.6,1.153,1.153,64.7,0.0,64.7,51.337,0.0,0.0,12.2,0.0,64.7,1176.6,-0.0,0.0,1.0,0.0,0.019,1599.0
98,2020-04-26,98,Other high contact ,2494151.8,2446968.2,900.2,356.7,0.0,47608.8,91999.0,0.0,17118.5,426.2,46826.9,0.0,1.0,1216.6,1.153,1.153,63.5,0.0,63.5,99.271,0.0,0.0,10.7,0.0,63.5,1155.8,0.0,0.0,1.0,0.0,0.019,1610.0
99,2020-04-27,99,Other high contact ,2494142.7,2446967.0,904.8,272.8,0.0,47610.0,93218.7,0.0,17182.2,435.3,46903.0,0.0,1.0,1219.6,1.153,1.153,63.7,0.0,63.7,76.044,0.0,0.0,9.1,0.0,63.7,1158.6,0.0,0.0,1.0,0.0,0.019,1665.0
100,2020-04-28,100,Other high contact ,2494135.1,2446965.8,887.2,208.2,0.0,47611.2,94459.2,0.0,17246.9,442.9,46961.1,0.0,1.0,1240.5,1.153,1.153,64.8,0.0,64.8,58.095,0.0,0.0,7.6,0.0,64.8,1178.5,-0.0,0.0,1.0,0.0,0.019,1699.0
101,2020-04-29,101,Other high contact ,2494128.9,2446964.7,872.1,184.8,0.0,47612.3,95725.8,0.0,17313.1,449.1,46979.4,0.0,1.0,1266.6,1.153,1.153,66.1,0.0,66.1,18.324,0.0,0.0,6.2,0.0,66.1,1203.3,-0.0,0.0,1.0,0.0,0.019,1716.0
102,2020-04-30,102,Other high contact ,2494124.0,2446963.5,862.6,132.9,0.0,47613.5,97052.1,0.0,17382.3,454.0,47027.6,0.0,1.0,1326.3,1.153,1.153,69.3,0.0,69.3,48.162,0.0,0.0,4.9,0.0,69.3,1260.0,-0.0,0.0,1.0,0.0,0.019,1737.0
103,2020-05-01,103,Other high contact ,2494120.3,2446962.4,868.5,81.3,0.0,47614.6,98376.4,0.0,17451.5,457.7,47076.6,0.0,1.0,1324.3,1.153,1.153,69.2,0.0,69.2,49.06,0.0,0.0,3.7,0.0,69.2,1258.1,0.0,0.0,1.0,0.0,0.019,1754.0
104,2020-05-02,104,Other high contact ,2494118.4,2446961.2,858.4,37.7,0.0,47615.8,99692.1,0.0,17520.2,459.6,47119.5,0.0,1.0,1315.7,1.153,1.153,68.7,0.0,68.7,42.826,0.0,0.0,1.9,0.0,68.7,1249.9,0.0,0.0,1.0,0.0,0.019,1762.0
105,2020-05-03,105,Other high contact ,2494116.8,2446960.1,846.3,22.6,0.0,47616.9,101002.3,0.0,17588.6,461.2,47134.1,0.0,1.0,1310.1,1.153,1.153,68.4,0.0,68.4,14.666,0.0,0.0,1.7,0.0,68.4,1244.6,0.0,0.0,1.0,0.0,0.019,1762.0
106,2020-05-04,106,Other high contact ,2494115.4,2446958.9,833.7,21.2,0.0,47618.1,102281.6,0.0,17655.4,462.6,47135.3,0.0,1.0,1279.3,1.153,1.153,66.8,0.0,66.8,1.141,0.0,0.0,1.4,0.0,66.8,1215.3,0.0,0.0,1.0,0.0,0.019,1784.0
107,2020-05-05,107,Other high contact ,2494114.3,2446957.8,836.6,20.1,0.0,47619.2,103563.1,0.0,17722.3,463.7,47136.4,0.0,1.0,1281.6,1.153,1.153,66.9,0.0,66.9,1.141,0.0,0.0,1.1,0.0,66.9,1217.5,0.0,0.0,1.0,0.0,0.019,1795.0
108,2020-05-06,108,Other high contact ,2494113.3,2446956.6,840.5,19.2,0.0,47620.4,104843.1,0.0,17789.2,464.7,47137.5,0.0,1.0,1279.9,1.153,1.153,66.8,0.0,66.8,1.141,0.0,0.0,1.0,0.0,66.8,1215.9,0.0,0.0,1.0,0.0,0.019,1805.0
109,2020-05-07,109,Other high contact ,2494112.4,2446955.5,844.4,18.2,0.0,47621.5,106124.5,0.0,17856.1,465.6,47138.7,0.0,1.0,1281.4,1.153,1.153,66.9,0.0,66.9,1.141,0.0,0.0,0.9,0.0,66.9,1217.4,0.0,0.0,1.0,0.0,0.019,1810.0
110,2020-05-08,110,Other high contact ,2494111.6,2446954.3,847.8,17.4,0.0,47622.7,107417.7,0.0,17923.6,466.4,47139.8,0.0,1.0,1293.2,1.153,1.153,67.5,0.0,67.5,1.141,0.0,0.0,0.8,0.0,67.5,1228.6,0.0,0.0,1.0,0.0,0.019,1823.0
111,2020-05-09,111,Other high contact ,2494110.9,2446953.2,849.9,16.7,0.0,47623.8,108713.0,0.0,17991.3,467.1,47141.0,0.0,1.0,1295.3,1.153,1.153,67.6,0.0,67.6,1.141,0.0,0.0,0.7,0.0,67.6,1230.5,0.0,0.0,1.0,0.0,0.019,1830.0
112,2020-05-10,112,Other high contact ,2494110.3,2446952.0,847.1,16.2,0.0,47625.0,109971.9,0.0,18057.0,467.7,47142.1,0.0,1.0,1258.9,1.153,1.153,65.7,0.0,65.7,1.141,0.0,0.0,0.6,0.0,65.7,1196.0,0.0,0.0,1.0,0.0,0.019,1833.0
113,2020-05-11,113,Other high contact ,2494109.8,2446950.9,845.9,15.7,0.0,47626.1,111260.3,0.0,18124.3,468.2,47143.3,0.0,1.0,1288.4,1.153,1.153,67.3,0.0,67.3,1.141,0.0,0.0,0.5,0.0,67.3,1224.0,-0.0,0.0,1.0,0.0,0.019,1845.0
114,2020-05-12,114,Other high contact ,2494108.8,2446949.7,846.0,14.7,0.0,47627.3,112565.3,0.0,18192.4,469.2,47144.4,0.0,1.0,1305.0,1.153,1.153,68.1,0.0,68.1,1.141,0.0,0.0,1.0,0.0,68.1,1239.7,0.0,0.0,1.0,0.0,0.019,1867.0
115,2020-05-13,115,Other high contact ,2494108.1,2446948.6,849.3,14.0,0.0,47628.4,113924.7,0.0,18263.4,469.9,47145.5,0.0,1.0,1359.4,1.153,1.153,71.0,0.0,71.0,1.141,0.0,0.0,0.8,0.0,71.0,1291.4,0.0,0.0,1.0,0.0,0.019,1870.0
116,2020-05-14,116,Other high contact ,2494107.5,2446947.4,854.9,13.4,0.0,47629.6,115298.8,0.0,18335.2,470.5,47146.7,0.0,1.0,1374.1,1.153,1.153,71.8,0.0,71.8,1.141,0.0,0.0,0.6,0.0,71.8,1305.4,0.0,0.0,1.0,0.0,0.019,1872.0
117,2020-05-15,117,Other high contact ,2494107.3,2446946.2,861.6,13.2,0.0,47630.8,116695.9,0.0,18408.1,470.7,47147.8,0.0,1.0,1397.1,1.153,1.153,73.0,0.0,73.0,1.141,0.0,0.0,0.2,0.0,73.0,1327.2,-0.0,0.0,1.0,0.0,0.019,1878.0
118,2020-05-16,118,Other high contact ,2494106.8,2446945.1,869.6,12.7,0.0,47631.9,118116.2,0.0,18482.3,471.2,47149.0,0.0,1.0,1420.3,1.153,1.153,74.2,0.0,74.2,1.141,0.0,0.0,0.5,0.0,74.2,1349.3,0.0,0.0,1.0,0.0,0.019,1879.0
119,2020-05-17,119,Other high contact ,2494106.3,2446943.9,878.9,12.3,0.0,47633.1,119563.2,0.0,18557.8,471.7,47150.1,0.0,1.0,1447.0,1.153,1.153,75.6,0.0,75.6,1.141,0.0,0.0,0.5,0.0,75.6,1374.7,0.0,0.0,1.0,0.0,0.019,1881.0
120,2020-05-18,120,Other high contact ,2494105.9,2446942.8,885.8,11.8,0.0,47634.2,120975.3,0.0,18631.6,472.1,47151.2,0.0,1.0,1412.0,1.153,1.153,73.7,0.0,73.7,1.141,0.0,0.0,0.4,0.0,73.7,1341.4,0.0,0.0,1.0,0.0,0.019,1886.0
121,2020-05-19,121,Other high contact ,2494105.7,2446941.6,893.2,11.7,0.0,47635.4,122400.1,0.0,18706.0,472.3,47152.4,0.0,1.0,1424.9,1.153,1.153,74.4,0.0,74.4,1.141,0.0,0.0,0.1,0.0,74.4,1353.6,0.0,0.0,1.0,0.0,0.019,1891.0
122,2020-05-20,122,Other high contact ,2494105.7,2446940.5,902.7,11.7,0.0,47636.5,123827.7,0.0,18780.5,472.3,47153.5,0.0,1.0,1427.5,1.153,1.153,74.5,0.0,74.5,1.141,0.0,0.0,0.0,0.0,74.5,1356.2,0.0,0.0,1.0,0.0,0.019,1892.0
123,2020-05-21,123,Other high contact ,2494105.7,2446939.3,911.1,11.7,0.0,47637.7,125264.6,0.0,18855.6,472.3,47154.7,0.0,1.0,1437.0,1.153,1.153,75.0,0.0,75.0,1.141,0.0,0.0,0.0,0.0,75.0,1365.1,0.0,0.0,1.0,0.0,0.019,1898.0
124,2020-05-22,124,Other high contact ,2494105.7,2446938.2,910.9,11.7,0.0,47638.8,126552.3,0.0,18922.8,472.3,47155.8,0.0,1.0,1287.7,1.153,1.153,67.2,0.0,67.2,1.141,0.0,0.0,0.0,0.0,67.2,1223.3,-0.0,0.0,1.0,0.0,0.019,1903.0
125,2020-05-23,125,Other high contact ,2494105.7,2446937.0,902.5,11.7,0.0,47640.0,127738.3,0.0,18984.7,472.3,47157.0,0.0,1.0,1186.0,1.153,1.153,61.9,0.0,61.9,1.141,0.0,0.0,0.0,0.0,61.9,1126.7,0.0,0.0,1.0,0.0,0.019,1905.0
126,2020-05-24,126,Other high contact ,2494105.7,2446935.9,892.1,11.7,0.0,47641.1,128900.0,0.0,19045.4,472.3,47158.1,0.0,1.0,1161.6,1.153,1.153,60.7,0.0,60.7,1.141,0.0,0.0,0.0,0.0,60.7,1103.6,0.0,0.0,1.0,0.0,0.019,1906.0
127,2020-05-25,127,Other high contact ,2494105.7,2446934.7,932.4,11.7,0.0,47642.3,130030.8,0.0,19157.9,472.3,47159.2,0.0,1.0,1130.8,1.153,1.153,112.5,52.0,112.5,1.141,0.0,0.0,0.0,52.0,60.4,1074.3,0.0,0.0,1.0,0.0,0.019,1913.0
128,2020-05-26,128,Other high contact ,2494105.7,2446933.6,969.5,11.7,0.0,47643.4,131102.9,0.0,19268.4,472.3,47160.4,0.0,1.0,1072.1,1.153,1.153,110.6,53.3,110.6,1.141,0.0,0.0,0.0,53.3,57.3,1018.5,0.0,0.0,1.0,0.0,0.019,1915.0
129,2020-05-27,129,Other high contact ,2494105.6,2446932.4,1010.4,11.7,0.0,47644.6,132186.3,0.0,19384.2,472.4,47161.5,0.0,1.0,1083.3,1.153,1.153,115.7,57.9,115.7,1.141,0.0,0.0,0.0,57.9,57.9,1029.2,0.0,0.0,1.0,0.0,0.019,1917.0
130,2020-05-28,130,Other high contact ,2494105.6,2446931.3,1027.4,11.7,0.0,47645.7,132999.6,0.0,19474.1,472.4,47162.7,0.0,1.0,813.4,1.153,1.153,89.9,46.4,89.9,1.141,0.0,0.0,0.0,46.4,43.5,772.7,0.0,0.0,1.0,0.0,0.019,1919.0
131,2020-05-29,131,Other high contact ,2494105.6,2446930.1,1082.8,11.7,0.0,47646.9,134130.0,0.0,19603.2,472.4,47163.8,0.0,1.0,1130.4,1.153,1.153,129.1,68.7,129.1,1.141,0.0,0.0,0.0,68.7,60.4,1073.9,0.0,0.0,1.0,0.0,0.019,1919.0
132,2020-05-30,132,Other high contact ,2494105.6,2446929.0,1148.9,11.7,0.0,47648.0,135316.3,0.0,19743.1,472.4,47164.9,0.0,1.0,1186.3,1.153,1.153,139.9,76.5,139.9,1.141,0.0,0.0,0.0,76.5,63.4,1127.0,0.0,0.0,1.0,0.0,0.019,1919.0
133,2020-05-31,133,Other high contact ,2494105.6,2446927.8,1137.0,11.7,0.0,47649.2,136483.2,0.0,19805.5,472.4,47166.1,0.0,1.0,1166.9,1.153,1.153,62.4,0.0,62.4,1.141,0.0,0.0,0.0,0.0,62.4,1108.5,0.0,0.0,1.0,0.0,0.019,1920.0
134,2020-06-01,134,Other high contact ,2494105.6,2446926.6,1132.4,11.7,0.0,47650.4,137643.3,0.0,19867.5,472.4,47167.2,0.0,1.0,1160.1,1.153,1.153,62.0,0.0,62.0,1.141,0.0,0.0,0.0,0.0,62.0,1102.1,0.0,0.0,1.0,0.0,0.019,1920.0
135,2020-06-02,135,Other high contact ,2494105.6,2446925.5,1129.9,11.7,0.0,47651.5,138743.8,0.0,19926.3,472.4,47168.4,0.0,1.0,1100.5,1.153,1.153,58.8,0.0,58.8,1.141,0.0,0.0,0.0,0.0,58.8,1045.5,0.0,0.0,1.0,0.0,0.019,1920.0
136,2020-06-03,136,Other high contact ,2494105.6,2446924.3,1123.4,11.7,0.0,47652.7,139746.6,0.0,19979.9,472.4,47169.5,0.0,1.0,1002.9,1.153,1.153,53.6,0.0,53.6,1.141,0.0,0.0,0.0,0.0,53.6,952.7,0.0,0.0,1.0,0.0,0.019,1921.0
137,2020-06-04,137,Other high contact ,2494105.6,2446923.2,1078.0,11.7,0.0,47653.8,140980.0,0.0,20045.8,472.4,47170.6,0.0,1.0,1233.4,1.153,1.153,65.9,0.0,65.9,1.141,0.0,0.0,0.0,0.0,65.9,1171.7,0.0,0.0,1.0,0.0,0.019,1921.0
138,2020-06-05,138,Other high contact ,2494105.5,2446922.0,1024.6,11.7,0.0,47655.0,142029.9,0.0,20101.9,472.5,47171.8,0.0,1.0,1049.9,1.153,1.153,56.1,0.0,56.1,1.141,0.0,0.0,0.0,0.0,56.1,997.4,0.0,0.0,1.0,0.0,0.019,1921.0
139,2020-06-06,139,Other high contact ,2494105.5,2446920.9,967.9,11.7,0.0,47656.1,143112.6,0.0,20159.8,472.5,47172.9,0.0,1.0,1082.7,1.153,1.153,57.9,0.0,57.9,1.141,0.0,0.0,0.0,0.0,57.9,1028.6,0.0,0.0,1.0,0.0,0.019,1921.0
140,2020-06-07,140,Other high contact ,2494105.5,2446919.7,937.9,11.7,0.0,47657.3,144217.4,0.0,20218.8,472.5,47174.1,0.0,1.0,1104.7,1.153,1.153,59.0,0.0,59.0,1.141,0.0,0.0,0.0,0.0,59.0,1049.5,0.0,0.0,1.0,0.0,0.019,1921.0
141,2020-06-08,141,Other high contact ,2494105.5,2446918.6,869.4,11.7,0.0,47658.4,145329.0,0.0,20278.2,472.5,47175.2,0.0,1.0,1111.7,1.153,1.153,59.4,0.0,59.4,1.141,0.0,0.0,0.0,0.0,59.4,1056.1,-0.0,0.0,1.0,0.0,0.019,1923.0
142,2020-06-09,142,Other high contact ,2494105.5,2446917.4,795.4,11.7,0.0,47659.6,146536.8,0.0,20342.7,472.5,47176.4,0.0,1.0,1207.7,1.153,1.153,64.5,0.0,64.5,1.141,0.0,0.0,0.0,0.0,64.5,1147.3,0.0,0.0,1.0,0.0,0.019,1934.0
143,2020-06-10,143,Other high contact ,2494105.5,2446916.3,805.6,11.7,0.0,47660.7,147881.9,0.0,20414.6,472.5,47177.5,0.0,1.0,1345.2,1.153,1.153,71.9,0.0,71.9,1.141,0.0,0.0,0.0,0.0,71.9,1277.9,0.0,0.0,1.0,0.0,0.019,1936.0
144,2020-06-11,144,Other high contact ,2494105.5,2446915.1,817.9,11.7,0.0,47661.9,149261.0,0.0,20488.3,472.5,47178.6,0.0,1.0,1379.1,1.153,1.153,73.7,0.0,73.7,1.141,0.0,0.0,0.0,0.0,73.7,1310.1,0.0,0.0,1.0,0.0,0.019,1937.0
145,2020-06-12,145,Other high contact ,2494105.5,2446914.0,833.9,11.7,0.0,47663.0,150650.5,0.0,20562.6,472.5,47179.8,0.0,1.0,1389.5,1.153,1.153,74.3,0.0,74.3,1.141,0.0,0.0,0.0,0.0,74.3,1320.0,0.0,0.0,1.0,0.0,0.019,1938.0
146,2020-06-13,146,Other high contact ,2494105.4,2446912.8,858.2,11.7,0.0,47664.2,152097.6,0.0,20639.9,472.6,47180.9,0.0,1.0,1447.1,1.153,1.153,77.3,0.0,77.3,1.141,0.0,0.0,0.0,0.0,77.3,1374.7,0.0,0.0,1.0,0.0,0.019,1938.0
147,2020-06-14,147,Other high contact ,2494105.4,2446911.7,874.2,11.7,0.0,47665.3,153617.5,0.0,20721.1,472.6,47182.1,0.0,1.0,1519.9,1.153,1.153,81.2,0.0,81.2,1.141,0.0,0.0,0.0,0.0,81.2,1443.9,0.0,0.0,1.0,0.0,0.019,1938.0
148,2020-06-15,148,Other high contact ,2494105.4,2446910.5,901.0,11.7,0.0,47666.5,155159.2,0.0,20803.5,472.6,47183.2,0.0,1.0,1541.7,1.153,1.153,82.4,0.0,82.4,1.141,0.0,0.0,0.0,0.0,82.4,1464.7,0.0,0.0,1.0,0.0,0.019,1939.0
149,2020-06-16,149,Other high contact ,2494105.4,2446909.4,927.9,11.7,0.0,47667.6,156734.2,0.0,20887.7,472.6,47184.3,0.0,1.0,1575.0,1.153,1.153,84.2,0.0,84.2,1.141,0.0,0.0,0.0,0.0,84.2,1496.2,0.0,0.0,1.0,0.0,0.019,1954.0
150,2020-06-17,150,Other high contact ,2494105.4,2446908.2,960.5,11.7,0.0,47668.8,158438.4,0.0,20978.7,472.6,47185.5,0.0,1.0,1704.3,1.153,1.153,91.1,0.0,91.1,1.141,0.0,0.0,0.0,0.0,91.1,1619.0,0.0,0.0,1.0,0.0,0.019,1956.0
151,2020-06-18,151,Other high contact ,2494105.4,2446907.0,1003.2,11.7,0.0,47670.0,160337.9,0.0,21080.2,472.6,47186.6,0.0,1.0,1899.4,1.153,1.153,101.5,0.0,101.5,1.141,0.0,0.0,0.0,0.0,101.5,1804.5,0.0,0.0,1.0,0.0,0.019,1956.0
152,2020-06-19,152,Other high contact ,2494105.4,2446905.9,1045.2,11.7,0.0,47671.1,162319.0,0.0,21186.1,472.6,47187.8,0.0,1.0,1981.1,1.153,1.153,105.9,0.0,105.9,1.141,0.0,0.0,0.0,0.0,105.9,1882.1,0.0,0.0,1.0,0.0,0.019,1956.0
153,2020-06-20,153,Other high contact ,2494105.4,2446904.7,1085.4,11.7,0.0,47672.3,164403.0,0.0,21297.5,472.6,47188.9,0.0,1.0,2084.0,1.153,1.153,111.4,0.0,111.4,1.141,0.0,0.0,0.0,0.0,111.4,1979.8,0.0,0.0,1.0,0.0,0.019,1956.0
154,2020-06-21,154,Other high contact ,2494105.4,2446903.6,1124.2,11.7,0.0,47673.4,166494.5,0.0,21409.2,472.6,47190.1,0.0,1.0,2091.6,1.153,1.153,111.8,0.0,111.8,1.141,0.0,0.0,0.0,0.0,111.8,1987.0,0.0,0.0,1.0,0.0,0.019,1956.0
155,2020-06-22,155,Other high contact ,2494105.3,2446902.4,1161.7,11.7,0.0,47674.6,168571.9,0.0,21520.2,472.7,47191.2,0.0,1.0,2077.4,1.153,1.153,111.0,0.0,111.0,1.141,0.0,0.0,0.0,0.0,111.0,1973.5,0.0,0.0,1.0,0.0,0.019,1956.0
156,2020-06-23,156,Other high contact ,2494105.3,2446901.3,1198.2,11.7,0.0,47675.7,170689.2,0.0,21633.4,472.7,47192.3,0.0,1.0,2117.3,1.153,1.153,113.1,0.0,113.1,1.141,0.0,0.0,0.0,0.0,113.1,2011.4,0.0,0.0,1.0,0.0,0.019,1956.0
157,2020-06-24,157,Other high contact ,2494105.3,2446900.1,1229.3,11.7,0.0,47676.9,172775.7,0.0,21744.9,472.7,47193.5,0.0,1.0,2086.5,1.153,1.153,111.5,0.0,111.5,1.141,0.0,0.0,0.0,0.0,111.5,1982.2,0.0,0.0,1.0,0.0,0.019,1958.0
158,2020-06-25,158,Other high contact ,2494105.3,2446899.0,1258.9,11.7,0.0,47678.0,174856.0,0.0,21856.0,472.7,47194.6,0.0,1.0,2080.4,1.153,1.153,111.2,0.0,111.2,1.141,0.0,0.0,0.0,0.0,111.2,1976.4,0.0,0.0,1.0,0.0,0.019,1958.0
159,2020-06-26,159,Other high contact ,2494105.3,2446897.8,1293.2,11.7,0.0,47679.2,177056.1,0.0,21973.6,472.7,47195.8,0.0,1.0,2200.0,1.153,1.153,117.6,0.0,117.6,1.141,0.0,0.0,0.0,0.0,117.6,2090.0,0.0,0.0,1.0,0.0,0.019,1962.0
