days,dates,day1,compartment,population,susceptibles,isolated,infected,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence
21,2020-08-12,21,Rest of population,4541843.0,4541791.9,0.0,48.61902,50.1,0.0,48.6,0.0,0.0,2.5,0.0,1.0,0.0,9.514,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-08-13,22,Rest of population,4541843.0,4541780.2,0.0,59.68223,61.8,0.0,59.7,0.0,0.0,3.1,0.0,1.0,0.0,11.68623,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-08-14,23,Rest of population,4541843.0,4541765.9,0.0,73.27661,76.1,0.0,73.3,0.0,0.0,3.9,0.0,1.0,0.0,14.35405,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-08-15,24,Rest of population,4541843.0,4541748.2,0.0,89.96653,93.8,0.0,90.0,0.0,0.0,4.8,0.0,1.0,0.0,17.6222,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-08-16,25,Rest of population,4541843.0,4541726.6,0.0,110.44464,115.4,0.0,110.4,0.0,0.0,5.9,0.0,1.0,0.0,21.62742,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-08-17,26,Rest of population,4541843.0,4541700.1,0.0,135.58314,141.9,0.0,135.6,0.0,0.0,7.3,0.0,1.0,0.0,26.54971,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-08-18,27,Rest of population,4541843.0,4541667.5,0.0,166.451,174.5,0.0,166.5,0.0,0.0,9.1,0.0,1.0,0.0,32.59761,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-08-19,28,Rest of population,4541843.0,4541627.4,0.0,204.35209,214.6,0.0,204.4,0.0,0.0,11.2,0.0,1.0,0.0,40.02204,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020-08-20,29,Rest of population,4541843.0,4541578.3,0.0,250.87837,263.7,0.0,250.9,0.0,0.0,13.8,0.0,1.0,0.0,49.13086,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-08-21,30,Rest of population,4541843.0,4541518.0,0.0,307.99136,324.0,0.0,308.0,0.0,0.0,17.0,0.0,1.0,0.0,60.31169,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-08-22,31,Rest of population,4541843.0,4541444.0,0.0,378.1042,398.0,0.0,378.1,0.0,0.0,20.9,0.0,1.0,0.0,74.03947,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2020-08-23,32,Rest of population,4541843.0,4541353.1,0.0,464.17873,488.9,0.0,464.2,0.0,0.0,25.7,0.0,1.0,0.0,90.89334,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2020-08-24,33,Rest of population,4541843.0,4541241.5,0.0,569.84362,600.5,0.0,569.8,0.0,0.0,31.6,0.0,1.0,0.0,111.58014,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2020-08-25,34,Rest of population,4541843.0,4541104.5,0.0,699.55146,737.5,0.0,699.6,0.0,0.0,38.9,0.0,1.0,0.0,136.97041,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2020-08-26,35,Rest of population,4541843.0,4540936.4,0.0,858.76926,905.6,0.0,858.8,0.0,0.0,47.8,0.0,1.0,0.0,168.13454,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-08-27,36,Rest of population,4541842.9,4540730.0,0.0,1054.20827,1112.0,0.0,1054.2,0.0,0.1,58.7,0.0,1.0,0.0,206.38542,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2020-08-28,37,Rest of population,4541842.9,4540476.7,0.0,1294.10054,1365.3,0.0,1294.1,0.0,0.1,72.2,0.0,1.0,0.0,253.33021,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2020-08-29,38,Rest of population,4541842.9,4540165.7,0.0,1588.54222,1676.3,0.0,1588.5,0.0,0.1,88.6,0.0,1.0,0.0,310.93897,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2020-08-30,39,Rest of population,4541842.9,4539784.1,0.0,1949.91611,2057.9,0.0,1949.9,0.0,0.1,108.9,0.0,1.0,0.0,381.62761,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2020-08-31,40,Rest of population,4541842.9,4539315.7,0.0,2393.40839,2526.3,0.0,2393.4,0.0,0.1,133.7,0.0,1.0,0.0,468.3573,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
41,2020-09-01,41,Rest of population,4541842.8,4538741.0,0.0,2937.6362,3101.0,0.0,2937.6,0.0,0.2,164.2,0.0,1.0,0.0,574.75343,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
42,2020-09-02,42,Rest of population,4541842.8,4538035.7,0.0,3605.41359,3806.3,0.0,3605.4,0.0,0.2,201.6,0.0,1.0,0.0,705.25202,0.0,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
43,2020-09-03,43,Rest of population,4541842.7,4537170.5,0.0,4424.6863,4671.5,0.0,4424.7,0.0,0.3,247.6,0.0,1.0,0.0,865.27834,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
44,2020-09-04,44,Rest of population,4541842.7,4536109.0,0.0,5429.67069,5733.0,0.0,5429.7,0.0,0.3,304.0,0.0,1.0,0.0,1061.46266,0.0,0.0,0.0,56.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
45,2020-09-05,45,Rest of population,4541842.6,4534916.0,0.0,6553.31206,6926.0,0.0,6553.3,0.0,0.4,373.3,0.0,1.0,0.0,1192.97524,0.0,0.0,0.0,69.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
46,2020-09-06,46,Rest of population,4541842.5,4533586.7,0.0,7797.51843,8255.3,0.0,7797.5,0.0,0.5,458.3,0.0,1.0,0.0,1329.32063,0.0,0.0,0.0,85.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
47,2020-09-07,47,Rest of population,4541842.4,4532120.8,0.0,9158.94584,9721.2,0.0,9158.9,0.0,0.6,562.7,0.0,1.0,0.0,1465.912,0.0,0.0,0.0,104.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
48,2020-09-08,48,Rest of population,4541842.3,4530524.9,0.0,10626.54662,11317.1,0.0,10626.5,0.0,0.7,690.8,0.0,1.0,0.0,1595.86156,0.0,0.0,0.0,128.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
49,2020-09-09,49,Rest of population,4541842.1,4528842.9,0.0,12151.12005,12999.1,0.0,12151.1,0.0,0.9,848.1,0.0,1.0,0.0,1682.01691,0.0,0.0,0.0,157.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
50,2020-09-10,50,Rest of population,4541841.9,4527131.2,0.0,13669.59939,14710.8,0.0,13669.6,0.0,1.1,1041.1,0.0,1.0,0.0,1711.73932,0.0,0.0,0.0,193.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
51,2020-09-11,51,Rest of population,4541841.7,4525459.9,0.0,15103.60822,16382.1,0.0,15103.6,0.0,1.3,1278.1,0.0,1.0,0.0,1671.22423,0.0,0.0,0.0,237.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
52,2020-09-12,52,Rest of population,4541841.4,4523913.8,0.0,16358.59379,17928.2,0.0,16358.6,0.0,1.6,1569.0,0.0,1.0,0.0,1546.14052,0.0,0.0,0.0,290.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
53,2020-09-13,53,Rest of population,4541841.0,4522594.0,0.0,17321.10539,19248.0,0.0,17321.1,0.0,2.0,1925.9,0.0,1.0,0.0,1319.8514,0.0,0.0,0.0,357.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
54,2020-09-14,54,Rest of population,4541840.5,4521612.0,0.0,17864.5296,20230.0,0.0,17864.5,0.0,2.5,2364.0,0.0,1.0,0.0,981.96393,0.0,0.0,0.0,438.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
55,2020-09-15,55,Rest of population,4541840.0,4520527.1,0.0,18411.25758,21314.9,0.0,18411.3,0.0,3.0,2901.6,0.0,1.0,0.0,1084.87399,0.0,0.0,0.0,537.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
56,2020-09-16,56,Rest of population,4541839.3,4519351.5,0.0,18937.35355,22490.5,0.0,18937.4,0.0,3.7,3550.4,0.0,1.0,0.0,1175.62012,0.0,0.0,0.0,648.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
57,2020-09-17,57,Rest of population,4541838.4,4518104.9,0.0,19411.10556,23737.1,0.0,19411.1,0.0,4.6,4322.4,0.0,1.0,0.0,1246.62046,0.0,0.0,0.0,772.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
58,2020-09-18,58,Rest of population,4541837.4,4516815.4,0.0,19792.7708,25026.6,0.0,19792.8,0.0,5.6,5229.2,0.0,1.0,0.0,1289.51975,0.0,0.0,0.0,906.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
59,2020-09-19,59,Rest of population,4541836.1,4515482.8,0.0,20071.92688,26359.2,0.0,20071.9,0.0,6.9,6281.3,0.0,1.0,0.0,1332.55275,0.0,0.0,0.0,1052.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
60,2020-09-20,60,Rest of population,4541834.5,4514108.9,0.0,20241.20418,27733.1,0.0,20241.2,0.0,8.5,7484.4,0.0,1.0,0.0,1373.911,0.0,0.0,0.0,1203.1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
61,2020-09-21,61,Rest of population,4541832.6,4512697.6,0.0,20297.14026,29144.4,0.0,20297.1,0.0,10.4,8837.8,0.0,1.0,0.0,1411.26984,0.0,0.0,0.0,1353.4,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
62,2020-09-22,62,Rest of population,4541830.2,4511255.8,0.0,20241.17249,30586.2,0.0,20241.2,0.0,12.8,10333.2,0.0,1.0,0.0,1441.78425,0.0,0.0,0.0,1495.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
63,2020-09-23,63,Rest of population,4541827.3,4509791.2,0.0,20083.28488,32050.8,0.0,20083.3,0.0,15.7,11952.8,0.0,1.0,0.0,1464.65789,0.0,0.0,0.0,1619.6,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
64,2020-09-24,64,Rest of population,4541823.7,4508311.9,0.0,19844.08746,33530.1,0.0,19844.1,0.0,19.3,13667.7,0.0,1.0,0.0,1479.30685,0.0,0.0,0.0,1714.9,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
65,2020-09-25,65,Rest of population,4541819.3,4506826.5,0.0,19556.38618,35015.5,0.0,19556.4,0.0,23.7,15436.5,0.0,1.0,0.0,1485.41907,0.0,0.0,0.0,1768.7,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
66,2020-09-26,66,Rest of population,4541813.9,4505343.4,0.0,19211.16025,36498.6,0.0,19211.2,0.0,29.1,17259.3,0.0,1.0,0.0,1483.02182,0.0,0.0,0.0,1822.9,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
67,2020-09-27,67,Rest of population,4541807.4,4503870.7,0.0,18802.43636,37971.3,0.0,18802.4,0.0,35.6,19134.3,0.0,1.0,0.0,1472.72622,0.0,0.0,0.0,1874.9,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
68,2020-09-28,68,Rest of population,4541799.7,4502414.8,0.0,18328.70814,39427.2,0.0,18328.7,0.0,43.3,21056.1,0.0,1.0,0.0,1455.86141,0.0,0.0,0.0,1921.9,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009
69,2020-09-29,69,Rest of population,4541790.6,4500980.3,0.0,17794.55202,40861.7,0.0,17794.6,0.0,52.4,23015.8,0.0,1.0,0.0,1434.57197,0.0,0.0,0.0,1959.6,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009
70,2020-09-30,70,Rest of population,4541780.1,4499572.1,0.0,17204.94507,42269.9,0.0,17204.9,0.0,62.9,25003.1,0.0,1.0,0.0,1408.21572,0.0,0.0,0.0,1987.3,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009
71,2020-10-01,71,Rest of population,4541768.0,4498195.7,0.0,16565.24024,43646.3,0.0,16565.2,0.0,75.0,27007.1,0.0,1.0,0.0,1376.39005,0.0,0.0,0.0,2004.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
72,2020-10-02,72,Rest of population,4541754.4,4496856.6,0.0,15881.1285,44985.4,0.0,15881.1,0.0,88.6,29016.7,0.0,1.0,0.0,1339.02762,0.0,0.0,0.0,2009.6,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
73,2020-10-03,73,Rest of population,4541739.5,4495560.1,0.0,15158.61056,46281.9,0.0,15158.6,0.0,103.5,31020.7,0.0,1.0,0.0,1296.50273,0.0,0.0,0.0,2004.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
74,2020-10-04,74,Rest of population,4541723.2,4494310.9,0.0,14403.20873,47531.1,0.0,14403.2,0.0,119.8,33009.1,0.0,1.0,0.0,1249.23168,0.0,0.0,0.0,1988.4,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
75,2020-10-05,75,Rest of population,4541706.1,4493033.6,0.0,13698.65432,48808.4,0.0,13698.7,0.0,136.9,34973.8,0.0,1.0,0.0,1277.35148,0.0,0.0,0.0,1964.7,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011
76,2020-10-06,76,Rest of population,4541688.3,4491739.6,0.0,13038.69839,50102.4,0.0,13038.7,0.0,154.7,36910.1,0.0,1.0,0.0,1294.00433,0.0,0.0,0.0,1936.2,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011
77,2020-10-07,77,Rest of population,4541670.1,4490440.5,0.0,12417.46589,51401.5,0.0,12417.5,0.0,172.9,38812.1,0.0,1.0,0.0,1299.09,0.0,0.0,0.0,1902.1,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011
78,2020-10-08,78,Rest of population,4541651.3,4489147.8,0.0,11829.71872,52694.2,0.0,11829.7,0.0,191.7,40673.7,0.0,1.0,0.0,1292.6303,0.0,0.0,0.0,1861.6,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
79,2020-10-09,79,Rest of population,4541632.0,4487866.7,0.0,11276.91402,53975.3,0.0,11276.9,0.0,211.0,42488.4,0.0,1.0,0.0,1281.13988,0.0,0.0,0.0,1814.7,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
80,2020-10-10,80,Rest of population,4541612.4,4486601.9,0.0,10760.29758,55240.1,0.0,10760.3,0.0,230.6,44250.2,0.0,1.0,0.0,1264.82104,0.0,0.0,0.0,1761.8,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
81,2020-10-11,81,Rest of population,4541592.5,4485358.0,0.0,10280.83483,56484.0,0.0,10280.8,0.0,250.5,45953.7,0.0,1.0,0.0,1243.87587,0.0,0.0,0.0,1703.4,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
82,2020-10-12,82,Rest of population,4541572.4,4484139.5,0.0,9839.20288,57702.5,0.0,9839.2,0.0,270.6,47593.7,0.0,1.0,0.0,1218.53871,0.0,0.0,0.0,1640.1,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
83,2020-10-13,83,Rest of population,4541552.3,4482949.8,0.0,9436.39169,58892.2,0.0,9436.4,0.0,290.7,49166.1,0.0,1.0,0.0,1189.68244,0.0,0.0,0.0,1572.4,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
84,2020-10-14,84,Rest of population,4541532.2,4481791.5,0.0,9073.71124,60050.5,0.0,9073.7,0.0,310.8,50666.9,0.0,1.0,0.0,1158.22261,0.0,0.0,0.0,1500.8,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
85,2020-10-15,85,Rest of population,4541512.3,4480709.1,0.0,8710.18953,61132.9,0.0,8710.2,0.0,330.7,52093.0,0.0,1.0,0.0,1082.43392,0.0,0.0,0.0,1426.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
86,2020-10-16,86,Rest of population,4541492.6,4479697.5,0.0,8345.83785,62144.5,0.0,8345.8,0.0,350.4,53449.2,0.0,1.0,0.0,1011.61016,0.0,0.0,0.0,1356.3,0.0,0.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
87,2020-10-17,87,Rest of population,4541473.2,4478751.4,0.0,7981.6076,63090.6,0.0,7981.6,0.0,369.8,54740.2,0.0,1.0,0.0,946.10528,0.0,0.0,0.0,1290.9,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
88,2020-10-18,88,Rest of population,4541454.1,4477865.1,0.0,7619.40178,63976.9,0.0,7619.4,0.0,388.9,55969.6,0.0,1.0,0.0,886.28026,0.0,0.0,0.0,1229.4,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
89,2020-10-19,89,Rest of population,4541435.5,4477020.6,0.0,7274.07938,64821.4,0.0,7274.1,0.0,407.5,57140.8,0.0,1.0,0.0,844.56656,0.0,0.0,0.0,1171.2,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
90,2020-10-20,90,Rest of population,4541417.3,4476217.9,0.0,6942.05164,65624.1,0.0,6942.1,0.0,425.7,58257.3,0.0,1.0,0.0,802.65919,0.0,0.0,0.0,1116.5,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
91,2020-10-21,91,Rest of population,4541399.6,4475457.0,0.0,6619.98553,66385.0,0.0,6620.0,0.0,443.4,59322.7,0.0,1.0,0.0,760.94179,0.0,0.0,0.0,1065.4,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
92,2020-10-22,92,Rest of population,4541382.6,4474737.1,0.0,6304.91874,67104.9,0.0,6304.9,0.0,460.4,60340.6,0.0,1.0,0.0,719.88557,0.0,0.0,0.0,1017.9,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
93,2020-10-23,93,Rest of population,4541366.1,4474055.7,0.0,5995.65222,67786.3,0.0,5995.7,0.0,476.9,61314.7,0.0,1.0,0.0,681.32614,0.0,0.0,0.0,974.2,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
94,2020-10-24,94,Rest of population,4541350.4,4473410.6,0.0,5690.77419,68431.4,0.0,5690.8,0.0,492.6,62249.0,0.0,1.0,0.0,645.15446,0.0,0.0,0.0,934.3,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
95,2020-10-25,95,Rest of population,4541335.3,4472796.3,0.0,5391.62489,69045.7,0.0,5391.6,0.0,507.7,63147.4,0.0,1.0,0.0,614.25817,0.0,0.0,0.0,898.4,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
96,2020-10-26,96,Rest of population,4541321.0,4472211.7,0.0,5099.61,69630.3,0.0,5099.6,0.0,522.0,64009.8,0.0,1.0,0.0,584.65166,0.0,0.0,0.0,862.4,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
97,2020-10-27,97,Rest of population,4541307.5,4471656.4,0.0,4815.01588,70185.6,0.0,4815.0,0.0,535.5,64836.1,0.0,1.0,0.0,555.29977,0.0,0.0,0.0,826.3,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
98,2020-10-28,98,Rest of population,4541294.5,4471128.8,0.0,4539.36603,70713.2,0.0,4539.4,0.0,548.5,65626.3,0.0,1.0,0.0,527.52765,0.0,0.0,0.0,790.2,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
99,2020-10-29,99,Rest of population,4541282.2,4470635.1,0.0,4266.37612,71206.9,0.0,4266.4,0.0,560.8,66380.7,0.0,1.0,0.0,493.71005,0.0,0.0,0.0,754.4,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
100,2020-10-30,100,Rest of population,4541270.5,4470172.0,0.0,3997.58296,71670.0,0.0,3997.6,0.0,572.5,67100.9,0.0,1.0,0.0,463.13408,0.0,0.0,0.0,720.2,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
101,2020-10-31,101,Rest of population,4541259.3,4469736.4,0.0,3734.70115,72105.6,0.0,3734.7,0.0,583.7,67788.2,0.0,1.0,0.0,435.62363,0.0,0.0,0.0,687.3,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
102,2020-11-01,102,Rest of population,4541248.6,4469325.3,0.0,3479.72546,72516.7,0.0,3479.7,0.0,594.4,68443.6,0.0,1.0,0.0,411.13015,0.0,0.0,0.0,655.4,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
103,2020-11-02,103,Rest of population,4541238.4,4468936.6,0.0,3233.98277,72905.4,0.0,3234.0,0.0,604.6,69067.9,0.0,1.0,0.0,388.69337,0.0,0.0,0.0,624.2,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
104,2020-11-03,104,Rest of population,4541228.6,4468568.3,0.0,2998.84257,73273.7,0.0,2998.8,0.0,614.4,69661.5,0.0,1.0,0.0,368.23791,0.0,0.0,0.0,593.6,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
105,2020-11-04,105,Rest of population,4541219.3,4468218.6,0.0,2775.75069,73623.4,0.0,2775.8,0.0,623.7,70224.9,0.0,1.0,0.0,349.70128,0.0,0.0,0.0,563.4,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
106,2020-11-05,106,Rest of population,4541210.3,4467885.9,0.0,2565.66891,73956.1,0.0,2565.7,0.0,632.7,70758.7,0.0,1.0,0.0,332.73342,0.0,0.0,0.0,533.8,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
107,2020-11-06,107,Rest of population,4541201.6,4467568.6,0.0,2369.44043,74273.4,0.0,2369.4,0.0,641.4,71263.6,0.0,1.0,0.0,317.3143,0.0,0.0,0.0,504.9,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
108,2020-11-07,108,Rest of population,4541193.4,4467265.0,0.0,2187.96568,74577.0,0.0,2188.0,0.0,649.6,71740.4,0.0,1.0,0.0,303.52949,0.0,0.0,0.0,476.7,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
109,2020-11-08,109,Rest of population,4541185.4,4466973.7,0.0,2021.94433,74868.3,0.0,2021.9,0.0,657.6,72189.8,0.0,1.0,0.0,291.33003,0.0,0.0,0.0,449.4,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
110,2020-11-09,110,Rest of population,4541177.9,4466693.1,0.0,1872.56172,75148.9,0.0,1872.6,0.0,665.1,72612.2,0.0,1.0,0.0,280.58128,0.0,0.0,0.0,422.4,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
111,2020-11-10,111,Rest of population,4541170.7,4466422.0,0.0,1740.70341,75420.0,0.0,1740.7,0.0,672.3,73008.0,0.0,1.0,0.0,271.15034,0.0,0.0,0.0,395.8,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
112,2020-11-11,112,Rest of population,4541163.8,4466159.0,0.0,1626.98208,75683.0,0.0,1627.0,0.0,679.2,73377.8,0.0,1.0,0.0,262.93054,0.0,0.0,0.0,369.8,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
113,2020-11-12,113,Rest of population,4541157.2,4465903.2,0.0,1531.70622,75938.8,0.0,1531.7,0.0,685.8,73722.3,0.0,1.0,0.0,255.81189,0.0,0.0,0.0,344.5,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
114,2020-11-13,114,Rest of population,4541151.0,4465653.5,0.0,1455.02251,76188.5,0.0,1455.0,0.0,692.0,74042.5,0.0,1.0,0.0,249.76101,0.0,0.0,0.0,320.2,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
115,2020-11-14,115,Rest of population,4541145.0,4465408.7,0.0,1396.89787,76433.3,0.0,1396.9,0.0,698.0,74339.4,0.0,1.0,0.0,244.73251,0.0,0.0,0.0,296.9,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
116,2020-11-15,116,Rest of population,4541139.4,4465168.1,0.0,1357.10428,76673.9,0.0,1357.1,0.0,703.6,74614.2,0.0,1.0,0.0,240.67325,0.0,0.0,0.0,274.8,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
