,dates,days,day1,population,susceptibles,isolated,isolatedinfected,infectednotisolated,infected,importedinfections,accumulatedinfected,tested_mit,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,p_case_all_simulated,p_case_all,reff,positive rate,detection rate,actualdeaths,actualcases,actualnewtests_mit,actualnewdeaths,actualnewcases
12,2019-12-05,36,36,331002999.0,331002462.788,0.0,0.0,536.212,536.212,0.0,536.212,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,99.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.992933607831148e-07,1.6199611532824812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2019-12-06,39,39,331002999.0,331002344.078,0.0,0.0,654.922,654.922,0.0,654.922,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,118.71000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5863723397865653e-07,1.978598387261138e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2019-12-07,42,42,331002999.0,331002201.694,0.0,0.0,797.306,797.306,0.0,797.306,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,142.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301592445692614e-07,2.408757631830399e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2019-12-08,45,45,331002999.0,331002077.696,0.0,0.0,921.304,921.304,0.0,921.304,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,123.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7460989892722997e-07,2.7833705518782926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2019-12-09,48,48,331002999.0,331001987.671,0.0,0.0,991.508,991.508,0.0,1011.3290000000001,0.0,0.0,0.0,19.820999999999998,0.0,3.0,0.0,20.0,90.025,0.0,0.0,0.0,19.820999999999998,39.642,39.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7197638774263794e-07,3.055346939620931e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2019-12-10,51,51,331002999.0,331001952.421,0.0,0.0,1006.937,1006.937,0.0,1046.579,0.0,0.0,0.0,39.642,0.0,3.0,0.0,20.0,35.251000000000005,0.0,0.0,0.0,19.820999999999998,39.642,39.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0649752451336553e-07,3.1618414430136326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2019-12-11,54,54,331002999.0,331001913.85,0.0,0.0,1025.6870000000001,1025.6870000000001,0.0,1085.15,0.0,0.0,0.0,59.46300000000001,0.0,3.0,0.0,20.0,38.571,0.0,0.0,0.0,19.820999999999998,39.642,39.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1652764511659303e-07,3.278369088130226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2019-12-12,57,57,331002999.0,331001872.384,0.0,0.0,1047.3310000000001,1047.3310000000001,0.0,1126.616,0.0,0.0,0.0,79.28399999999999,0.0,3.0,0.0,20.0,41.466,0.0,0.0,0.0,19.820999999999998,39.642,39.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252737894377809e-07,3.4036428775680066e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2019-12-13,60,60,331002999.0,331001829.26900005,0.0,0.0,1063.782,1063.782,0.0,1169.731,0.0,0.0,0.0,105.94900000000001,0.0,3.0,0.0,20.0,43.114000000000004,0.0,0.0,0.0,26.663,53.328,53.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302525962914312e-07,3.5338984949801014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2019-12-14,63,63,331002999.0,331001785.775,0.0,0.0,1073.772,1073.772,0.0,1213.225,0.0,0.0,0.0,139.454,0.0,3.0,0.0,20.0,43.494,0.0,0.0,0.0,33.504999999999995,67.011,67.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3140062214360782e-07,3.665299117123709e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2019-12-15,66,66,331002999.0,331001741.818,0.0,0.0,1077.38,1077.38,0.0,1257.182,0.0,0.0,0.0,179.802,0.0,3.0,0.0,20.0,43.956,0.0,0.0,0.0,40.348,80.695,80.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3279637989020155e-07,3.7980985181345745e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2019-12-16,69,69,331002999.0,331001697.329,0.0,0.0,1074.6799999999998,1074.6799999999998,0.0,1301.671,0.0,0.0,0.0,226.99099999999999,0.0,3.0,0.0,20.0,44.488,0.0,0.0,0.0,47.19,94.38,94.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3440361608324883e-07,3.932505155338487e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2019-12-17,72,72,331002999.0,331001652.426,0.0,0.0,1063.189,1063.189,0.0,1346.574,0.0,0.0,0.0,283.38599999999997,0.0,3.0,0.0,20.0,44.903,0.0,0.0,0.0,56.394000000000005,112.789,112.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3565738115865228e-07,4.06816253649714e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2019-12-18,75,75,331002999.0,331001607.259,0.0,0.0,1040.394,1040.394,0.0,1391.741,0.0,0.0,0.0,351.347,0.0,3.0,0.0,20.0,45.167,0.0,0.0,0.0,67.96000000000001,135.922,135.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364549570138487e-07,4.204617493510988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2019-12-19,78,78,331002999.0,331001561.978,0.0,0.0,1003.786,1003.786,0.0,1437.022,0.0,0.0,0.0,433.23600000000005,0.0,3.0,0.0,20.0,45.282,0.0,0.0,0.0,81.889,163.78,163.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368023858901653e-07,4.3414168582804895e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2019-12-20,81,81,331002998.821,331001516.727,0.0,0.0,950.6790000000001,950.6790000000001,0.0,1482.273,0.0,0.0,0.179,531.417,0.0,3.0,0.0,20.0,45.251,0.0,0.0,0.0,98.18100000000001,196.36,196.36,0.179,0.0,0.0,0.0,0.0,0.0,0.0,1.3670873122352243e-07,4.4775848112526845e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2019-12-21,84,84,331002998.642,331001471.71099997,0.0,0.0,877.867,877.867,0.0,1527.2890000000002,0.0,0.0,0.358,649.066,0.0,3.0,0.0,20.0,45.016000000000005,0.0,0.0,0.0,117.649,235.29700000000003,235.29700000000003,0.179,0.0,0.0,0.0,0.0,0.0,0.0,1.3599876794073266e-07,4.613042801015436e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2019-12-22,87,87,331002998.463,331001427.193,0.0,0.0,781.0930000000001,781.0930000000001,0.0,1571.807,0.0,0.0,0.537,790.175,0.0,3.0,0.0,20.0,44.516999999999996,0.0,0.0,0.0,141.11,282.221,282.221,0.179,0.0,0.0,0.0,0.0,0.0,0.0,1.3449122880068462e-07,4.7469962728317665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2019-12-23,90,90,331002998.28400004,331001383.498,0.0,0.0,701.722,701.722,0.0,1615.502,0.0,0.0,0.716,913.0640000000001,0.0,3.0,0.0,20.0,43.696,0.0,0.0,0.0,122.889,245.777,245.777,0.179,0.0,0.0,0.0,0.0,0.0,0.0,1.3201088880321532e-07,4.878463362481436e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2019-12-24,93,93,331002998.044,331001341.008,0.0,0.0,654.751,654.751,0.0,1657.9920000000002,0.0,0.0,0.956,1002.2840000000001,0.0,3.0,0.0,20.0,42.489000000000004,0.0,0.0,0.0,89.22,178.439,178.439,0.241,0.0,0.0,0.0,0.0,0.0,0.0,1.283643962474079e-07,5.006105714425376e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2019-12-25,96,96,331002997.742,331001300.185,0.0,0.0,660.3389999999999,660.3389999999999,0.0,1698.815,0.0,0.0,1.258,1037.22,0.0,3.0,0.0,20.0,40.824,0.0,0.0,0.0,34.935,69.871,69.871,0.302,0.0,0.0,0.0,0.0,0.0,0.0,1.2333423044047545e-07,5.128524549868758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2019-12-26,99,99,331002997.378,331001261.58500004,0.0,0.0,660.347,660.347,0.0,1737.415,0.0,0.0,1.622,1075.445,0.0,3.0,0.0,20.0,38.598,0.0,0.0,0.0,38.226,76.451,76.451,0.364,0.0,0.0,0.0,0.0,0.0,0.0,1.1660921594592605e-07,5.2440401257688695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2019-12-27,102,102,331002996.952,331001224.812,0.0,0.0,655.6,655.6,0.0,1774.188,0.0,0.0,2.048,1116.54,0.0,3.0,0.0,20.0,36.774,0.0,0.0,0.0,41.095,82.191,82.191,0.425,0.0,0.0,0.0,0.0,0.0,0.0,1.1109869197145891e-07,5.353848805958046e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2019-12-28,105,105,331002996.443,331001189.115,0.0,0.0,648.058,648.058,0.0,1809.8849999999998,0.0,0.0,2.557,1159.27,0.0,3.0,0.0,20.0,35.698,0.0,0.0,0.0,42.729,85.459,85.459,0.508,0.0,0.0,0.0,0.0,0.0,0.0,1.0784796628313102e-07,5.460156008923709e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2019-12-29,108,108,331002995.829,331001153.27900004,0.0,0.0,640.175,640.175,0.0,1845.721,0.0,0.0,3.171,1202.375,0.0,3.0,0.0,20.0,35.835,0.0,0.0,0.0,43.105000000000004,86.212,86.212,0.613,0.0,0.0,0.0,0.0,0.0,0.0,1.0826186001806696e-07,5.56656593208565e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2019-12-30,111,111,331002995.09099996,331001117.44299996,0.0,0.0,631.7090000000001,631.7090000000001,0.0,1881.5569999999998,0.0,0.0,3.909,1245.939,0.0,3.0,0.0,20.0,35.836,0.0,0.0,0.0,43.564,87.126,87.126,0.739,0.0,0.0,0.0,0.0,0.0,0.0,1.0826488138014552e-07,5.6726012388008546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2019-12-31,114,114,331002994.204,331001081.72099996,0.0,0.0,622.454,622.454,0.0,1917.279,0.0,0.0,4.796,1290.03,0.0,3.0,0.0,20.0,35.722,0.0,0.0,0.0,44.091,88.183,88.183,0.885,0.0,0.0,0.0,0.0,0.0,0.0,1.0792047390962339e-07,5.77784199384408e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2020-01-01,117,117,331002993.143,331001046.185,0.0,0.0,612.427,612.427,0.0,1952.815,0.0,0.0,5.856999999999999,1334.531,0.0,3.0,0.0,20.0,35.537,0.0,0.0,0.0,44.501,89.003,89.003,1.061,0.0,0.0,0.0,0.0,0.0,0.0,1.0736156692289273e-07,5.881995149085781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2020-01-02,120,120,331002991.869,331001010.839,0.0,0.0,601.737,601.737,0.0,1988.161,0.0,0.0,7.131,1379.294,0.0,3.0,0.0,20.0,35.344,0.0,0.0,0.0,44.763,89.525,89.525,1.2730000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0677849103547674e-07,5.984930797193597e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2020-01-03,123,123,331002990.761,331000975.702,0.0,0.0,590.887,590.887,0.0,2023.2980000000002,0.0,0.0,8.239,1424.172,0.0,3.0,0.0,20.0,35.138000000000005,0.0,0.0,0.0,44.877,89.754,89.754,1.109,0.0,0.0,0.0,0.0,0.0,0.0,1.0615614052071006e-07,6.0877365348489235e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-01-04,126,126,331002989.95600003,331000940.791,0.0,0.0,580.147,580.147,0.0,2058.209,0.0,0.0,9.044,1469.018,0.0,3.0,0.0,20.0,34.912,0.0,0.0,0.0,44.846000000000004,89.693,89.693,0.805,0.0,0.0,0.0,0.0,0.0,0.0,1.0547336749024782e-07,6.190774893823146e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2020-01-05,129,129,331002989.64,331000906.12399995,0.0,0.0,569.885,569.885,0.0,2092.8759999999997,0.0,0.0,9.36,1513.631,0.0,3.0,0.0,20.0,34.666,0.0,0.0,0.0,44.613,89.226,89.226,0.315,0.0,0.0,0.0,0.0,0.0,0.0,1.0473017188667348e-07,6.29455341858404e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-01-06,132,132,331002989.295,331000871.719,0.0,0.0,559.827,559.827,0.0,2127.281,0.0,0.0,9.705,1557.7489999999998,0.0,3.0,0.0,20.0,34.405,0.0,0.0,0.0,44.118,88.237,88.237,0.34500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0394165947950763e-07,6.397452797964768e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2020-01-07,135,135,331002988.925,331000837.579,0.0,0.0,550.2909999999999,550.2909999999999,0.0,2161.421,0.0,0.0,10.075,1601.0539999999999,0.0,3.0,0.0,20.0,34.14,0.0,0.0,0.0,43.305,86.61,86.61,0.371,0.0,0.0,0.0,0.0,0.0,0.0,1.0314106259546671e-07,6.499476053031837e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2020-01-08,138,138,331002988.54,331000803.703,0.0,0.0,541.672,541.672,0.0,2195.297,0.0,0.0,10.46,1643.1650000000002,0.0,3.0,0.0,20.0,33.876,0.0,0.0,0.0,42.109,84.22,84.22,0.386,0.0,0.0,0.0,0.0,0.0,0.0,1.0234348683503277e-07,6.600656415934364e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2020-01-09,141,141,331002988.151,331000770.079,0.0,0.0,534.4480000000001,534.4480000000001,0.0,2228.921,0.0,0.0,10.849,1683.6239999999998,0.0,3.0,0.0,20.0,33.623000000000005,0.0,0.0,0.0,40.458,80.91799999999999,80.91799999999999,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.0157914340235971e-07,6.701063372238014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2020-01-10,144,144,331002987.75699997,331000736.702,0.0,0.0,529.178,529.178,0.0,2262.298,0.0,0.0,11.243,1721.8760000000002,0.0,3.0,0.0,20.0,33.377,0.0,0.0,0.0,38.253,76.507,76.507,0.394,0.0,0.0,0.0,0.0,0.0,0.0,1.0083594781477665e-07,6.8007090064473145e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-01-11,147,147,331002987.36,331000703.56,0.0,0.0,525.478,525.478,0.0,2295.44,0.0,0.0,11.64,1758.3220000000001,0.0,3.0,0.0,20.0,33.141999999999996,0.0,0.0,0.0,36.444,72.889,72.889,0.398,0.0,0.0,0.0,0.0,0.0,0.0,1.0012598455479992e-07,6.899635614213147e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-01-12,150,150,331002986.958,331000670.63100004,0.0,0.0,522.6279999999999,522.6279999999999,0.0,2328.369,0.0,0.0,12.042,1793.7,0.0,3.0,0.0,20.0,32.93,0.0,0.0,0.0,35.376999999999995,70.755,70.755,0.402,0.0,0.0,0.0,0.0,0.0,0.0,9.948550707241318e-08,6.997903617993369e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2020-01-13,153,153,331002986.553,331000637.879,0.0,0.0,519.46,519.46,0.0,2361.121,0.0,0.0,12.447,1829.214,0.0,3.0,0.0,20.0,32.751999999999995,0.0,0.0,0.0,35.515,71.03,71.03,0.404,0.0,0.0,0.0,0.0,0.0,0.0,9.894774769579237e-08,7.0956278203366964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2020-01-14,156,156,331002986.148,331000605.25699997,0.0,0.0,516.1610000000001,516.1610000000001,0.0,2393.743,0.0,0.0,12.852,1864.73,0.0,3.0,0.0,20.0,32.622,0.0,0.0,0.0,35.516000000000005,71.03399999999999,71.03399999999999,0.405,0.0,0.0,0.0,0.0,0.0,0.0,9.855500211534e-08,7.192959277217644e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2020-01-15,159,159,331002985.744,331000572.726,0.0,0.0,512.885,512.885,0.0,2426.274,0.0,0.0,13.256,1900.132,0.0,3.0,0.0,20.0,32.531,0.0,0.0,0.0,35.400999999999996,70.804,70.804,0.405,0.0,0.0,0.0,0.0,0.0,0.0,9.828008024422987e-08,7.290018833444133e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2020-01-16,162,162,331002985.341,331000540.267,0.0,0.0,509.72299999999996,509.72299999999996,0.0,2458.733,0.0,0.0,13.659,1935.3519999999999,0.0,3.0,0.0,20.0,32.46,0.0,0.0,0.0,35.219,70.439,70.439,0.402,0.0,0.0,0.0,0.0,0.0,0.0,9.806558078791838e-08,7.386863890309265e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2020-01-17,165,165,331002984.944,331000507.885,0.0,0.0,506.677,506.677,0.0,2491.115,0.0,0.0,14.056,1970.38,0.0,3.0,0.0,20.0,32.381,0.0,0.0,0.0,35.028,70.057,70.057,0.399,0.0,0.0,0.0,0.0,0.0,0.0,9.782691236297554e-08,7.483494447698336e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2020-01-18,168,168,331002984.55300003,331000475.58599997,0.0,0.0,503.76300000000003,503.76300000000003,0.0,2523.4139999999998,0.0,0.0,14.447,2005.203,0.0,3.0,0.0,20.0,32.3,0.0,0.0,0.0,34.823,69.647,69.647,0.391,0.0,0.0,0.0,0.0,0.0,0.0,9.758220169410024e-08,7.579892378880545e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2020-01-19,171,171,331002984.172,331000443.368,0.0,0.0,501.002,501.002,0.0,2555.632,0.0,0.0,14.828,2039.802,0.0,3.0,0.0,20.0,32.219,0.0,0.0,0.0,34.599000000000004,69.199,69.199,0.38,0.0,0.0,0.0,0.0,0.0,0.0,9.733749102170617e-08,7.676075810481864e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2020-01-20,174,174,331002983.80799997,331000411.227,0.0,0.0,498.42100000000005,498.42100000000005,0.0,2587.773,0.0,0.0,15.192,2074.1589999999997,0.0,3.0,0.0,20.0,32.141,0.0,0.0,0.0,34.356,68.713,68.713,0.366,0.0,0.0,0.0,0.0,0.0,0.0,9.710184370616899e-08,7.77207797465729e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2020-01-21,177,177,331002983.462,331000379.162,0.0,0.0,496.043,496.043,0.0,2619.838,0.0,0.0,15.538,2108.257,0.0,3.0,0.0,20.0,32.065,0.0,0.0,0.0,34.098,68.196,68.196,0.34600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,9.687223862645679e-08,7.867904913609277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2020-01-22,180,180,331002983.133,331000347.169,0.0,0.0,493.874,493.874,0.0,2651.831,0.0,0.0,15.867,2142.091,0.0,3.0,0.0,20.0,31.993,0.0,0.0,0.0,33.835,67.669,67.669,0.33,0.0,0.0,0.0,0.0,0.0,0.0,9.66547180245349e-08,7.963565690708128e-06,0.0,0.0,0.9716952097093591,0.0,0.0,0.0,0.036,0.0,0.0,0.036
61,2020-01-23,183,183,331002982.814,331000315.244,0.0,0.0,491.905,491.905,0.0,2683.7560000000003,0.0,0.0,16.186,2175.6639999999998,0.0,3.0,0.0,20.0,31.925,0.0,0.0,0.0,33.573,67.146,67.146,0.319,0.0,0.0,0.0,0.0,0.0,0.0,9.644928190251254e-08,8.059051242746605e-06,0.0,0.0,0.9735111454447507,0.0,0.0,0.0,0.071,0.0,0.0,0.036
62,2020-01-24,186,186,331002982.494,331000283.385,0.0,0.0,490.12199999999996,490.12199999999996,0.0,2715.615,16.0,0.0,16.506,2208.988,0.0,3.0,16.0,20.0,31.861,0.0,0.0,0.0,33.324,66.646,66.646,0.321,0.039,0.032,15.928999999999998,0.002,0.0,0.0,9.625593026364206e-08,8.154334379899207e-06,0.0,0.0,0.9750939561986609,0.0,0.0,0.0,0.143,16.0,0.0,0.071
63,2020-01-25,189,189,331002982.173,331000251.582,0.0,0.0,488.525,488.525,0.0,2747.418,46.0,0.0,16.827,2242.067,0.0,3.0,30.0,20.0,31.802,0.0,0.0,0.0,33.078,66.157,66.157,0.321,0.012,0.059,29.929000000000002,0.0,0.0,0.0,9.607768422877399e-08,8.249445313374385e-06,0.0,0.0,0.9764699861828976,0.0,0.0,0.0,0.214,30.0,0.0,0.071
