dates,days,day1,population,susceptibles,isolated,isolatedinfected,infectednotisolated,infected,importedinfections,accumulatedinfected,tested_mit,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newimportedinfections,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence,actualdeaths,reff,positive rate,detection rate
2020-01-17,0,0,65273999.0,65273996.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.596010733155785e-08,0.0,0.0,1.0,,0.0
2020-01-18,3,3,65273999.0,65273996.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-19,6,6,65273999.0,65273992.0,0.0,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-20,9,9,65273999.0,65273988.1,0.0,0.0,15.1,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-01-21,12,12,65273999.0,65273982.900000006,0.0,0.0,20.1,20.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.5748996778947158e-08,1.532003577718595e-08,0.0,0.051144278606965174,,0.0
2020-01-22,15,15,65273999.0,65273976.599999994,0.0,0.0,26.5,26.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.689064615146377e-08,5.362012522015083e-08,0.0,0.09086792452830188,,0.0
2020-01-23,18,18,65273999.0,65273968.8,0.0,0.0,34.2,34.2,0.0,7.200000000000001,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.7880000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.803229552398039e-08,1.1030425759573886e-07,0.0,0.11076023391812866,,0.0
2020-01-24,21,21,65273999.0,65273959.699999996,0.0,0.0,43.4,43.4,0.0,12.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.915862486071981e-08,1.899684436371058e-07,0.0,0.1190552995391705,,0.0
2020-01-25,24,24,65273999.0,65273948.7,0.0,0.0,54.3,54.3,0.0,19.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,6.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0573888693413744e-07,2.9567669049968884e-07,0.0,0.12710865561694293,,0.0
2020-01-26,27,27,65273999.0,65273935.6,0.0,0.0,67.5,67.5,0.0,28.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,9.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.3962680607327276e-07,4.35089016072081e-07,0.0,0.13502222222222224,,0.0
2020-01-27,30,30,65273999.0,65273919.8,0.0,0.0,83.2,83.2,0.0,40.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.8077642217079424e-07,6.158654382428753e-07,0.0,0.14182692307692307,,0.0
2020-01-28,33,33,65273999.0,65273900.900000006,0.0,0.0,102.2,102.2,0.0,55.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,14.963000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.292336953340334e-07,8.456659749006646e-07,0.0,0.14640900195694717,,0.0
2020-01-29,36,36,65273999.0,65273878.2,0.0,0.0,124.89999999999999,124.89999999999999,0.0,74.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,18.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.868523498920298e-07,1.1336826475117605e-06,0.0,0.14991192954363491,,0.0
2020-01-30,39,39,65273999.0,65273851.0,0.0,0.0,152.2,152.2,0.0,97.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,23.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.561448717122418e-07,1.4875754739647557e-06,0.0,0.15273981603153747,,0.0
2020-01-31,42,42,65273999.0,65273818.2,0.0,0.0,184.9,184.9,0.0,125.79999999999998,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,28.698999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.3966970676945956e-07,1.9272605007699924e-06,0.0,0.1552136289886425,,0.0
2020-02-01,45,45,65273999.0,65273779.0,0.0,0.0,221.2,221.2,0.0,161.1,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,35.239999999999995,0.0,0.0,0.0,2.9699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.398780607880328e-07,2.468057763704657e-06,0.0,0.1593128390596745,,0.0
2020-02-02,48,48,65273999.0,65273731.800000004,0.0,0.0,268.2,268.2,0.0,204.2,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,43.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.599871412811708e-07,3.128351305701371e-06,0.0,0.16062639821029082,,0.0
2020-02-03,51,51,65273999.0,65273675.4,0.0,0.0,324.7,324.7,0.0,256.6,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,52.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.039954775867188e-07,3.931121180425916e-06,0.0,0.16162611641515245,,0.0
2020-02-04,54,54,65273999.0,65273607.6,0.0,0.0,392.4,392.4,0.0,320.4,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,63.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9.768361212249306e-07,4.908539463010378e-06,0.0,0.16249235474006118,,0.0
2020-02-05,57,57,65273999.0,65273527.300000004,0.0,0.0,471.7,471.7,0.0,396.70000000000005,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,76.283,0.0,0.0,0.0,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.168658289191076e-06,6.077458192809668e-06,0.0,0.1617193131227475,,0.0
